,day,values,values_type,type,type_pretty
0,0.0,3.1482999999999493,slope,Total infected derivative spline,0%
1,1.0,4.8977999999999895,slope,Total infected derivative spline,0%
2,2.0,8.903800000000047,slope,Total infected derivative spline,0%
3,3.0,14.210400000000007,slope,Total infected derivative spline,0%
4,4.0,19.653299999999973,slope,Total infected derivative spline,0%
5,5.0,19.611299999999986,slope,Total infected derivative spline,0%
6,6.0,15.522149999999996,slope,Total infected derivative spline,0%
7,7.0,13.421850000000006,slope,Total infected derivative spline,0%
8,8.0,12.309600000000003,slope,Total infected derivative spline,0%
9,9.0,10.754500000000007,slope,Total infected derivative spline,0%
10,10.0,8.967849999999999,slope,Total infected derivative spline,0%
11,11.0,7.420800000000014,slope,Total infected derivative spline,0%
12,12.0,5.788600000000002,slope,Total infected derivative spline,0%
13,13.0,4.22144999999999,slope,Total infected derivative spline,0%
14,14.0,3.199399999999997,slope,Total infected derivative spline,0%
15,15.0,2.3888000000000034,slope,Total infected derivative spline,0%
16,16.0,1.6894000000000062,slope,Total infected derivative spline,0%
17,17.0,1.1853499999999997,slope,Total infected derivative spline,0%
18,18.0,0.9228999999999985,slope,Total infected derivative spline,0%
19,19.0,0.7584999999999837,slope,Total infected derivative spline,0%
20,20.0,0.619150000000019,slope,Total infected derivative spline,0%
21,21.0,1.018100000000004,slope,Total infected derivative spline,0%
22,22.0,1.864799999999974,slope,Total infected derivative spline,0%
23,23.0,2.6892500000000155,slope,Total infected derivative spline,0%
24,24.0,3.640200000000007,slope,Total infected derivative spline,0%
25,25.0,4.489100000000008,slope,Total infected derivative spline,0%
26,26.0,4.438900000000004,slope,Total infected derivative spline,0%
27,27.0,3.745449999999977,slope,Total infected derivative spline,0%
28,28.0,3.736450000000005,slope,Total infected derivative spline,0%
29,29.0,3.9248000000000047,slope,Total infected derivative spline,0%
30,30.0,3.817699999999988,slope,Total infected derivative spline,0%
31,31.0,3.8116500000000144,slope,Total infected derivative spline,0%
32,32.0,3.6312500000000085,slope,Total infected derivative spline,0%
33,33.0,3.0992499999999836,slope,Total infected derivative spline,0%
34,34.0,2.519999999999996,slope,Total infected derivative spline,0%
35,35.0,2.0810500000000047,slope,Total infected derivative spline,0%
36,36.0,1.741500000000002,slope,Total infected derivative spline,0%
37,37.0,1.6142499999999984,slope,Total infected derivative spline,0%
38,38.0,1.4959499999999935,slope,Total infected derivative spline,0%
39,39.0,1.292650000000009,slope,Total infected derivative spline,0%
40,40.0,1.0581000000000103,slope,Total infected derivative spline,0%
41,41.0,0.8666999999999945,slope,Total infected derivative spline,0%
42,42.0,0.8166999999999973,slope,Total infected derivative spline,0%
43,43.0,0.8676999999999992,slope,Total infected derivative spline,0%
44,44.0,0.9177499999999981,slope,Total infected derivative spline,0%
45,45.0,0.972999999999999,slope,Total infected derivative spline,0%
46,46.0,1.0371999999999986,slope,Total infected derivative spline,0%
47,47.0,1.0170499999999976,slope,Total infected derivative spline,0%
48,48.0,0.9288000000000096,slope,Total infected derivative spline,0%
49,49.0,0.8607499999999959,slope,Total infected derivative spline,0%
50,50.0,0.9178499999999872,slope,Total infected derivative spline,0%
51,51.0,0.9689500000000066,slope,Total infected derivative spline,0%
52,52.0,0.9068500000000057,slope,Total infected derivative spline,0%
53,53.0,0.9057499999999976,slope,Total infected derivative spline,0%
54,54.0,0.890749999999997,slope,Total infected derivative spline,0%
55,55.0,0.7645499999999998,slope,Total infected derivative spline,0%
56,56.0,0.667349999999999,slope,Total infected derivative spline,0%
57,57.0,0.6483000000000061,slope,Total infected derivative spline,0%
58,58.0,0.6282000000000068,slope,Total infected derivative spline,0%
59,59.0,0.5951000000000022,slope,Total infected derivative spline,0%
60,60.0,,slope,Total infected derivative spline,0%
61,0.0,,trend,Total infected derivative spline,0%
62,1.0,,trend,Total infected derivative spline,0%
63,2.0,,trend,Total infected derivative spline,0%
64,3.0,12.278149999999991,trend,Total infected derivative spline,0%
65,4.0,13.7458,trend,Total infected derivative spline,0%
66,5.0,14.804628571428573,trend,Total infected derivative spline,0%
67,6.0,15.069014285714282,trend,Total infected derivative spline,0%
68,7.0,14.320078571428565,trend,Total infected derivative spline,0%
69,8.0,12.572578571428572,trend,Total infected derivative spline,0%
70,9.0,10.597907142857146,trend,Total infected derivative spline,0%
71,10.0,8.98352142857143,trend,Total infected derivative spline,0%
72,11.0,7.5231714285714295,trend,Total infected derivative spline,0%
73,12.0,6.105914285714287,trend,Total infected derivative spline,0%
74,13.0,4.810900000000003,trend,Total infected derivative spline,0%
75,14.0,3.699114285714287,trend,Total infected derivative spline,0%
76,15.0,2.7708428571428567,trend,Total infected derivative spline,0%
77,16.0,2.0522571428571394,trend,Total infected derivative spline,0%
78,17.0,1.5376428571428582,trend,Total infected derivative spline,0%
79,18.0,1.2260285714285735,trend,Total infected derivative spline,0%
80,19.0,1.1511714285714263,trend,Total infected derivative spline,0%
81,20.0,1.2940071428571418,trend,Total infected derivative spline,0%
82,21.0,1.6447000000000003,trend,Total infected derivative spline,0%
83,22.0,2.1541571428571444,trend,Total infected derivative spline,0%
84,23.0,2.679928571428576,trend,Total infected derivative spline,0%
85,24.0,3.126542857142855,trend,Total infected derivative spline,0%
86,25.0,3.5148785714285697,trend,Total infected derivative spline,0%
87,26.0,3.8091642857142882,trend,Total infected derivative spline,0%
88,27.0,3.9703714285714273,trend,Total infected derivative spline,0%
89,28.0,3.994864285714285,trend,Total infected derivative spline,0%
90,29.0,3.872314285714286,trend,Total infected derivative spline,0%
91,30.0,3.680935714285711,trend,Total infected derivative spline,0%
92,31.0,3.5058714285714285,trend,Total infected derivative spline,0%
93,32.0,3.269385714285714,trend,Total infected derivative spline,0%
94,33.0,2.9574857142857134,trend,Total infected derivative spline,0%
95,34.0,2.6427071428571436,trend,Total infected derivative spline,0%
96,35.0,2.311892857142855,trend,Total infected derivative spline,0%
97,36.0,1.977807142857141,trend,Total infected derivative spline,0%
98,37.0,1.6862142857142877,trend,Total infected derivative spline,0%
99,38.0,1.450028571428573,trend,Total infected derivative spline,0%
100,39.0,1.2694071428571434,trend,Total infected derivative spline,0%
101,40.0,1.1445785714285714,trend,Total infected derivative spline,0%
102,41.0,1.0450785714285715,trend,Total infected derivative spline,0%
103,42.0,0.9703714285714296,trend,Total infected derivative spline,0%
104,43.0,0.9338785714285709,trend,Total infected derivative spline,0%
105,44.0,0.9280142857142833,trend,Total infected derivative spline,0%
106,45.0,0.9368857142857142,trend,Total infected derivative spline,0%
107,46.0,0.943178571428571,trend,Total infected derivative spline,0%
108,47.0,0.950342857142855,trend,Total infected derivative spline,0%
109,48.0,0.9576571428571419,trend,Total infected derivative spline,0%
110,49.0,0.9482071428571429,trend,Total infected derivative spline,0%
111,50.0,0.9294285714285714,trend,Total infected derivative spline,0%
112,51.0,0.9113857142857141,trend,Total infected derivative spline,0%
113,52.0,0.8879214285714271,trend,Total infected derivative spline,0%
114,53.0,0.8602928571428561,trend,Total infected derivative spline,0%
115,54.0,0.8217857142857158,trend,Total infected derivative spline,0%
116,55.0,0.7731071428571444,trend,Total infected derivative spline,0%
117,56.0,0.7285714285714298,trend,Total infected derivative spline,0%
118,57.0,,trend,Total infected derivative spline,0%
119,58.0,,trend,Total infected derivative spline,0%
120,59.0,,trend,Total infected derivative spline,0%
121,60.0,0.8885082023345485,trend,Total infected derivative spline,0%
122,0.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
123,1.0,1.010447836361788,seasonal,Total infected derivative spline,0%
124,2.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
125,3.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
126,4.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
127,5.0,0.9076355544847872,seasonal,Total infected derivative spline,0%
128,6.0,0.8885082023345485,seasonal,Total infected derivative spline,0%
129,7.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
130,8.0,1.010447836361788,seasonal,Total infected derivative spline,0%
131,9.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
132,10.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
133,11.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
134,12.0,0.9076355544847872,seasonal,Total infected derivative spline,0%
135,13.0,0.8885082023345485,seasonal,Total infected derivative spline,0%
136,14.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
137,15.0,1.010447836361788,seasonal,Total infected derivative spline,0%
138,16.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
139,17.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
140,18.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
141,19.0,0.9076355544847872,seasonal,Total infected derivative spline,0%
142,20.0,0.8885082023345485,seasonal,Total infected derivative spline,0%
143,21.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
144,22.0,1.010447836361788,seasonal,Total infected derivative spline,0%
145,23.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
146,24.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
147,25.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
148,26.0,0.9076355544847872,seasonal,Total infected derivative spline,0%
149,27.0,0.8885082023345485,seasonal,Total infected derivative spline,0%
150,28.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
151,29.0,1.010447836361788,seasonal,Total infected derivative spline,0%
152,30.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
153,31.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
154,32.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
155,33.0,0.9076355544847872,seasonal,Total infected derivative spline,0%
156,34.0,0.8885082023345485,seasonal,Total infected derivative spline,0%
157,35.0,0.9561127543201882,seasonal,Total infected derivative spline,0%
158,36.0,1.010447836361788,seasonal,Total infected derivative spline,0%
159,37.0,1.0614748682217012,seasonal,Total infected derivative spline,0%
160,38.0,1.1202692458964032,seasonal,Total infected derivative spline,0%
161,39.0,1.0555515383805838,seasonal,Total infected derivative spline,0%
