,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.07699999999999818,Total infected,Without screening
2,3.0,0.2061999999999955,Total infected,Without screening
3,4.0,0.3942999999999586,Total infected,Without screening
4,5.0,0.6977999999999724,Total infected,Without screening
5,6.0,1.1061000000000263,Total infected,Without screening
6,7.0,1.4564000000000021,Total infected,Without screening
7,8.0,1.81280000000001,Total infected,Without screening
8,9.0,2.3964,Total infected,Without screening
9,10.0,3.1651999999999987,Total infected,Without screening
10,11.0,4.22229999999999,Total infected,Without screening
11,12.0,5.499500000000012,Total infected,Without screening
12,13.0,7.02800000000002,Total infected,Without screening
13,14.0,8.271199999999993,Total infected,Without screening
14,15.0,9.161099999999976,Total infected,Without screening
15,16.0,10.568600000000032,Total infected,Without screening
16,17.0,12.399400000000014,Total infected,Without screening
17,18.0,14.581600000000037,Total infected,Without screening
18,19.0,17.125200000000007,Total infected,Without screening
19,20.0,20.060000000000002,Total infected,Without screening
20,21.0,22.201299999999947,Total infected,Without screening
21,22.0,23.828699999999998,Total infected,Without screening
22,23.0,26.163100000000014,Total infected,Without screening
23,24.0,29.064999999999998,Total infected,Without screening
24,25.0,32.23919999999998,Total infected,Without screening
25,26.0,35.813800000000015,Total infected,Without screening
26,27.0,39.63659999999999,Total infected,Without screening
27,28.0,42.43339999999998,Total infected,Without screening
28,29.0,44.46739999999997,Total infected,Without screening
29,30.0,47.36829999999998,Total infected,Without screening
30,31.0,50.800899999999984,Total infected,Without screening
31,32.0,54.54639999999998,Total infected,Without screening
32,33.0,58.52359999999999,Total infected,Without screening
33,34.0,62.71079999999998,Total infected,Without screening
34,35.0,65.6705,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.08539999999999281,Total infected,Screening 25%
37,3.0,0.23619999999999663,Total infected,Screening 25%
38,4.0,0.44719999999998095,Total infected,Screening 25%
39,5.0,0.7487999999999886,Total infected,Screening 25%
40,6.0,1.1759999999999877,Total infected,Screening 25%
41,7.0,1.58299999999997,Total infected,Screening 25%
42,8.0,1.9698000000000206,Total infected,Screening 25%
43,9.0,2.4824999999999875,Total infected,Screening 25%
44,10.0,3.3016000000000076,Total infected,Screening 25%
45,11.0,4.316599999999966,Total infected,Screening 25%
46,12.0,5.547799999999995,Total infected,Screening 25%
47,13.0,7.185900000000032,Total infected,Screening 25%
48,14.0,8.331799999999987,Total infected,Screening 25%
49,15.0,9.195999999999998,Total infected,Screening 25%
50,16.0,10.618200000000002,Total infected,Screening 25%
51,17.0,12.346800000000002,Total infected,Screening 25%
52,18.0,14.38179999999997,Total infected,Screening 25%
53,19.0,16.59800000000004,Total infected,Screening 25%
54,20.0,19.185899999999975,Total infected,Screening 25%
55,21.0,21.0402,Total infected,Screening 25%
56,22.0,22.427100000000024,Total infected,Screening 25%
57,23.0,24.4221,Total infected,Screening 25%
58,24.0,26.929599999999994,Total infected,Screening 25%
59,25.0,29.788900000000012,Total infected,Screening 25%
60,26.0,32.93990000000002,Total infected,Screening 25%
61,27.0,35.959899999999976,Total infected,Screening 25%
62,28.0,38.24120000000002,Total infected,Screening 25%
63,29.0,39.93969999999999,Total infected,Screening 25%
64,30.0,42.33669999999998,Total infected,Screening 25%
65,31.0,45.130600000000044,Total infected,Screening 25%
66,32.0,48.51249999999999,Total infected,Screening 25%
67,33.0,51.42700000000002,Total infected,Screening 25%
68,34.0,54.733600000000024,Total infected,Screening 25%
69,35.0,56.93460000000002,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.07030000000000314,Total infected,Screening 50%
72,3.0,0.19599999999999795,Total infected,Screening 50%
73,4.0,0.4221000000000288,Total infected,Screening 50%
74,5.0,0.708500000000015,Total infected,Screening 50%
75,6.0,1.1003000000000327,Total infected,Screening 50%
76,7.0,1.5326000000000306,Total infected,Screening 50%
77,8.0,1.778899999999993,Total infected,Screening 50%
78,9.0,2.296500000000009,Total infected,Screening 50%
79,10.0,3.004999999999967,Total infected,Screening 50%
80,11.0,4.0151000000000465,Total infected,Screening 50%
81,12.0,5.100400000000036,Total infected,Screening 50%
82,13.0,6.386899999999997,Total infected,Screening 50%
83,14.0,7.32650000000001,Total infected,Screening 50%
84,15.0,8.05019999999999,Total infected,Screening 50%
85,16.0,9.145800000000008,Total infected,Screening 50%
86,17.0,10.557900000000018,Total infected,Screening 50%
87,18.0,12.381900000000002,Total infected,Screening 50%
88,19.0,14.2714,Total infected,Screening 50%
89,20.0,16.19599999999994,Total infected,Screening 50%
90,21.0,17.804000000000002,Total infected,Screening 50%
91,22.0,18.89440000000002,Total infected,Screening 50%
92,23.0,20.507499999999965,Total infected,Screening 50%
93,24.0,22.753800000000012,Total infected,Screening 50%
94,25.0,25.286400000000015,Total infected,Screening 50%
95,26.0,27.66330000000002,Total infected,Screening 50%
96,27.0,29.979900000000015,Total infected,Screening 50%
97,28.0,31.77890000000002,Total infected,Screening 50%
98,29.0,33.06530000000001,Total infected,Screening 50%
99,30.0,35.1155,Total infected,Screening 50%
