,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.012113793103448196,Total infected,0%
2,3.0,0.036707586206896514,Total infected,0%
3,4.0,0.07858482758620693,Total infected,0%
4,5.0,0.14041862068965502,Total infected,0%
5,6.0,0.2222582758620689,Total infected,0%
6,7.0,0.2871331034482759,Total infected,0%
7,8.0,0.3391058620689656,Total infected,0%
8,9.0,0.4143117241379311,Total infected,0%
9,10.0,0.49593689655172424,Total infected,0%
10,11.0,0.5702444827586207,Total infected,0%
11,12.0,0.6351875862068966,Total infected,0%
12,13.0,0.6875341379310346,Total infected,0%
13,14.0,0.7241172413793102,Total infected,0%
14,15.0,0.7515586206896552,Total infected,0%
15,16.0,0.774154827586207,Total infected,0%
16,17.0,0.7917141379310345,Total infected,0%
17,18.0,0.8059775862068965,Total infected,0%
18,19.0,0.8176975862068965,Total infected,0%
19,20.0,0.8276965517241379,Total infected,0%
20,21.0,0.8349803448275862,Total infected,0%
21,22.0,0.8410820689655173,Total infected,0%
22,23.0,0.8471496551724137,Total infected,0%
23,24.0,0.853741724137931,Total infected,0%
24,25.0,0.8610465517241379,Total infected,0%
25,26.0,0.8687093103448276,Total infected,0%
26,27.0,0.8763389655172413,Total infected,0%
27,28.0,0.8826548275862068,Total infected,0%
28,29.0,0.8879134482758619,Total infected,0%
29,30.0,0.8939879310344828,Total infected,0%
30,31.0,0.9004144827586207,Total infected,0%
31,32.0,0.9063234482758621,Total infected,0%
32,33.0,0.9119689655172414,Total infected,0%
33,34.0,0.917303448275862,Total infected,0%
34,35.0,0.9210489655172414,Total infected,0%
35,36.0,0.9244424137931034,Total infected,0%
36,37.0,0.9276486206896551,Total infected,0%
37,38.0,0.9309789655172414,Total infected,0%
38,39.0,0.9338403448275862,Total infected,0%
39,40.0,0.9364593103448275,Total infected,0%
40,41.0,0.9389541379310344,Total infected,0%
41,42.0,0.9412062068965517,Total infected,0%
42,43.0,0.9431482758620688,Total infected,0%
43,44.0,0.9450348275862068,Total infected,0%
44,45.0,0.9467903448275863,Total infected,0%
45,46.0,0.9484417241379309,Total infected,0%
46,47.0,0.9499689655172413,Total infected,0%
47,48.0,0.951413448275862,Total infected,0%
48,49.0,0.95254,Total infected,0%
49,50.0,0.9536041379310346,Total infected,0%
50,51.0,0.9548200000000001,Total infected,0%
51,52.0,0.9558151724137931,Total infected,0%
52,53.0,0.9570041379310346,Total infected,0%
53,54.0,0.9581855172413793,Total infected,0%
54,55.0,0.9590351724137931,Total infected,0%
55,56.0,0.9600582758620689,Total infected,0%
56,57.0,0.9607837931034482,Total infected,0%
57,58.0,0.9616062068965516,Total infected,0%
58,59.0,0.9623727586206896,Total infected,0%
59,60.0,0.9632506896551724,Total infected,0%
60,1.0,1.9601178917520005e-16,Total infected,10%
61,2.0,0.01103620689655184,Total infected,10%
62,3.0,0.034019999999999925,Total infected,10%
63,4.0,0.0716327586206897,Total infected,10%
64,5.0,0.12856068965517253,Total infected,10%
65,6.0,0.20133379310344846,Total infected,10%
66,7.0,0.25964379310344804,Total infected,10%
67,8.0,0.30649586206896556,Total infected,10%
68,9.0,0.37696793103448273,Total infected,10%
69,10.0,0.453341724137931,Total infected,10%
70,11.0,0.5261006896551724,Total infected,10%
71,12.0,0.5902224137931036,Total infected,10%
72,13.0,0.6440813793103448,Total infected,10%
73,14.0,0.6842303448275863,Total infected,10%
74,15.0,0.7132886206896552,Total infected,10%
75,16.0,0.7390506896551724,Total infected,10%
76,17.0,0.7602099999999999,Total infected,10%
77,18.0,0.7772927586206896,Total infected,10%
78,19.0,0.7902841379310344,Total infected,10%
79,20.0,0.8016310344827586,Total infected,10%
80,21.0,0.8099862068965517,Total infected,10%
81,22.0,0.8170689655172413,Total infected,10%
82,23.0,0.8236820689655172,Total infected,10%
83,24.0,0.8305372413793104,Total infected,10%
84,25.0,0.8378134482758621,Total infected,10%
85,26.0,0.8455320689655172,Total infected,10%
86,27.0,0.8531068965517242,Total infected,10%
