day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457367	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457367	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457367	237	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123457367	237	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
4	123457367	237	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
5	123457367	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
6	123457367	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
7	123457367	236	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	0
8	123457367	236	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	0
9	123457367	232	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
10	123457367	232	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
11	123457367	228	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	2
12	123457367	219	0	0	1	9	4	4	3	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
13	123457367	219	0	0	1	9	3	4	4	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
14	123457367	219	0	0	1	9	3	4	4	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
15	123457367	219	0	0	1	9	3	4	4	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
16	123457367	219	0	0	1	9	3	4	4	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
17	123457367	219	0	0	1	9	3	3	5	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
18	123457367	219	0	0	1	9	3	3	5	0	0	0	0	0	0	0	0	120	0	0	2	0	0	[2D]	1	1
19	123457367	219	0	0	1	9	3	3	5	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
20	123457367	219	0	0	1	9	3	2	6	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
21	123457367	219	0	0	1	9	0	4	7	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
22	123457367	219	0	0	1	9	0	4	7	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
23	123457367	219	0	0	1	9	0	3	8	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
24	123457367	219	0	0	1	9	0	3	8	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
25	123457367	219	0	0	1	9	0	3	8	0	0	0	0	0	0	0	0	175	0	0	2	0	0	[2D]	1	1
26	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
27	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
28	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
29	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
30	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
31	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
32	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	2	0	0	[]	0	0
33	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	2	0	0	[]	0	0
34	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	2	0	0	[]	0	0
35	123457367	228	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	2	0	0	[]	0	0
