,trace,day,type
0,0,23,School screening
1,1,0,-
2,2,16,School screening
3,3,11,School screening
4,4,9,School screening
5,5,4,School screening
6,6,9,School screening
7,7,4,School screening
8,8,11,School screening
9,9,23,School screening
10,10,9,School screening
11,11,4,School screening
12,12,0,-
13,13,0,-
14,14,11,School screening
15,15,9,School screening
16,16,0,-
17,17,9,School screening
18,18,0,-
19,19,9,School screening
20,20,4,School screening
21,21,4,School screening
22,22,9,School screening
23,23,11,School screening
24,24,9,School screening
25,25,2,School screening
26,26,0,-
27,27,16,School screening
28,28,25,School screening
29,29,18,School screening
30,30,4,School screening
31,31,30,School screening
32,32,4,School screening
33,33,9,School screening
34,34,11,School screening
35,35,0,-
36,36,9,School screening
37,37,23,School screening
38,38,23,School screening
39,39,16,School screening
40,40,11,School screening
41,41,9,School screening
42,42,9,School screening
43,43,9,School screening
44,44,23,School screening
45,45,4,School screening
46,46,0,-
47,47,0,-
48,48,11,School screening
49,49,4,School screening
50,50,0,-
51,51,4,School screening
52,52,16,School screening
53,53,16,School screening
54,54,25,School screening
55,55,18,School screening
56,56,16,School screening
57,57,0,-
58,58,16,School screening
59,59,9,School screening
60,60,23,School screening
61,61,9,School screening
62,62,23,School screening
63,63,2,School screening
64,64,18,School screening
65,65,4,School screening
66,66,4,School screening
67,67,9,School screening
68,68,18,School screening
69,69,18,School screening
70,70,9,School screening
71,71,11,School screening
72,72,2,School screening
73,73,0,-
74,74,9,School screening
75,75,16,School screening
76,76,0,-
77,77,0,-
78,78,25,School screening
79,79,4,School screening
80,80,2,School screening
81,81,2,School screening
82,82,4,School screening
83,83,18,School screening
84,84,9,School screening
85,85,0,-
86,86,11,School screening
87,87,0,-
88,88,4,School screening
89,89,9,School screening
90,90,9,School screening
91,91,23,School screening
92,92,0,-
93,93,0,-
94,94,23,School screening
95,95,0,-
96,96,11,School screening
97,97,9,School screening
98,98,4,School screening
99,99,23,School screening
100,100,16,School screening
101,101,0,-
102,102,16,School screening
103,103,9,School screening
104,104,0,-
105,105,2,School screening
106,106,4,School screening
107,107,9,School screening
108,108,0,-
109,109,9,School screening
110,110,11,School screening
111,111,11,School screening
112,112,0,-
113,113,2,School screening
114,114,9,School screening
115,115,11,School screening
116,116,9,School screening
117,117,18,School screening
118,118,9,School screening
119,119,0,-
120,120,0,-
121,121,9,School screening
122,122,11,School screening
123,123,16,School screening
124,124,0,-
125,125,9,School screening
126,126,11,School screening
127,127,11,School screening
128,128,0,-
129,129,11,School screening
130,130,0,-
131,131,16,School screening
132,132,25,School screening
133,133,0,-
134,134,9,School screening
135,135,9,School screening
136,136,9,School screening
137,137,18,School screening
138,138,9,School screening
139,139,18,School screening
140,140,16,School screening
141,141,2,School screening
142,142,9,School screening
143,143,16,School screening
144,144,0,-
145,145,0,-
146,146,25,School screening
147,147,16,School screening
148,148,25,School screening
149,149,11,School screening
150,150,18,School screening
151,151,9,School screening
152,152,4,School screening
153,153,9,School screening
154,154,9,School screening
155,155,9,School screening
156,156,4,School screening
157,157,16,School screening
158,158,4,School screening
159,159,11,School screening
160,160,11,School screening
161,161,4,School screening
162,162,23,School screening
163,163,4,School screening
164,164,9,School screening
165,165,16,School screening
166,166,0,-
167,167,23,School screening
168,168,0,-
169,169,4,School screening
170,170,16,School screening
171,171,2,School screening
172,172,0,-
173,173,2,School screening
174,174,23,School screening
175,175,4,School screening
176,176,25,School screening
177,177,11,School screening
178,178,16,School screening
179,179,11,School screening
180,180,9,School screening
181,181,11,School screening
182,182,16,School screening
183,183,16,School screening
184,184,0,-
185,185,0,-
186,186,9,School screening
187,187,25,School screening
188,188,11,School screening
189,189,0,-
190,190,0,-
191,191,18,School screening
192,192,9,School screening
193,193,18,School screening
194,194,4,School screening
195,195,0,-
196,196,0,-
197,197,11,School screening
198,198,25,School screening
199,199,9,School screening
200,200,9,School screening
201,201,18,School screening
202,202,4,School screening
203,203,16,School screening
204,204,9,School screening
205,205,11,School screening
206,206,9,School screening
207,207,25,School screening
208,208,9,School screening
209,209,18,School screening
210,210,16,School screening
211,211,11,School screening
212,212,11,School screening
213,213,16,School screening
214,214,0,-
215,215,9,School screening
216,216,18,School screening
217,217,9,School screening
218,218,16,School screening
219,219,32,School screening
220,220,18,School screening
221,221,0,-
222,222,11,School screening
223,223,9,School screening
224,224,9,School screening
225,225,16,School screening
226,226,0,-
227,227,25,School screening
228,228,0,-
229,229,9,School screening
230,230,16,School screening
231,231,11,School screening
232,232,0,-
233,233,4,School screening
234,234,18,School screening
235,235,11,School screening
236,236,23,School screening
237,237,30,School screening
238,238,25,School screening
239,239,16,School screening
240,240,9,School screening
241,241,11,School screening
242,242,0,-
243,243,16,School screening
244,244,16,School screening
245,245,16,School screening
246,246,16,School screening
247,247,11,School screening
248,248,16,School screening
249,249,9,School screening
250,250,9,School screening
251,251,11,School screening
252,252,9,School screening
253,253,0,-
254,254,9,School screening
255,255,11,School screening
256,256,11,School screening
257,257,4,School screening
258,258,11,School screening
259,259,2,School screening
260,260,9,School screening
261,261,25,School screening
262,262,0,-
263,263,0,-
264,264,25,School screening
265,265,11,School screening
266,266,23,School screening
267,267,0,-
268,268,18,School screening
269,269,16,School screening
270,270,25,School screening
271,271,9,School screening
272,272,0,-
273,273,23,School screening
274,274,9,School screening
275,275,4,School screening
276,276,11,School screening
277,277,0,-
278,278,16,School screening
279,279,18,School screening
280,280,9,School screening
281,281,4,School screening
282,282,9,School screening
283,283,2,School screening
284,284,9,School screening
285,285,0,-
286,286,9,School screening
287,287,16,School screening
288,288,9,School screening
289,289,23,School screening
290,290,16,School screening
291,291,11,School screening
292,292,9,School screening
293,293,4,School screening
294,294,23,School screening
295,295,9,School screening
296,296,18,School screening
297,297,4,School screening
298,298,4,School screening
299,299,0,-
300,300,16,School screening
301,301,16,School screening
302,302,18,School screening
303,303,0,-
304,304,23,School screening
305,305,30,School screening
306,306,9,School screening
307,307,11,School screening
308,308,18,School screening
309,309,0,-
310,310,9,School screening
311,311,11,School screening
312,312,9,School screening
313,313,11,School screening
314,314,9,School screening
315,315,23,School screening
316,316,23,School screening
317,317,4,School screening
318,318,23,School screening
319,319,11,School screening
320,320,18,School screening
321,321,2,School screening
322,322,11,School screening
323,323,18,School screening
324,324,2,School screening
325,325,11,School screening
326,326,9,School screening
327,327,18,School screening
328,328,9,School screening
329,329,16,School screening
330,330,16,School screening
331,331,4,School screening
332,332,9,School screening
333,333,0,-
334,334,16,School screening
335,335,0,-
336,336,2,School screening
337,337,4,School screening
338,338,16,School screening
339,339,11,School screening
340,340,4,School screening
341,341,9,School screening
342,342,30,School screening
343,343,9,School screening
344,344,9,School screening
345,345,25,School screening
346,346,4,School screening
347,347,9,School screening
348,348,2,School screening
349,349,23,School screening
350,350,11,School screening
351,351,16,School screening
352,352,16,School screening
353,353,2,School screening
354,354,4,School screening
355,355,2,School screening
356,356,9,School screening
357,357,9,School screening
358,358,0,-
359,359,23,School screening
360,360,11,School screening
361,361,9,School screening
362,362,4,School screening
363,363,4,School screening
364,364,23,School screening
365,365,11,School screening
366,366,16,School screening
367,367,18,School screening
368,368,16,School screening
369,369,9,School screening
370,370,25,School screening
371,371,9,School screening
372,372,9,School screening
373,373,30,School screening
374,374,4,School screening
375,375,16,School screening
376,376,11,School screening
377,377,25,School screening
378,378,23,School screening
379,379,9,School screening
380,380,9,School screening
381,381,9,School screening
382,382,11,School screening
383,383,16,School screening
384,384,11,School screening
385,385,2,School screening
386,386,23,School screening
387,387,11,School screening
388,388,16,School screening
389,389,2,School screening
390,390,4,School screening
391,391,0,-
392,392,23,School screening
393,393,0,-
394,394,0,-
395,395,0,-
396,396,16,School screening
397,397,0,-
398,398,0,-
399,399,0,-
400,400,23,School screening
401,401,0,-
402,402,9,School screening
403,403,0,-
404,404,16,School screening
405,405,0,-
406,406,11,School screening
407,407,23,School screening
408,408,0,-
409,409,25,School screening
410,410,9,School screening
411,411,11,School screening
412,412,9,School screening
413,413,0,-
414,414,16,School screening
415,415,2,School screening
416,416,9,School screening
417,417,16,School screening
418,418,9,School screening
419,419,9,School screening
420,420,16,School screening
421,421,9,School screening
422,422,9,School screening
423,423,25,School screening
424,424,2,School screening
425,425,16,School screening
426,426,23,School screening
427,427,23,School screening
428,428,16,School screening
429,429,16,School screening
430,430,2,School screening
431,431,16,School screening
432,432,11,School screening
433,433,9,School screening
434,434,30,School screening
435,435,16,School screening
436,436,0,-
437,437,16,School screening
438,438,9,School screening
439,439,9,School screening
440,440,30,School screening
441,441,9,School screening
442,442,25,School screening
443,443,16,School screening
444,444,2,School screening
445,445,11,School screening
446,446,18,School screening
447,447,2,School screening
448,448,9,School screening
449,449,0,-
450,450,9,School screening
451,451,9,School screening
452,452,9,School screening
453,453,2,School screening
454,454,23,School screening
455,455,25,School screening
456,456,23,School screening
457,457,9,School screening
458,458,9,School screening
459,459,18,School screening
460,460,2,School screening
461,461,30,School screening
462,462,4,School screening
