,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2081999999999766,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1531999999999982,Total infected,Without screening
4,5.0,2.837900000000019,Total infected,Without screening
5,6.0,3.6705000000000325,Total infected,Without screening
6,7.0,4.267300000000034,Total infected,Without screening
7,8.0,4.728699999999975,Total infected,Without screening
8,9.0,5.478399999999965,Total infected,Without screening
9,10.0,6.411300000000011,Total infected,Without screening
10,11.0,7.470499999999987,Total infected,Without screening
11,12.0,8.605499999999978,Total infected,Without screening
12,13.0,9.7457,Total infected,Without screening
13,14.0,10.637699999999995,Total infected,Without screening
14,15.0,11.210199999999986,Total infected,Without screening
15,16.0,12.066999999999979,Total infected,Without screening
16,17.0,13.025999999999982,Total infected,Without screening
17,18.0,14.046999999999997,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35730000000001,Total infected,Without screening
20,21.0,17.194199999999995,Total infected,Without screening
21,22.0,17.844899999999996,Total infected,Without screening
22,23.0,18.646599999999978,Total infected,Without screening
23,24.0,19.53450000000001,Total infected,Without screening
24,25.0,20.61159999999998,Total infected,Without screening
25,26.0,21.73180000000002,Total infected,Without screening
26,27.0,22.860899999999987,Total infected,Without screening
27,28.0,23.67179999999999,Total infected,Without screening
28,29.0,24.23520000000002,Total infected,Without screening
29,30.0,25.020099999999985,Total infected,Without screening
30,31.0,25.976,Total infected,Without screening
31,32.0,26.939900000000023,Total infected,Without screening
32,33.0,27.923900000000003,Total infected,Without screening
33,34.0,29.01599999999999,Total infected,Without screening
34,35.0,29.788700000000006,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1960000000000264,Total infected,Screening 25%
37,3.0,1.5777999999999963,Total infected,Screening 25%
38,4.0,2.110500000000002,Total infected,Screening 25%
39,5.0,2.663200000000046,Total infected,Screening 25%
40,6.0,3.4070000000000107,Total infected,Screening 25%
41,7.0,4.0,Total infected,Screening 25%
42,8.0,4.4973999999999705,Total infected,Screening 25%
43,9.0,5.0350999999999715,Total infected,Screening 25%
44,10.0,5.793899999999951,Total infected,Screening 25%
45,11.0,6.693499999999972,Total infected,Screening 25%
46,12.0,7.608099999999979,Total infected,Screening 25%
47,13.0,8.67840000000001,Total infected,Screening 25%
48,14.0,9.366899999999987,Total infected,Screening 25%
49,15.0,9.859200000000016,Total infected,Screening 25%
50,16.0,10.55279999999999,Total infected,Screening 25%
51,17.0,11.386899999999997,Total infected,Screening 25%
52,18.0,12.371899999999982,Total infected,Screening 25%
53,19.0,13.261300000000006,Total infected,Screening 25%
54,20.0,14.09050000000002,Total infected,Screening 25%
55,21.0,14.708600000000018,Total infected,Screening 25%
56,22.0,15.145800000000008,Total infected,Screening 25%
57,23.0,15.73369999999997,Total infected,Screening 25%
58,24.0,16.4675,Total infected,Screening 25%
59,25.0,17.261300000000006,Total infected,Screening 25%
60,26.0,17.974999999999994,Total infected,Screening 25%
61,27.0,18.683400000000006,Total infected,Screening 25%
62,28.0,19.17089999999996,Total infected,Screening 25%
63,29.0,19.462199999999996,Total infected,Screening 25%
64,30.0,19.92969999999997,Total infected,Screening 25%
65,31.0,20.47229999999996,Total infected,Screening 25%
66,32.0,21.105500000000006,Total infected,Screening 25%
67,33.0,21.597999999999985,Total infected,Screening 25%
68,34.0,22.125699999999966,Total infected,Screening 25%
69,35.0,22.482400000000013,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.1508000000000038,Total infected,Screening 50%
72,3.0,1.3768000000000313,Total infected,Screening 50%
73,4.0,1.9096000000000117,Total infected,Screening 50%
74,5.0,2.4925000000000352,Total infected,Screening 50%
75,6.0,3.0652000000000044,Total infected,Screening 50%
76,7.0,3.542700000000025,Total infected,Screening 50%
77,8.0,3.864200000000011,Total infected,Screening 50%
78,9.0,4.266300000000001,Total infected,Screening 50%
79,10.0,4.8744000000000085,Total infected,Screening 50%
80,11.0,5.567699999999974,Total infected,Screening 50%
81,12.0,6.226199999999949,Total infected,Screening 50%
82,13.0,6.989900000000006,Total infected,Screening 50%
83,14.0,7.477399999999989,Total infected,Screening 50%
84,15.0,7.819000000000017,Total infected,Screening 50%
85,16.0,8.31649999999999,Total infected,Screening 50%
86,17.0,8.9195,Total infected,Screening 50%
87,18.0,9.462299999999999,Total infected,Screening 50%
88,19.0,9.979799999999955,Total infected,Screening 50%
89,20.0,10.597899999999953,Total infected,Screening 50%
90,21.0,11.015100000000018,Total infected,Screening 50%
91,22.0,11.336599999999976,Total infected,Screening 50%
92,23.0,11.773799999999994,Total infected,Screening 50%
93,24.0,12.206000000000017,Total infected,Screening 50%
94,25.0,12.733699999999999,Total infected,Screening 50%
95,26.0,13.215999999999951,Total infected,Screening 50%
96,27.0,13.76380000000006,Total infected,Screening 50%
97,28.0,14.085499999999996,Total infected,Screening 50%
98,29.0,14.25630000000001,Total infected,Screening 50%
99,30.0,14.653199999999998,Total infected,Screening 50%
100,31.0,14.929600000000022,Total infected,Screening 50%
101,32.0,15.346800000000002,Total infected,Screening 50%
102,33.0,15.68840000000003,Total infected,Screening 50%
103,34.0,15.999900000000025,Total infected,Screening 50%
104,35.0,16.1909,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2613000000000056,Total infected,Screening 100%
107,3.0,1.6884000000000015,Total infected,Screening 100%
108,4.0,2.256200000000007,Total infected,Screening 100%
109,5.0,2.8039999999999736,Total infected,Screening 100%
110,6.0,3.417100000000005,Total infected,Screening 100%
111,7.0,3.824099999999987,Total infected,Screening 100%
112,8.0,4.110400000000027,Total infected,Screening 100%
113,9.0,4.572800000000001,Total infected,Screening 100%
114,10.0,5.09039999999996,Total infected,Screening 100%
115,11.0,5.683399999999978,Total infected,Screening 100%
116,12.0,6.291599999999988,Total infected,Screening 100%
117,13.0,6.663199999999961,Total infected,Screening 100%
118,14.0,7.090399999999988,Total infected,Screening 100%
119,15.0,7.346599999999967,Total infected,Screening 100%
120,16.0,7.592899999999986,Total infected,Screening 100%
121,17.0,7.9144000000000005,Total infected,Screening 100%
122,18.0,8.296500000000009,Total infected,Screening 100%
123,19.0,8.623000000000019,Total infected,Screening 100%
124,20.0,8.914600000000036,Total infected,Screening 100%
125,21.0,9.145700000000005,Total infected,Screening 100%
126,22.0,9.291399999999982,Total infected,Screening 100%
127,23.0,9.497399999999999,Total infected,Screening 100%
128,24.0,9.66319999999999,Total infected,Screening 100%
129,25.0,9.899500000000018,Total infected,Screening 100%
130,26.0,10.085399999999993,Total infected,Screening 100%
131,27.0,10.261300000000034,Total infected,Screening 100%
132,28.0,10.356899999999996,Total infected,Screening 100%
133,29.0,10.467399999999998,Total infected,Screening 100%
134,30.0,10.597899999999981,Total infected,Screening 100%
135,31.0,10.703499999999991,Total infected,Screening 100%
136,32.0,10.849099999999993,Total infected,Screening 100%
137,33.0,10.944600000000008,Total infected,Screening 100%
138,34.0,11.010099999999994,Total infected,Screening 100%
139,35.0,11.055199999999985,Total infected,Screening 100%
