day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457595	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457595	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457595	237	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123457595	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
4	123457595	234	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
5	123457595	232	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
6	123457595	232	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
7	123457595	232	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
8	123457595	228	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
9	123457595	225	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	2
10	123457595	222	9	7	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
11	123457595	218	11	9	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
12	123457595	214	12	11	3	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	[]	0	2
13	123457595	214	7	14	5	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	[]	0	3
14	123457595	214	6	14	6	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	[]	0	3
15	123457595	205	14	14	7	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	[]	0	3
16	123457595	198	17	17	8	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	[]	0	3
17	123457595	194	16	19	11	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	[]	0	4
18	123457595	189	17	19	15	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	[]	0	5
19	123457595	186	15	11	8	1	2	9	8	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	[1D]	1	5
20	123457595	186	10	15	9	1	1	9	9	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	[1D]	1	5
21	123457595	186	8	14	12	1	1	6	12	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	[1D]	1	5
22	123457595	180	11	12	17	1	0	6	13	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	[1D]	1	5
23	123457595	177	9	17	17	1	0	6	13	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	[1D]	1	6
24	123457595	172	14	15	19	1	0	5	14	0	0	0	0	0	0	0	0	107	0	0	1	0	0	0	[1D]	1	6
25	123457595	168	14	15	23	1	0	5	14	0	0	0	0	0	0	0	0	107	0	0	1	0	0	0	[1D]	1	5
26	123457595	161	10	7	22	6	5	10	19	0	0	0	0	0	0	0	0	118	0	0	2	0	0	0	[1D 1B]	2	5
27	123457595	161	7	10	22	6	4	11	19	0	0	0	0	0	0	0	0	118	0	0	2	0	0	0	[1D 1B]	2	6
28	123457595	161	4	11	24	6	2	13	19	0	0	0	0	0	0	0	0	118	0	0	2	0	0	0	[1D 1B]	2	6
29	123457595	157	8	11	24	6	1	11	22	0	0	0	0	0	0	0	0	118	0	0	2	0	0	0	[1D 1B]	2	6
30	123457595	156	7	12	25	6	1	9	24	0	0	0	0	0	0	0	0	118	0	0	2	0	0	0	[1D 1B]	2	6
31	123457595	148	5	6	21	13	1	17	29	0	0	0	0	0	0	0	0	138	0	0	3	0	0	0	[1D 1B 3D]	3	6
32	123457595	146	5	6	23	13	1	13	33	0	0	0	0	0	0	0	0	138	0	0	3	0	0	0	[1D 1B 3D]	3	6
33	123457595	147	5	5	43	12	1	9	18	0	0	0	0	0	0	0	0	148	0	0	3	0	0	0	[1B 3D]	2	5
34	123457595	147	4	5	44	12	1	9	18	0	0	0	0	0	0	0	0	148	0	0	3	0	0	0	[1B 3D]	2	5
35	123457595	147	3	6	44	12	1	7	20	0	0	0	0	0	0	0	0	148	0	0	3	0	0	0	[1B 3D]	2	5
