day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456848	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456848	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123456848	238	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123456848	238	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
4	123456848	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	[]	0	1
5	123456848	234	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
6	123456848	234	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
7	123456848	234	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
8	123456848	233	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
9	123456848	229	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	[]	0	1
10	123456848	227	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	2
11	123456848	222	6	8	4	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	[]	0	3
12	123456848	200	6	9	5	17	1	2	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[2C]	1	4
13	123456848	200	5	8	7	17	1	2	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[2C]	1	4
14	123456848	200	4	9	7	17	1	2	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[2C]	1	4
15	123456848	195	6	11	8	17	1	2	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[2C]	1	4
16	123456848	192	8	7	13	17	0	3	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	[2C]	1	3
17	123456848	186	6	2	6	20	3	8	9	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[2C 3B]	2	3
18	123456848	185	6	3	6	20	3	7	10	0	0	0	0	0	0	0	0	82	0	0	2	0	0	0	[2C 3B]	2	3
19	123456848	183	4	6	7	20	2	6	12	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	[2C 3B]	2	3
20	123456848	183	3	6	8	20	2	6	12	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	[2C 3B]	2	3
21	123456848	183	3	6	8	20	1	5	14	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	[2C 3B]	2	2
22	123456848	183	3	4	10	20	1	5	14	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	[2C 3B]	2	2
23	123456848	182	4	3	11	20	1	4	15	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	[2C 3B]	2	2
24	123456848	177	0	0	3	25	4	6	25	0	0	0	0	0	0	0	0	102	0	0	3	0	0	0	[2C 3B 3C]	3	2
25	123456848	177	0	0	3	25	2	7	26	0	0	0	0	0	0	0	0	102	0	0	3	0	0	0	[2C 3B 3C]	3	2
26	123456848	194	0	0	6	8	1	7	24	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	[3B 3C]	2	2
27	123456848	194	0	0	6	8	1	7	24	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	[3B 3C]	2	2
28	123456848	194	0	0	6	8	1	6	25	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	[3B 3C]	2	2
29	123456848	194	0	0	6	8	1	6	25	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	[3B 3C]	2	2
30	123456848	194	0	0	6	8	1	4	27	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	[3B 3C]	2	2
31	123456848	197	0	0	23	5	1	2	12	0	0	0	0	0	0	0	0	134	0	0	3	0	0	0	[3C]	1	1
32	123456848	197	0	0	23	5	1	2	12	0	0	0	0	0	0	0	0	134	0	0	3	0	0	0	[3C]	1	1
33	123456848	197	0	0	23	5	0	2	13	0	0	0	0	0	0	0	0	145	0	0	3	0	0	0	[3C]	1	1
34	123456848	197	0	0	23	5	0	2	13	0	0	0	0	0	0	0	0	145	0	0	3	0	0	0	[3C]	1	1
35	123456848	197	0	0	23	5	0	0	15	0	0	0	0	0	0	0	0	145	0	0	3	0	0	0	[3C]	1	0
