,day,agents,type,type_of_screening_pretty
0,1.0,0.0,Infected,Screening 25%
1,2.0,0.7095,Infected,Screening 25%
2,3.0,1.9598,Infected,Screening 25%
3,4.0,3.6915,Infected,Screening 25%
4,5.0,5.6704,Infected,Screening 25%
5,6.0,8.8472,Infected,Screening 25%
6,7.0,10.7427,Infected,Screening 25%
7,8.0,11.3085,Infected,Screening 25%
8,9.0,13.0824,Infected,Screening 25%
9,10.0,15.9327,Infected,Screening 25%
10,11.0,18.8704,Infected,Screening 25%
11,12.0,21.5759,Infected,Screening 25%
12,13.0,25.4673,Infected,Screening 25%
13,14.0,26.7005,Infected,Screening 25%
14,15.0,24.8382,Infected,Screening 25%
15,16.0,24.3769,Infected,Screening 25%
16,17.0,24.0764,Infected,Screening 25%
17,18.0,23.9246,Infected,Screening 25%
18,19.0,23.6955,Infected,Screening 25%
19,20.0,25.1799,Infected,Screening 25%
20,21.0,24.5126,Infected,Screening 25%
21,22.0,21.1407,Infected,Screening 25%
22,23.0,18.8804,Infected,Screening 25%
23,24.0,17.1729,Infected,Screening 25%
24,25.0,16.2342,Infected,Screening 25%
25,26.0,14.8885,Infected,Screening 25%
26,27.0,14.9618,Infected,Screening 25%
27,28.0,14.2965,Infected,Screening 25%
28,29.0,12.3005,Infected,Screening 25%
29,30.0,11.195,Infected,Screening 25%
30,31.0,10.4472,Infected,Screening 25%
31,32.0,10.1065,Infected,Screening 25%
32,33.0,9.6794,Infected,Screening 25%
33,34.0,10.001,Infected,Screening 25%
34,35.0,9.8422,Infected,Screening 25%
35,1.0,0.0,Infected in quarantine,Screening 25%
36,2.0,0.0191,Infected in quarantine,Screening 25%
37,3.0,0.0684,Infected in quarantine,Screening 25%
38,4.0,0.20500000000000002,Infected in quarantine,Screening 25%
39,5.0,0.5205,Infected in quarantine,Screening 25%
40,6.0,0.7116,Infected in quarantine,Screening 25%
41,7.0,1.1015,Infected in quarantine,Screening 25%
42,8.0,1.7487,Infected in quarantine,Screening 25%
43,9.0,2.7538,Infected in quarantine,Screening 25%
44,10.0,4.0653,Infected in quarantine,Screening 25%
45,11.0,6.0099,Infected in quarantine,Screening 25%
46,12.0,8.2483,Infected in quarantine,Screening 25%
47,13.0,9.3156,Infected in quarantine,Screening 25%
48,14.0,10.2843,Infected in quarantine,Screening 25%
49,15.0,12.3919,Infected in quarantine,Screening 25%
50,16.0,14.8392,Infected in quarantine,Screening 25%
51,17.0,17.6191,Infected in quarantine,Screening 25%
52,18.0,20.3235,Infected in quarantine,Screening 25%
53,19.0,22.6753,Infected in quarantine,Screening 25%
54,20.0,22.732599999999998,Infected in quarantine,Screening 25%
55,21.0,22.994999999999997,Infected in quarantine,Screening 25%
56,22.0,24.1648,Infected in quarantine,Screening 25%
57,23.0,24.7699,Infected in quarantine,Screening 25%
58,24.0,24.8703,Infected in quarantine,Screening 25%
59,25.0,24.4452,Infected in quarantine,Screening 25%
60,26.0,23.9035,Infected in quarantine,Screening 25%
