,trace,day,type
0,0,0,-
1,1,5,School screening
2,2,10,School screening
3,3,3,School screening
4,4,10,School screening
5,5,5,School screening
6,6,10,School screening
7,7,12,School screening
8,8,10,School screening
9,9,17,School screening
10,10,3,School screening
11,11,5,School screening
12,12,5,School screening
13,13,3,School screening
14,14,10,School screening
15,15,3,School screening
16,16,10,School screening
17,17,3,School screening
18,18,10,School screening
19,19,19,School screening
20,20,12,School screening
21,21,10,School screening
22,22,5,School screening
23,23,12,School screening
24,24,0,-
25,25,0,-
26,26,10,School screening
27,27,10,School screening
28,28,3,School screening
29,29,5,School screening
30,30,0,-
31,31,17,School screening
32,32,10,School screening
33,33,17,School screening
34,34,10,School screening
35,35,0,-
36,36,3,School screening
37,37,5,School screening
38,38,10,School screening
39,39,5,School screening
40,40,17,School screening
41,41,0,-
42,42,10,School screening
43,43,19,School screening
44,44,0,-
45,45,3,School screening
46,46,0,-
47,47,10,School screening
48,48,3,School screening
49,49,12,School screening
50,50,3,School screening
51,51,5,School screening
52,52,10,School screening
53,53,19,School screening
54,54,10,School screening
55,55,5,School screening
56,56,10,School screening
57,57,10,School screening
58,58,5,School screening
59,59,5,School screening
60,60,10,School screening
61,61,17,School screening
62,62,17,School screening
63,63,10,School screening
64,64,10,School screening
65,65,19,School screening
66,66,10,School screening
67,67,3,School screening
68,68,10,School screening
69,69,5,School screening
70,70,17,School screening
71,71,0,-
72,72,3,School screening
73,73,10,School screening
74,74,24,School screening
75,75,10,School screening
76,76,3,School screening
77,77,5,School screening
78,78,5,School screening
79,79,12,School screening
80,80,10,School screening
81,81,10,School screening
82,82,3,School screening
83,83,31,School screening
84,84,0,-
85,85,5,School screening
86,86,5,School screening
87,87,10,School screening
88,88,17,School screening
89,89,3,School screening
90,90,12,School screening
91,91,3,School screening
92,92,12,School screening
93,93,3,School screening
94,94,17,School screening
95,95,0,-
96,96,0,-
97,97,0,-
98,98,10,School screening
99,99,10,School screening
100,100,10,School screening
101,101,12,School screening
102,102,5,School screening
103,103,5,School screening
104,104,10,School screening
105,105,3,School screening
106,106,5,School screening
107,107,12,School screening
108,108,10,School screening
109,109,5,School screening
110,110,0,-
111,111,17,School screening
112,112,3,School screening
113,113,3,School screening
114,114,5,School screening
115,115,24,School screening
116,116,17,School screening
117,117,17,School screening
118,118,12,School screening
119,119,10,School screening
120,120,12,School screening
121,121,10,School screening
122,122,10,School screening
123,123,10,School screening
124,124,3,School screening
125,125,3,School screening
126,126,31,School screening
127,127,5,School screening
128,128,3,School screening
129,129,3,School screening
130,130,10,School screening
131,131,17,School screening
132,132,3,School screening
133,133,3,School screening
134,134,10,School screening
135,135,10,School screening
136,136,19,School screening
137,137,12,School screening
138,138,12,School screening
139,139,0,-
140,140,3,School screening
141,141,0,-
142,142,12,School screening
143,143,10,School screening
144,144,10,School screening
145,145,3,School screening
146,146,12,School screening
147,147,0,-
148,148,10,School screening
149,149,3,School screening
150,150,12,School screening
151,151,17,School screening
152,152,10,School screening
153,153,0,-
154,154,3,School screening
155,155,10,School screening
156,156,10,School screening
157,157,5,School screening
158,158,5,School screening
159,159,3,School screening
160,160,3,School screening
161,161,3,School screening
162,162,10,School screening
163,163,3,School screening
164,164,10,School screening
165,165,5,School screening
166,166,3,School screening
167,167,0,-
168,168,17,School screening
169,169,10,School screening
170,170,17,School screening
171,171,10,School screening
172,172,10,School screening
173,173,0,-
174,174,10,School screening
175,175,5,School screening
176,176,12,School screening
177,177,10,School screening
178,178,3,School screening
179,179,5,School screening
180,180,0,-
181,181,10,School screening
182,182,10,School screening
183,183,10,School screening
184,184,0,-
185,185,17,School screening
186,186,10,School screening
187,187,5,School screening
188,188,3,School screening
189,189,3,School screening
190,190,10,School screening
191,191,19,School screening
192,192,10,School screening
193,193,5,School screening
194,194,5,School screening
195,195,10,School screening
196,196,5,School screening
197,197,17,School screening
198,198,5,School screening
199,199,10,School screening
200,200,0,-
201,201,24,School screening
202,202,17,School screening
203,203,17,School screening
204,204,12,School screening
205,205,10,School screening
206,206,0,-
207,207,12,School screening
208,208,10,School screening
209,209,10,School screening
210,210,10,School screening
211,211,3,School screening
212,212,10,School screening
213,213,0,-
214,214,5,School screening
215,215,3,School screening
216,216,3,School screening
217,217,5,School screening
218,218,12,School screening
219,219,3,School screening
220,220,10,School screening
221,221,5,School screening
222,222,5,School screening
223,223,0,-
224,224,3,School screening
225,225,3,School screening
226,226,10,School screening
227,227,3,School screening
228,228,0,-
229,229,10,School screening
230,230,10,School screening
231,231,10,School screening
232,232,3,School screening
233,233,10,School screening
234,234,3,School screening
235,235,10,School screening
236,236,3,School screening
237,237,3,School screening
238,238,5,School screening
239,239,3,School screening
240,240,10,School screening
241,241,10,School screening
242,242,5,School screening
243,243,12,School screening
244,244,10,School screening
245,245,5,School screening
246,246,5,School screening
247,247,10,School screening
248,248,10,School screening
249,249,10,School screening
250,250,3,School screening
251,251,3,School screening
252,252,0,-
253,253,12,School screening
254,254,3,School screening
255,255,17,School screening
256,256,10,School screening
257,257,3,School screening
258,258,10,School screening
259,259,5,School screening
260,260,12,School screening
261,261,10,School screening
262,262,12,School screening
263,263,3,School screening
264,264,3,School screening
265,265,0,-
266,266,17,School screening
267,267,12,School screening
268,268,10,School screening
269,269,10,School screening
270,270,0,-
271,271,5,School screening
272,272,0,-
273,273,26,School screening
274,274,10,School screening
275,275,31,School screening
276,276,12,School screening
277,277,17,School screening
278,278,5,School screening
279,279,5,School screening
280,280,10,School screening
281,281,17,School screening
282,282,10,School screening
283,283,5,School screening
284,284,19,School screening
285,285,10,School screening
286,286,19,School screening
287,287,17,School screening
288,288,12,School screening
289,289,10,School screening
290,290,12,School screening
291,291,12,School screening
292,292,3,School screening
293,293,0,-
294,294,10,School screening
295,295,10,School screening
296,296,17,School screening
297,297,17,School screening
298,298,5,School screening
299,299,5,School screening
300,300,3,School screening
301,301,3,School screening
302,302,12,School screening
303,303,12,School screening
304,304,10,School screening
305,305,0,-
306,306,10,School screening
307,307,0,-
308,308,3,School screening
309,309,12,School screening
310,310,0,-
311,311,5,School screening
312,312,3,School screening
313,313,3,School screening
314,314,0,-
315,315,12,School screening
316,316,10,School screening
317,317,5,School screening
318,318,10,School screening
319,319,10,School screening
320,320,12,School screening
321,321,0,-
322,322,5,School screening
323,323,10,School screening
324,324,3,School screening
325,325,10,School screening
326,326,10,School screening
327,327,12,School screening
328,328,10,School screening
329,329,5,School screening
330,330,3,School screening
331,331,26,School screening
332,332,5,School screening
333,333,5,School screening
334,334,3,School screening
335,335,0,-
336,336,5,School screening
337,337,12,School screening
338,338,17,School screening
339,339,12,School screening
340,340,12,School screening
341,341,10,School screening
342,342,10,School screening
343,343,10,School screening
344,344,0,-
345,345,10,School screening
346,346,19,School screening
347,347,3,School screening
348,348,10,School screening
349,349,12,School screening
350,350,19,School screening
351,351,3,School screening
352,352,0,-
353,353,10,School screening
354,354,5,School screening
355,355,0,-
356,356,3,School screening
357,357,24,School screening
358,358,5,School screening
359,359,12,School screening
360,360,10,School screening
361,361,3,School screening
362,362,10,School screening
363,363,0,-
364,364,0,-
365,365,5,School screening
366,366,5,School screening
367,367,0,-
368,368,3,School screening
369,369,5,School screening
370,370,10,School screening
371,371,17,School screening
372,372,10,School screening
373,373,10,School screening
374,374,10,School screening
375,375,24,School screening
376,376,10,School screening
377,377,3,School screening
378,378,17,School screening
379,379,17,School screening
380,380,12,School screening
381,381,3,School screening
382,382,10,School screening
383,383,10,School screening
384,384,12,School screening
385,385,5,School screening
386,386,0,-
387,387,17,School screening
388,388,24,School screening
389,389,5,School screening
390,390,0,-
391,391,3,School screening
392,392,17,School screening
393,393,3,School screening
394,394,5,School screening
395,395,10,School screening
396,396,3,School screening
397,397,12,School screening
398,398,3,School screening
399,399,19,School screening
400,400,5,School screening
401,401,0,-
402,402,0,-
403,403,0,-
404,404,3,School screening
405,405,3,School screening
406,406,10,School screening
407,407,10,School screening
408,408,10,School screening
409,409,3,School screening
410,410,17,School screening
411,411,0,-
412,412,10,School screening
413,413,3,School screening
414,414,5,School screening
415,415,10,School screening
416,416,12,School screening
417,417,10,School screening
418,418,3,School screening
419,419,5,School screening
420,420,5,School screening
421,421,10,School screening
422,422,3,School screening
423,423,19,School screening
424,424,0,-
425,425,12,School screening
426,426,12,School screening
427,427,3,School screening
428,428,5,School screening
429,429,10,School screening
430,430,3,School screening
431,431,3,School screening
432,432,0,-
433,433,17,School screening
434,434,12,School screening
435,435,3,School screening
436,436,12,School screening
437,437,5,School screening
438,438,3,School screening
439,439,3,School screening
440,440,17,School screening
441,441,10,School screening
442,442,10,School screening
443,443,3,School screening
444,444,5,School screening
445,445,5,School screening
446,446,0,-
447,447,10,School screening
448,448,10,School screening
449,449,0,-
450,450,3,School screening
451,451,12,School screening
452,452,24,School screening
453,453,3,School screening
454,454,0,-
455,455,3,School screening
456,456,10,School screening
457,457,5,School screening
458,458,0,-
459,459,3,School screening
460,460,12,School screening
461,461,17,School screening
462,462,12,School screening
463,463,5,School screening
464,464,5,School screening
465,465,10,School screening
466,466,12,School screening
467,467,12,School screening
468,468,5,School screening
469,469,10,School screening
470,470,10,School screening
471,471,5,School screening
472,472,10,School screening
473,473,0,-
474,474,10,School screening
475,475,10,School screening
476,476,10,School screening
477,477,24,School screening
478,478,12,School screening
479,479,0,-
480,480,3,School screening
481,481,10,School screening
482,482,10,School screening
483,483,33,School screening
484,484,24,School screening
485,485,3,School screening
486,486,10,School screening
487,487,17,School screening
488,488,3,School screening
489,489,12,School screening
490,490,12,School screening
491,491,17,School screening
492,492,10,School screening
493,493,5,School screening
494,494,10,School screening
495,495,10,School screening
496,496,3,School screening
497,497,17,School screening
498,498,5,School screening
499,499,3,School screening
500,500,5,School screening
501,501,5,School screening
502,502,10,School screening
503,503,26,School screening
504,504,17,School screening
505,505,3,School screening
506,506,17,School screening
507,507,24,School screening
508,508,10,School screening
509,509,10,School screening
510,510,3,School screening
511,511,12,School screening
512,512,19,School screening
513,513,5,School screening
514,514,19,School screening
515,515,5,School screening
516,516,5,School screening
517,517,5,School screening
518,518,10,School screening
519,519,12,School screening
520,520,10,School screening
521,521,10,School screening
522,522,0,-
523,523,5,School screening
524,524,17,School screening
525,525,5,School screening
526,526,0,-
527,527,3,School screening
528,528,10,School screening
529,529,12,School screening
530,530,0,-
531,531,5,School screening
532,532,3,School screening
533,533,3,School screening
534,534,17,School screening
535,535,10,School screening
536,536,10,School screening
537,537,5,School screening
538,538,26,School screening
539,539,12,School screening
540,540,3,School screening
541,541,3,School screening
542,542,5,School screening
543,543,5,School screening
544,544,0,-
545,545,10,School screening
546,546,10,School screening
547,547,5,School screening
548,548,5,School screening
549,549,12,School screening
550,550,5,School screening
551,551,5,School screening
552,552,3,School screening
553,553,3,School screening
554,554,5,School screening
555,555,10,School screening
556,556,10,School screening
557,557,3,School screening
558,558,0,-
559,559,3,School screening
560,560,3,School screening
561,561,3,School screening
562,562,0,-
563,563,3,School screening
564,564,3,School screening
565,565,3,School screening
566,566,0,-
567,567,3,School screening
568,568,17,School screening
569,569,10,School screening
570,570,17,School screening
571,571,10,School screening
572,572,5,School screening
573,573,19,School screening
574,574,17,School screening
575,575,10,School screening
576,576,19,School screening
577,577,3,School screening
578,578,3,School screening
579,579,5,School screening
580,580,5,School screening
581,581,24,School screening
582,582,10,School screening
583,583,5,School screening
584,584,5,School screening
585,585,10,School screening
586,586,10,School screening
587,587,17,School screening
588,588,10,School screening
589,589,12,School screening
590,590,17,School screening
591,591,3,School screening
592,592,3,School screening
593,593,24,School screening
594,594,10,School screening
595,595,3,School screening
596,596,17,School screening
597,597,17,School screening
598,598,12,School screening
599,599,3,School screening
600,600,17,School screening
601,601,10,School screening
602,602,10,School screening
603,603,10,School screening
604,604,5,School screening
605,605,10,School screening
606,606,10,School screening
607,607,5,School screening
608,608,0,-
609,609,24,School screening
610,610,10,School screening
611,611,3,School screening
612,612,19,School screening
613,613,12,School screening
614,614,3,School screening
615,615,3,School screening
616,616,5,School screening
617,617,0,-
618,618,0,-
619,619,10,School screening
620,620,3,School screening
621,621,0,-
622,622,12,School screening
623,623,0,-
624,624,3,School screening
625,625,17,School screening
626,626,12,School screening
627,627,17,School screening
628,628,17,School screening
629,629,3,School screening
630,630,0,-
631,631,10,School screening
632,632,3,School screening
633,633,12,School screening
634,634,5,School screening
635,635,12,School screening
636,636,5,School screening
637,637,19,School screening
638,638,12,School screening
639,639,12,School screening
640,640,3,School screening
641,641,19,School screening
642,642,10,School screening
643,643,10,School screening
644,644,19,School screening
645,645,10,School screening
646,646,19,School screening
647,647,5,School screening
648,648,0,-
649,649,17,School screening
650,650,5,School screening
651,651,5,School screening
652,652,5,School screening
653,653,19,School screening
654,654,3,School screening
655,655,24,School screening
656,656,19,School screening
657,657,17,School screening
658,658,10,School screening
659,659,5,School screening
660,660,12,School screening
661,661,0,-
662,662,10,School screening
663,663,10,School screening
664,664,3,School screening
665,665,17,School screening
666,666,10,School screening
667,667,3,School screening
668,668,12,School screening
669,669,3,School screening
670,670,12,School screening
671,671,10,School screening
672,672,3,School screening
673,673,0,-
674,674,17,School screening
675,675,10,School screening
676,676,17,School screening
677,677,3,School screening
678,678,17,School screening
679,679,17,School screening
680,680,10,School screening
681,681,12,School screening
682,682,10,School screening
683,683,10,School screening
684,684,17,School screening
685,685,3,School screening
686,686,0,-
687,687,3,School screening
688,688,5,School screening
689,689,12,School screening
690,690,10,School screening
691,691,3,School screening
692,692,10,School screening
693,693,3,School screening
694,694,5,School screening
695,695,10,School screening
696,696,0,-
697,697,3,School screening
698,698,3,School screening
699,699,10,School screening
700,700,10,School screening
701,701,10,School screening
702,702,10,School screening
703,703,17,School screening
704,704,5,School screening
705,705,10,School screening
706,706,3,School screening
707,707,12,School screening
708,708,12,School screening
709,709,0,-
710,710,10,School screening
711,711,3,School screening
712,712,10,School screening
713,713,12,School screening
714,714,5,School screening
715,715,5,School screening
716,716,3,School screening
717,717,10,School screening
718,718,0,-
719,719,10,School screening
720,720,10,School screening
721,721,19,School screening
722,722,5,School screening
723,723,3,School screening
724,724,10,School screening
725,725,10,School screening
726,726,3,School screening
727,727,10,School screening
728,728,10,School screening
729,729,12,School screening
730,730,19,School screening
731,731,5,School screening
732,732,10,School screening
733,733,5,School screening
734,734,12,School screening
735,735,12,School screening
736,736,24,School screening
737,737,17,School screening
738,738,3,School screening
739,739,12,School screening
740,740,10,School screening
741,741,0,-
742,742,10,School screening
743,743,5,School screening
744,744,3,School screening
745,745,3,School screening
746,746,12,School screening
747,747,5,School screening
748,748,5,School screening
749,749,3,School screening
750,750,10,School screening
751,751,0,-
752,752,5,School screening
753,753,5,School screening
754,754,19,School screening
755,755,5,School screening
756,756,5,School screening
757,757,10,School screening
758,758,3,School screening
759,759,10,School screening
760,760,3,School screening
761,761,10,School screening
762,762,10,School screening
763,763,5,School screening
764,764,3,School screening
765,765,26,School screening
766,766,10,School screening
767,767,10,School screening
768,768,10,School screening
769,769,10,School screening
770,770,0,-
771,771,12,School screening
772,772,3,School screening
773,773,5,School screening
774,774,10,School screening
775,775,0,-
776,776,17,School screening
777,777,10,School screening
778,778,0,-
779,779,3,School screening
780,780,3,School screening
781,781,5,School screening
782,782,3,School screening
783,783,10,School screening
784,784,0,-
785,785,10,School screening
786,786,12,School screening
787,787,24,School screening
788,788,3,School screening
789,789,3,School screening
790,790,10,School screening
791,791,0,-
792,792,0,-
793,793,5,School screening
794,794,10,School screening
795,795,19,School screening
796,796,19,School screening
797,797,12,School screening
798,798,10,School screening
799,799,10,School screening
800,800,3,School screening
801,801,3,School screening
802,802,3,School screening
803,803,5,School screening
804,804,12,School screening
805,805,3,School screening
806,806,3,School screening
807,807,10,School screening
808,808,0,-
809,809,3,School screening
810,810,5,School screening
811,811,10,School screening
812,812,17,School screening
813,813,31,School screening
814,814,24,School screening
815,815,12,School screening
816,816,17,School screening
817,817,12,School screening
818,818,5,School screening
819,819,0,-
820,820,0,-
821,821,26,School screening
822,822,10,School screening
823,823,24,School screening
824,824,17,School screening
825,825,3,School screening
826,826,10,School screening
827,827,17,School screening
828,828,5,School screening
829,829,19,School screening
830,830,0,-
831,831,5,School screening
832,832,19,School screening
833,833,10,School screening
834,834,12,School screening
835,835,10,School screening
836,836,0,-
837,837,0,-
838,838,10,School screening
839,839,3,School screening
840,840,5,School screening
841,841,10,School screening
842,842,3,School screening
843,843,5,School screening
844,844,5,School screening
845,845,0,-
846,846,12,School screening
847,847,5,School screening
848,848,12,School screening
849,849,3,School screening
850,850,5,School screening
851,851,12,School screening
852,852,12,School screening
853,853,10,School screening
854,854,19,School screening
855,855,17,School screening
856,856,10,School screening
857,857,5,School screening
858,858,10,School screening
859,859,12,School screening
860,860,3,School screening
861,861,10,School screening
862,862,10,School screening
863,863,12,School screening
864,864,10,School screening
865,865,10,School screening
866,866,10,School screening
867,867,10,School screening
868,868,10,School screening
869,869,10,School screening
870,870,33,School screening
871,871,26,School screening
872,872,5,School screening
873,873,5,School screening
874,874,3,School screening
875,875,3,School screening
876,876,10,School screening
877,877,10,School screening
878,878,0,-
879,879,10,School screening
880,880,10,School screening
881,881,0,-
882,882,3,School screening
883,883,24,School screening
884,884,3,School screening
885,885,5,School screening
886,886,0,-
887,887,12,School screening
888,888,17,School screening
889,889,12,School screening
890,890,12,School screening
891,891,12,School screening
892,892,10,School screening
893,893,17,School screening
894,894,0,-
895,895,10,School screening
896,896,17,School screening
897,897,12,School screening
898,898,0,-
899,899,5,School screening
900,900,17,School screening
901,901,3,School screening
902,902,3,School screening
903,903,5,School screening
904,904,10,School screening
905,905,0,-
906,906,10,School screening
907,907,12,School screening
908,908,19,School screening
909,909,12,School screening
910,910,19,School screening
911,911,5,School screening
912,912,10,School screening
913,913,12,School screening
914,914,0,-
915,915,3,School screening
916,916,10,School screening
917,917,26,School screening
918,918,24,School screening
919,919,10,School screening
920,920,17,School screening
921,921,10,School screening
922,922,3,School screening
923,923,3,School screening
924,924,10,School screening
925,925,17,School screening
926,926,10,School screening
927,927,12,School screening
928,928,10,School screening
929,929,5,School screening
930,930,3,School screening
931,931,12,School screening
932,932,0,-
933,933,12,School screening
934,934,0,-
935,935,10,School screening
936,936,10,School screening
937,937,10,School screening
938,938,5,School screening
939,939,5,School screening
940,940,0,-
941,941,19,School screening
942,942,17,School screening
943,943,12,School screening
944,944,0,-
945,945,3,School screening
946,946,3,School screening
947,947,0,-
948,948,19,School screening
949,949,17,School screening
950,950,12,School screening
951,951,12,School screening
952,952,10,School screening
953,953,10,School screening
954,954,10,School screening
955,955,10,School screening
956,956,3,School screening
957,957,5,School screening
958,958,10,School screening
959,959,12,School screening
960,960,12,School screening
961,961,3,School screening
962,962,10,School screening
963,963,17,School screening
964,964,12,School screening
965,965,10,School screening
966,966,10,School screening
967,967,3,School screening
968,968,10,School screening
969,969,5,School screening
970,970,10,School screening
971,971,5,School screening
972,972,10,School screening
973,973,10,School screening
974,974,10,School screening
975,975,10,School screening
976,976,3,School screening
977,977,10,School screening
978,978,0,-
979,979,12,School screening
980,980,5,School screening
981,981,10,School screening
982,982,10,School screening
983,983,12,School screening
984,984,0,-
985,985,10,School screening
986,986,10,School screening
987,987,3,School screening
988,988,5,School screening
989,989,12,School screening
990,990,0,-
991,991,10,School screening
992,992,10,School screening
993,993,0,-
994,994,0,-
995,995,10,School screening
996,996,3,School screening
997,997,3,School screening
998,998,12,School screening
999,999,10,School screening
