,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.07699999999999818,Total infected,Without screening
2,3.0,0.2061999999999955,Total infected,Without screening
3,4.0,0.3932999999999822,Total infected,Without screening
4,5.0,0.6978000000000009,Total infected,Without screening
5,6.0,1.107100000000031,Total infected,Without screening
6,7.0,1.457400000000007,Total infected,Without screening
7,8.0,1.81280000000001,Total infected,Without screening
8,9.0,2.3974000000000046,Total infected,Without screening
9,10.0,3.166200000000032,Total infected,Without screening
10,11.0,4.2242999999999995,Total infected,Without screening
11,12.0,5.504499999999979,Total infected,Without screening
12,13.0,7.032999999999987,Total infected,Without screening
13,14.0,8.278199999999998,Total infected,Without screening
14,15.0,9.168199999999956,Total infected,Without screening
15,16.0,10.573600000000027,Total infected,Without screening
16,17.0,12.40440000000001,Total infected,Without screening
17,18.0,14.588600000000014,Total infected,Without screening
18,19.0,17.133200000000016,Total infected,Without screening
19,20.0,20.070999999999998,Total infected,Without screening
20,21.0,22.21029999999999,Total infected,Without screening
21,22.0,23.836700000000008,Total infected,Without screening
22,23.0,26.171099999999996,Total infected,Without screening
23,24.0,29.07310000000001,Total infected,Without screening
24,25.0,32.25020000000001,Total infected,Without screening
25,26.0,35.827799999999996,Total infected,Without screening
26,27.0,39.6576,Total infected,Without screening
27,28.0,42.45150000000001,Total infected,Without screening
28,29.0,44.49139999999997,Total infected,Without screening
29,30.0,47.39839999999998,Total infected,Without screening
30,31.0,50.83680000000004,Total infected,Without screening
31,32.0,54.57850000000002,Total infected,Without screening
32,33.0,58.55660000000003,Total infected,Without screening
33,34.0,62.74370000000002,Total infected,Without screening
34,35.0,65.71159999999998,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.06030000000001223,Total infected,Screening 25%
37,3.0,0.16570000000001528,Total infected,Screening 25%
38,4.0,0.35170000000002233,Total infected,Screening 25%
39,5.0,0.6180000000000234,Total infected,Screening 25%
40,6.0,1.0351000000000283,Total infected,Screening 25%
41,7.0,1.54260000000005,Total infected,Screening 25%
42,8.0,1.8591000000000406,Total infected,Screening 25%
43,9.0,2.4824999999999875,Total infected,Screening 25%
44,10.0,3.1104999999999734,Total infected,Screening 25%
45,11.0,3.899499999999989,Total infected,Screening 25%
46,12.0,4.804000000000002,Total infected,Screening 25%
47,13.0,5.90949999999998,Total infected,Screening 25%
48,14.0,6.763800000000032,Total infected,Screening 25%
49,15.0,7.547799999999995,Total infected,Screening 25%
50,16.0,8.71350000000001,Total infected,Screening 25%
51,17.0,9.999800000000022,Total infected,Screening 25%
52,18.0,11.4221,Total infected,Screening 25%
53,19.0,12.94980000000001,Total infected,Screening 25%
54,20.0,14.798999999999978,Total infected,Screening 25%
55,21.0,16.085399999999993,Total infected,Screening 25%
56,22.0,17.075400000000002,Total infected,Screening 25%
57,23.0,18.587799999999987,Total infected,Screening 25%
58,24.0,20.2363,Total infected,Screening 25%
59,25.0,21.854199999999963,Total infected,Screening 25%
60,26.0,23.542899999999975,Total infected,Screening 25%
61,27.0,25.336600000000004,Total infected,Screening 25%
62,28.0,26.829099999999983,Total infected,Screening 25%
63,29.0,27.904399999999924,Total infected,Screening 25%
64,30.0,29.426999999999964,Total infected,Screening 25%
65,31.0,30.94470000000001,Total infected,Screening 25%
66,32.0,32.56280000000004,Total infected,Screening 25%
67,33.0,34.1155,Total infected,Screening 25%
68,34.0,35.83409999999998,Total infected,Screening 25%
69,35.0,37.30160000000001,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.07030000000000314,Total infected,Screening 50%
72,3.0,0.20600000000001728,Total infected,Screening 50%
73,4.0,0.34669999999997003,Total infected,Screening 50%
74,5.0,0.6531000000000233,Total infected,Screening 50%
75,6.0,1.0300000000000296,Total infected,Screening 50%
76,7.0,1.3215000000000146,Total infected,Screening 50%
77,8.0,1.7035999999999945,Total infected,Screening 50%
78,9.0,2.1909000000000276,Total infected,Screening 50%
79,10.0,2.758700000000033,Total infected,Screening 50%
80,11.0,3.4270000000000493,Total infected,Screening 50%
81,12.0,4.2260000000000275,Total infected,Screening 50%
82,13.0,5.060300000000041,Total infected,Screening 50%
83,14.0,5.798900000000003,Total infected,Screening 50%
84,15.0,6.512400000000042,Total infected,Screening 50%
85,16.0,7.447200000000009,Total infected,Screening 50%
86,17.0,8.392000000000024,Total infected,Screening 50%
87,18.0,9.246100000000041,Total infected,Screening 50%
88,19.0,10.225999999999999,Total infected,Screening 50%
89,20.0,11.33669999999998,Total infected,Screening 50%
90,21.0,12.1909,Total infected,Screening 50%
91,22.0,12.78370000000001,Total infected,Screening 50%
92,23.0,13.829199999999986,Total infected,Screening 50%
93,24.0,14.74369999999999,Total infected,Screening 50%
94,25.0,15.743800000000022,Total infected,Screening 50%
95,26.0,16.77890000000002,Total infected,Screening 50%
96,27.0,17.789000000000016,Total infected,Screening 50%
97,28.0,18.588000000000022,Total infected,Screening 50%
98,29.0,19.271300000000025,Total infected,Screening 50%
99,30.0,20.517600000000016,Total infected,Screening 50%
