,day,values,values_type,type,type_pretty
0,0.0,0.07600000000002183,slope,Total infected derivative spline,0%
1,1.0,0.18430000000000746,slope,Total infected derivative spline,0%
2,2.0,0.5081000000000131,slope,Total infected derivative spline,0%
3,3.0,1.145399999999995,slope,Total infected derivative spline,0%
4,4.0,1.981899999999996,slope,Total infected derivative spline,0%
5,5.0,2.0650500000000136,slope,Total infected derivative spline,0%
6,6.0,1.556149999999974,slope,Total infected derivative spline,0%
7,7.0,2.1152000000000157,slope,Total infected derivative spline,0%
8,8.0,3.905850000000015,slope,Total infected derivative spline,0%
9,9.0,5.7374999999999545,slope,Total infected derivative spline,0%
10,10.0,7.220450000000028,slope,Total infected derivative spline,0%
11,11.0,8.856800000000021,slope,Total infected derivative spline,0%
12,12.0,8.42569999999995,slope,Total infected derivative spline,0%
13,13.0,6.058000000000021,slope,Total infected derivative spline,0%
14,14.0,5.951000000000022,slope,Total infected derivative spline,0%
15,15.0,7.871749999999992,slope,Total infected derivative spline,0%
16,16.0,9.373750000000001,slope,Total infected derivative spline,0%
17,17.0,10.15534999999997,slope,Total infected derivative spline,0%
18,18.0,10.935900000000004,slope,Total infected derivative spline,0%
19,19.0,9.74445,slope,Total infected derivative spline,0%
20,20.0,7.112150000000014,slope,Total infected derivative spline,0%
21,21.0,6.577150000000017,slope,Total infected derivative spline,0%
22,22.0,7.6112999999999715,slope,Total infected derivative spline,0%
23,23.0,8.400800000000004,slope,Total infected derivative spline,0%
24,24.0,8.65930000000003,slope,Total infected derivative spline,0%
25,25.0,8.845749999999995,slope,Total infected derivative spline,0%
26,26.0,7.737499999999983,slope,Total infected derivative spline,0%
27,27.0,5.553100000000015,slope,Total infected derivative spline,0%
28,28.0,4.8697500000000105,slope,Total infected derivative spline,0%
29,29.0,5.384749999999997,slope,Total infected derivative spline,0%
30,30.0,5.45989999999999,slope,Total infected derivative spline,0%
31,31.0,5.374799999999993,slope,Total infected derivative spline,0%
32,32.0,5.3666999999999945,slope,Total infected derivative spline,0%
33,33.0,4.474950000000007,slope,Total infected derivative spline,0%
34,34.0,3.1302500000000038,slope,Total infected derivative spline,0%
35,35.0,2.565100000000001,slope,Total infected derivative spline,0%
36,36.0,2.6052999999999997,slope,Total infected derivative spline,0%
37,37.0,2.625249999999994,slope,Total infected derivative spline,0%
38,38.0,2.5249999999999915,slope,Total infected derivative spline,0%
39,39.0,2.483000000000004,slope,Total infected derivative spline,0%
40,40.0,2.160250000000019,slope,Total infected derivative spline,0%
41,41.0,1.4879499999999979,slope,Total infected derivative spline,0%
42,42.0,1.2123999999999882,slope,Total infected derivative spline,0%
43,43.0,1.3597499999999911,slope,Total infected derivative spline,0%
44,44.0,1.4870500000000106,slope,Total infected derivative spline,0%
45,45.0,1.5530000000000115,slope,Total infected derivative spline,0%
46,46.0,1.606199999999987,slope,Total infected derivative spline,0%
47,47.0,1.3917999999999893,slope,Total infected derivative spline,0%
48,48.0,0.9859500000000025,slope,Total infected derivative spline,0%
49,49.0,0.8378000000000014,slope,Total infected derivative spline,0%
50,50.0,0.9028500000000008,slope,Total infected derivative spline,0%
51,51.0,0.9498500000000121,slope,Total infected derivative spline,0%
52,52.0,0.9468999999999994,slope,Total infected derivative spline,0%
53,53.0,0.990949999999998,slope,Total infected derivative spline,0%
54,54.0,0.8547000000000082,slope,Total infected derivative spline,0%
