,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,New infected,Without screening
1,2.0,0.20820000000000505,New infected,Without screening
2,3.0,0.39740000000000464,New infected,Without screening
3,4.0,0.5465999999999838,New infected,Without screening
4,5.0,0.6818000000000097,New infected,Without screening
5,6.0,0.833500000000015,New infected,Without screening
6,7.0,0.5968000000000018,New infected,Without screening
7,8.0,0.45939999999998804,New infected,Without screening
8,9.0,0.7476999999999805,New infected,Without screening
9,10.0,0.9309000000000367,New infected,Without screening
10,11.0,1.0591999999999757,New infected,Without screening
11,12.0,1.1359999999999673,New infected,Without screening
12,13.0,1.1402000000000214,New infected,Without screening
13,14.0,0.8940000000000055,New infected,Without screening
14,15.0,0.5733999999999924,New infected,Without screening
15,16.0,0.8559000000000196,New infected,Without screening
16,17.0,0.960000000000008,New infected,Without screening
17,18.0,1.0229999999999677,New infected,Without screening
18,19.0,1.1032000000000153,New infected,Without screening
19,20.0,1.2060999999999638,New infected,Without screening
20,21.0,0.8379000000000758,New infected,Without screening
21,22.0,0.6506999999999721,New infected,Without screening
22,23.0,0.8016000000000076,New infected,Without screening
23,24.0,0.8870000000000005,New infected,Without screening
24,25.0,1.077099999999973,New infected,Without screening
25,26.0,1.121200000000016,New infected,Without screening
26,27.0,1.130200000000002,New infected,Without screening
27,28.0,0.8108000000000004,New infected,Without screening
28,29.0,0.5644999999999811,New infected,Without screening
29,30.0,0.7845999999999833,New infected,Without screening
30,31.0,0.9561000000000206,New infected,Without screening
31,32.0,0.9659000000000049,New infected,Without screening
32,33.0,0.98599999999999,New infected,Without screening
33,34.0,1.0942000000000007,New infected,Without screening
34,35.0,0.7717000000000382,New infected,Without screening
35,1.0,1.0002000000000066,New infected,Screening 25%
36,2.0,0.19680000000005293,New infected,Screening 25%
37,3.0,0.36579999999992197,New infected,Screening 25%
38,4.0,0.5086000000000297,New infected,Screening 25%
39,5.0,0.5647999999999911,New infected,Screening 25%
40,6.0,0.7738999999999976,New infected,Screening 25%
41,7.0,0.5927999999999827,New infected,Screening 25%
42,8.0,0.4895000000000209,New infected,Screening 25%
43,9.0,0.53479999999999,New infected,Screening 25%
44,10.0,0.738599999999991,New infected,Screening 25%
45,11.0,0.8541999999999916,New infected,Screening 25%
46,12.0,0.8836000000000013,New infected,Screening 25%
47,13.0,1.0752999999999702,New infected,Screening 25%
48,14.0,0.6744000000000483,New infected,Screening 25%
49,15.0,0.504400000000004,New infected,Screening 25%
50,16.0,0.6523999999999717,New infected,Screening 25%
51,17.0,0.787900000000036,New infected,Screening 25%
52,18.0,0.8703999999999894,New infected,Screening 25%
53,19.0,0.8984000000000094,New infected,Screening 25%
54,20.0,0.7960999999999956,New infected,Screening 25%
55,21.0,0.641099999999966,New infected,Screening 25%
56,22.0,0.44419999999999504,New infected,Screening 25%
57,23.0,0.6300000000000523,New infected,Screening 25%
58,24.0,0.7057999999999822,New infected,Screening 25%
59,25.0,0.7254000000000076,New infected,Screening 25%
60,26.0,0.7389000000000294,New infected,Screening 25%
61,27.0,0.7667999999999893,New infected,Screening 25%
62,28.0,0.5375999999999692,New infected,Screening 25%
63,29.0,0.3246000000000038,New infected,Screening 25%
64,30.0,0.5047000000000139,New infected,Screening 25%
65,31.0,0.575699999999955,New infected,Screening 25%
66,32.0,0.668500000000023,New infected,Screening 25%
67,33.0,0.6120000000000232,New infected,Screening 25%
68,34.0,0.6169999999999902,New infected,Screening 25%
69,35.0,0.42010000000001924,New infected,Screening 25%
70,1.0,1.0,New infected,Screening 50%
71,2.0,0.14269999999999072,New infected,Screening 50%
72,3.0,0.2201000000000306,New infected,Screening 50%
73,4.0,0.5015999999999678,New infected,Screening 50%
74,5.0,0.5818000000000154,New infected,Screening 50%
75,6.0,0.5970000000000368,New infected,Screening 50%
76,7.0,0.4724999999999113,New infected,Screening 50%
77,8.0,0.34080000000002997,New infected,Screening 50%
78,9.0,0.40680000000003247,New infected,Screening 50%
79,10.0,0.5537000000000205,New infected,Screening 50%
80,11.0,0.5970999999999833,New infected,Screening 50%
81,12.0,0.6642999999999688,New infected,Screening 50%
82,13.0,0.7337000000000273,New infected,Screening 50%
83,14.0,0.49039999999996553,New infected,Screening 50%
84,15.0,0.32679999999999154,New infected,Screening 50%
85,16.0,0.47310000000004493,New infected,Screening 50%
86,17.0,0.5368000000000279,New infected,Screening 50%
87,18.0,0.48429999999993356,New infected,Screening 50%
88,19.0,0.4914999999999736,New infected,Screening 50%
89,20.0,0.5206000000000586,New infected,Screening 50%
90,21.0,0.3698999999999728,New infected,Screening 50%
91,22.0,0.27950000000001296,New infected,Screening 50%
92,23.0,0.36480000000000246,New infected,Screening 50%
93,24.0,0.362700000000018,New infected,Screening 50%
94,25.0,0.456299999999942,New infected,Screening 50%
95,26.0,0.4432000000000471,New infected,Screening 50%
96,27.0,0.4744000000000028,New infected,Screening 50%
97,28.0,0.29949999999999477,New infected,Screening 50%
98,29.0,0.18890000000001805,New infected,Screening 50%
99,30.0,0.3237000000000023,New infected,Screening 50%
100,31.0,0.28930000000002565,New infected,Screening 50%
101,32.0,0.3377999999999588,New infected,Screening 50%
102,33.0,0.315400000000011,New infected,Screening 50%
103,34.0,0.28360000000000696,New infected,Screening 50%
104,35.0,0.20499999999995566,New infected,Screening 50%
105,1.0,0.9999000000000251,New infected,Screening 100%
106,2.0,0.24839999999994689,New infected,Screening 100%
107,3.0,0.37270000000003733,New infected,Screening 100%
108,4.0,0.48759999999998627,New infected,Screening 100%
109,5.0,0.5616999999999734,New infected,Screening 100%
110,6.0,0.6313000000000102,New infected,Screening 100%
111,7.0,0.4341000000000008,New infected,Screening 100%
112,8.0,0.27940000000000964,New infected,Screening 100%
113,9.0,0.4531999999999812,New infected,Screening 100%
114,10.0,0.504400000000004,New infected,Screening 100%
115,11.0,0.5147000000000332,New infected,Screening 100%
116,12.0,0.5407999999999902,New infected,Screening 100%
117,13.0,0.43000000000003524,New infected,Screening 100%
118,14.0,0.4141999999999655,New infected,Screening 100%
119,15.0,0.2711999999999932,New infected,Screening 100%
120,16.0,0.2785000000000082,New infected,Screening 100%
121,17.0,0.2763999999999953,New infected,Screening 100%
122,18.0,0.2641999999999882,New infected,Screening 100%
123,19.0,0.26240000000004216,New infected,Screening 100%
124,20.0,0.24519999999998277,New infected,Screening 100%
125,21.0,0.18799999999998818,New infected,Screening 100%
126,22.0,0.12549999999998818,New infected,Screening 100%
127,23.0,0.18400000000002592,New infected,Screening 100%
128,24.0,0.15370000000001482,New infected,Screening 100%
129,25.0,0.17199999999996862,New infected,Screening 100%
130,26.0,0.14469999999997185,New infected,Screening 100%
131,27.0,0.13070000000007553,New infected,Screening 100%
132,28.0,0.09639999999996007,New infected,Screening 100%
133,29.0,0.09060000000002333,New infected,Screening 100%
134,30.0,0.09340000000000259,New infected,Screening 100%
135,31.0,0.1012999999999522,New infected,Screening 100%
136,32.0,0.08560000000002788,New infected,Screening 100%
137,33.0,0.0882999999999754,New infected,Screening 100%
138,34.0,0.07840000000004466,New infected,Screening 100%
139,35.0,0.052299999999974034,New infected,Screening 100%
