,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2081999999999766,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1531999999999982,Total infected,Without screening
4,5.0,2.837900000000019,Total infected,Without screening
5,6.0,3.6705000000000325,Total infected,Without screening
6,7.0,4.267300000000034,Total infected,Without screening
7,8.0,4.728699999999975,Total infected,Without screening
8,9.0,5.478399999999965,Total infected,Without screening
9,10.0,6.411300000000011,Total infected,Without screening
10,11.0,7.470499999999987,Total infected,Without screening
11,12.0,8.605499999999978,Total infected,Without screening
12,13.0,9.7457,Total infected,Without screening
13,14.0,10.637699999999995,Total infected,Without screening
14,15.0,11.210199999999986,Total infected,Without screening
15,16.0,12.066999999999979,Total infected,Without screening
16,17.0,13.025999999999982,Total infected,Without screening
17,18.0,14.046999999999997,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35730000000001,Total infected,Without screening
20,21.0,17.194199999999995,Total infected,Without screening
21,22.0,17.844899999999996,Total infected,Without screening
22,23.0,18.646599999999978,Total infected,Without screening
23,24.0,19.53450000000001,Total infected,Without screening
24,25.0,20.61159999999998,Total infected,Without screening
25,26.0,21.73180000000002,Total infected,Without screening
26,27.0,22.860899999999987,Total infected,Without screening
27,28.0,23.67179999999999,Total infected,Without screening
28,29.0,24.23520000000002,Total infected,Without screening
29,30.0,25.020099999999985,Total infected,Without screening
30,31.0,25.976,Total infected,Without screening
31,32.0,26.939900000000023,Total infected,Without screening
32,33.0,27.923900000000003,Total infected,Without screening
33,34.0,29.01599999999999,Total infected,Without screening
34,35.0,29.788700000000006,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1960000000000264,Total infected,Screening 25%
37,3.0,1.577900000000028,Total infected,Screening 25%
38,4.0,2.0954000000000406,Total infected,Screening 25%
39,5.0,2.6431000000000324,Total infected,Screening 25%
40,6.0,3.407100000000014,Total infected,Screening 25%
41,7.0,3.9747999999999877,Total infected,Screening 25%
42,8.0,4.462199999999967,Total infected,Screening 25%
43,9.0,5.0099999999999625,Total infected,Screening 25%
44,10.0,5.758800000000008,Total infected,Screening 25%
45,11.0,6.6281999999999925,Total infected,Screening 25%
46,12.0,7.507500000000022,Total infected,Screening 25%
47,13.0,8.613,Total infected,Screening 25%
48,14.0,9.25120000000004,Total infected,Screening 25%
49,15.0,9.753600000000034,Total infected,Screening 25%
50,16.0,10.371700000000004,Total infected,Screening 25%
51,17.0,11.165799999999962,Total infected,Screening 25%
52,18.0,11.989900000000006,Total infected,Screening 25%
53,19.0,12.9144,Total infected,Screening 25%
54,20.0,13.678300000000007,Total infected,Screening 25%
55,21.0,14.301500000000004,Total infected,Screening 25%
56,22.0,14.728499999999997,Total infected,Screening 25%
57,23.0,15.351699999999994,Total infected,Screening 25%
58,24.0,16.015000000000043,Total infected,Screening 25%
59,25.0,16.738799999999998,Total infected,Screening 25%
60,26.0,17.452200000000005,Total infected,Screening 25%
61,27.0,18.22120000000001,Total infected,Screening 25%
62,28.0,18.728499999999997,Total infected,Screening 25%
63,29.0,19.090599999999995,Total infected,Screening 25%
64,30.0,19.602899999999977,Total infected,Screening 25%
65,31.0,20.226099999999974,Total infected,Screening 25%
66,32.0,20.874400000000037,Total infected,Screening 25%
67,33.0,21.527500000000032,Total infected,Screening 25%
68,34.0,22.246299999999962,Total infected,Screening 25%
69,35.0,22.643200000000007,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.1508000000000038,Total infected,Screening 50%
72,3.0,1.3769000000000062,Total infected,Screening 50%
73,4.0,1.869400000000013,Total infected,Screening 50%
74,5.0,2.422099999999972,Total infected,Screening 50%
75,6.0,3.034999999999968,Total infected,Screening 50%
76,7.0,3.4874999999999545,Total infected,Screening 50%
77,8.0,3.8441999999999723,Total infected,Screening 50%
78,9.0,4.25109999999998,Total infected,Screening 50%
79,10.0,4.904500000000013,Total infected,Screening 50%
80,11.0,5.467399999999998,Total infected,Screening 50%
81,12.0,6.120700000000028,Total infected,Screening 50%
82,13.0,6.854299999999995,Total infected,Screening 50%
83,14.0,7.341499999999996,Total infected,Screening 50%
84,15.0,7.6632999999999925,Total infected,Screening 50%
85,16.0,8.170899999999989,Total infected,Screening 50%
86,17.0,8.728499999999997,Total infected,Screening 50%
87,18.0,9.206099999999992,Total infected,Screening 50%
88,19.0,9.708499999999987,Total infected,Screening 50%
89,20.0,10.226000000000028,Total infected,Screening 50%
90,21.0,10.5728,Total infected,Screening 50%
91,22.0,10.8442,Total infected,Screening 50%
92,23.0,11.226200000000006,Total infected,Screening 50%
93,24.0,11.628100000000018,Total infected,Screening 50%
94,25.0,12.085499999999996,Total infected,Screening 50%
95,26.0,12.547799999999995,Total infected,Screening 50%
96,27.0,13.040199999999999,Total infected,Screening 50%
97,28.0,13.366900000000015,Total infected,Screening 50%
98,29.0,13.5779,Total infected,Screening 50%
99,30.0,13.969799999999992,Total infected,Screening 50%
100,31.0,14.361799999999988,Total infected,Screening 50%
101,32.0,14.703400000000016,Total infected,Screening 50%
102,33.0,15.070300000000003,Total infected,Screening 50%
103,34.0,15.351700000000022,Total infected,Screening 50%
104,35.0,15.643100000000004,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2613000000000056,Total infected,Screening 100%
107,3.0,1.6885000000000048,Total infected,Screening 100%
108,4.0,2.110600000000005,Total infected,Screening 100%
109,5.0,2.6332000000000164,Total infected,Screening 100%
110,6.0,3.256200000000007,Total infected,Screening 100%
111,7.0,3.668399999999963,Total infected,Screening 100%
112,8.0,3.904500000000013,Total infected,Screening 100%
113,9.0,4.407000000000011,Total infected,Screening 100%
114,10.0,4.984899999999982,Total infected,Screening 100%
115,11.0,5.512599999999992,Total infected,Screening 100%
116,12.0,6.05540000000002,Total infected,Screening 100%
117,13.0,6.477300000000014,Total infected,Screening 100%
118,14.0,6.92459999999997,Total infected,Screening 100%
119,15.0,7.1910000000000025,Total infected,Screening 100%
120,16.0,7.427100000000024,Total infected,Screening 100%
121,17.0,7.783999999999992,Total infected,Screening 100%
122,18.0,8.080400000000026,Total infected,Screening 100%
123,19.0,8.346699999999998,Total infected,Screening 100%
124,20.0,8.623099999999994,Total infected,Screening 100%
125,21.0,8.834199999999981,Total infected,Screening 100%
126,22.0,8.969900000000024,Total infected,Screening 100%
127,23.0,9.206099999999992,Total infected,Screening 100%
128,24.0,9.437000000000012,Total infected,Screening 100%
129,25.0,9.668300000000016,Total infected,Screening 100%
130,26.0,9.824000000000012,Total infected,Screening 100%
131,27.0,9.99490000000003,Total infected,Screening 100%
132,28.0,10.09540000000004,Total infected,Screening 100%
133,29.0,10.16070000000002,Total infected,Screening 100%
134,30.0,10.286300000000011,Total infected,Screening 100%
135,31.0,10.457100000000025,Total infected,Screening 100%
136,32.0,10.547600000000045,Total infected,Screening 100%
137,33.0,10.678300000000007,Total infected,Screening 100%
138,34.0,10.803900000000027,Total infected,Screening 100%
139,35.0,10.859300000000019,Total infected,Screening 100%
