,day,values,values_type,type,type_pretty
0,0.0,1.426999999999964,slope,Total infected derivative spline,0%
1,1.0,2.315650000000005,slope,Total infected derivative spline,0%
2,2.0,4.385700000000014,slope,Total infected derivative spline,0%
3,3.0,7.487999999999971,slope,Total infected derivative spline,0%
4,4.0,11.639350000000007,slope,Total infected derivative spline,0%
5,5.0,12.299599999999998,slope,Total infected derivative spline,0%
6,6.0,9.801549999999992,slope,Total infected derivative spline,0%
7,7.0,13.182350000000014,slope,Total infected derivative spline,0%
8,8.0,20.230500000000006,slope,Total infected derivative spline,0%
9,9.0,23.919849999999997,slope,Total infected derivative spline,0%
10,10.0,24.733449999999976,slope,Total infected derivative spline,0%
11,11.0,23.61425,slope,Total infected derivative spline,0%
12,12.0,19.560150000000007,slope,Total infected derivative spline,0%
13,13.0,14.442850000000007,slope,Total infected derivative spline,0%
14,14.0,12.363700000000009,slope,Total infected derivative spline,0%
15,15.0,11.625249999999994,slope,Total infected derivative spline,0%
16,16.0,9.833649999999992,slope,Total infected derivative spline,0%
17,17.0,8.0321,slope,Total infected derivative spline,0%
18,18.0,6.457949999999997,slope,Total infected derivative spline,0%
19,19.0,4.69435,slope,Total infected derivative spline,0%
20,20.0,3.2545000000000073,slope,Total infected derivative spline,0%
21,21.0,2.4619500000000016,slope,Total infected derivative spline,0%
22,22.0,1.9458999999999946,slope,Total infected derivative spline,0%
23,23.0,1.4408999999999992,slope,Total infected derivative spline,0%
24,24.0,1.0441000000000003,slope,Total infected derivative spline,0%
25,25.0,0.7976000000000028,slope,Total infected derivative spline,0%
26,26.0,0.6162000000000063,slope,Total infected derivative spline,0%
27,27.0,0.43684999999999263,slope,Total infected derivative spline,0%
28,28.0,0.29254999999999143,slope,Total infected derivative spline,0%
29,29.0,0.23345000000000482,slope,Total infected derivative spline,0%
30,30.0,0.18445000000001244,slope,Total infected derivative spline,0%
31,31.0,0.1443000000000012,slope,Total infected derivative spline,0%
32,32.0,0.11214999999998554,slope,Total infected derivative spline,0%
33,33.0,0.0861500000000035,slope,Total infected derivative spline,0%
34,34.0,0.07320000000001414,slope,Total infected derivative spline,0%
35,35.0,0.04809999999999093,slope,Total infected derivative spline,0%
36,36.0,0.0400499999999937,slope,Total infected derivative spline,0%
37,37.0,0.03710000000000946,slope,Total infected derivative spline,0%
38,38.0,0.030099999999990246,slope,Total infected derivative spline,0%
39,39.0,0.023049999999997794,slope,Total infected derivative spline,0%
40,40.0,0.01500000000001478,slope,Total infected derivative spline,0%
41,41.0,0.012000000000000455,slope,Total infected derivative spline,0%
42,42.0,0.015999999999991132,slope,Total infected derivative spline,0%
43,43.0,0.01104999999999734,slope,Total infected derivative spline,0%
44,44.0,0.010050000000006776,slope,Total infected derivative spline,0%
45,45.0,0.01300000000000523,slope,Total infected derivative spline,0%
46,46.0,0.006999999999990791,slope,Total infected derivative spline,0%
47,47.0,0.0049999999999954525,slope,Total infected derivative spline,0%
48,48.0,0.01104999999999734,slope,Total infected derivative spline,0%
49,49.0,0.007000000000005002,slope,Total infected derivative spline,0%
50,50.0,0.002949999999998454,slope,Total infected derivative spline,0%
51,51.0,0.010049999999992565,slope,Total infected derivative spline,0%
52,52.0,0.008100000000013097,slope,Total infected derivative spline,0%
53,53.0,0.0010000000000047748,slope,Total infected derivative spline,0%
54,54.0,0.004949999999993793,slope,Total infected derivative spline,0%
55,55.0,0.0049999999999954525,slope,Total infected derivative spline,0%
56,56.0,0.01305000000000689,slope,Total infected derivative spline,0%
57,57.0,0.016049999999992792,slope,Total infected derivative spline,0%
58,58.0,0.003999999999990678,slope,Total infected derivative spline,0%
59,59.0,0.0020000000000095497,slope,Total infected derivative spline,0%
60,60.0,,slope,Total infected derivative spline,0%
61,0.0,,trend,Total infected derivative spline,0%
62,1.0,,trend,Total infected derivative spline,0%
63,2.0,,trend,Total infected derivative spline,0%
64,3.0,7.050978571428564,trend,Total infected derivative spline,0%
65,4.0,8.730314285714286,trend,Total infected derivative spline,0%
66,5.0,11.289578571428573,trend,Total infected derivative spline,0%
67,6.0,14.080171428571425,trend,Total infected derivative spline,0%
68,7.0,16.54380714285714,trend,Total infected derivative spline,0%
69,8.0,18.25450714285714,trend,Total infected derivative spline,0%
70,9.0,19.29172857142857,trend,Total infected derivative spline,0%
71,10.0,19.95477142857143,trend,Total infected derivative spline,0%
72,11.0,19.837821428571427,trend,Total infected derivative spline,0%
73,12.0,18.6085,trend,Total infected derivative spline,0%
74,13.0,16.59618571428571,trend,Total infected derivative spline,0%
75,14.0,14.21027857142857,trend,Total infected derivative spline,0%
76,15.0,11.759378571428572,trend,Total infected derivative spline,0%
77,16.0,9.635692857142857,trend,Total infected derivative spline,0%
78,17.0,8.037357142857143,trend,Total infected derivative spline,0%
79,18.0,6.622821428571427,trend,Total infected derivative spline,0%
80,19.0,5.240057142857141,trend,Total infected derivative spline,0%
81,20.0,4.041092857142857,trend,Total infected derivative spline,0%
82,21.0,3.042807142857143,trend,Total infected derivative spline,0%
83,22.0,2.234185714285715,trend,Total infected derivative spline,0%
84,23.0,1.6515928571428589,trend,Total infected derivative spline,0%
85,24.0,1.249071428571428,trend,Total infected derivative spline,0%
86,25.0,0.939157142857141,trend,Total infected derivative spline,0%
87,26.0,0.6945214285714281,trend,Total infected derivative spline,0%
88,27.0,0.515028571428573,trend,Total infected derivative spline,0%
89,28.0,0.38648571428571593,trend,Total infected derivative spline,0%
90,29.0,0.2885642857142849,trend,Total infected derivative spline,0%
91,30.0,0.2128428571428559,trend,Total infected derivative spline,0%
92,31.0,0.160892857142859,trend,Total infected derivative spline,0%
93,32.0,0.12597142857143034,trend,Total infected derivative spline,0%
94,33.0,0.09834285714285734,trend,Total infected derivative spline,0%
95,34.0,0.07729285714285691,trend,Total infected derivative spline,0%
96,35.0,0.06097857142856963,trend,Total infected derivative spline,0%
97,36.0,0.048249999999999967,trend,Total infected derivative spline,0%
98,37.0,0.03808571428571586,trend,Total infected derivative spline,0%
99,38.0,0.029342857142856765,trend,Total infected derivative spline,0%
100,39.0,0.024757142857142506,trend,Total infected derivative spline,0%
101,40.0,0.020614285714285883,trend,Total infected derivative spline,0%
102,41.0,0.01674999999999979,trend,Total infected derivative spline,0%
103,42.0,0.014307142857144784,trend,Total infected derivative spline,0%
104,43.0,0.012014285714286642,trend,Total infected derivative spline,0%
105,44.0,0.010585714285712453,trend,Total infected derivative spline,0%
106,45.0,0.010449999999997725,trend,Total infected derivative spline,0%
107,46.0,0.009164285714285418,trend,Total infected derivative spline,0%
108,47.0,0.00800714285714272,trend,Total infected derivative spline,0%
109,48.0,0.00800714285714069,trend,Total infected derivative spline,0%
110,49.0,0.007307142857141814,trend,Total infected derivative spline,0%
111,50.0,0.006450000000000955,trend,Total infected derivative spline,0%
112,51.0,0.006442857142857861,trend,Total infected derivative spline,0%
113,52.0,0.005578571428571877,trend,Total infected derivative spline,0%
114,53.0,0.006442857142857861,trend,Total infected derivative spline,0%
115,54.0,0.008314285714285623,trend,Total infected derivative spline,0%
116,55.0,0.007449999999999638,trend,Total infected derivative spline,0%
117,56.0,0.006578571428570561,trend,Total infected derivative spline,0%
118,57.0,,trend,Total infected derivative spline,0%
119,58.0,,trend,Total infected derivative spline,0%
120,59.0,,trend,Total infected derivative spline,0%
121,60.0,1.067441986598683,trend,Total infected derivative spline,0%
122,0.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
123,1.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
124,2.0,1.156418773119165,seasonal,Total infected derivative spline,0%
125,3.0,0.936232575629405,seasonal,Total infected derivative spline,0%
126,4.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
127,5.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
128,6.0,1.067441986598683,seasonal,Total infected derivative spline,0%
129,7.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
130,8.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
131,9.0,1.156418773119165,seasonal,Total infected derivative spline,0%
132,10.0,0.936232575629405,seasonal,Total infected derivative spline,0%
133,11.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
134,12.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
135,13.0,1.067441986598683,seasonal,Total infected derivative spline,0%
136,14.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
137,15.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
138,16.0,1.156418773119165,seasonal,Total infected derivative spline,0%
139,17.0,0.936232575629405,seasonal,Total infected derivative spline,0%
140,18.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
141,19.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
142,20.0,1.067441986598683,seasonal,Total infected derivative spline,0%
143,21.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
144,22.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
145,23.0,1.156418773119165,seasonal,Total infected derivative spline,0%
146,24.0,0.936232575629405,seasonal,Total infected derivative spline,0%
147,25.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
148,26.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
149,27.0,1.067441986598683,seasonal,Total infected derivative spline,0%
150,28.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
151,29.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
152,30.0,1.156418773119165,seasonal,Total infected derivative spline,0%
153,31.0,0.936232575629405,seasonal,Total infected derivative spline,0%
154,32.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
155,33.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
156,34.0,1.067441986598683,seasonal,Total infected derivative spline,0%
157,35.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
158,36.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
159,37.0,1.156418773119165,seasonal,Total infected derivative spline,0%
160,38.0,0.936232575629405,seasonal,Total infected derivative spline,0%
161,39.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
162,40.0,0.9159227112435905,seasonal,Total infected derivative spline,0%
163,41.0,1.067441986598683,seasonal,Total infected derivative spline,0%
164,42.0,0.9032776156421076,seasonal,Total infected derivative spline,0%
165,43.0,1.1295345138706745,seasonal,Total infected derivative spline,0%
166,44.0,1.156418773119165,seasonal,Total infected derivative spline,0%
167,45.0,0.936232575629405,seasonal,Total infected derivative spline,0%
168,46.0,0.8911718238963738,seasonal,Total infected derivative spline,0%
