,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2241999999999962,Total infected,Without screening
2,3.0,1.6275999999999726,Total infected,Without screening
3,4.0,2.156099999999981,Total infected,Without screening
4,5.0,2.9589999999999748,Total infected,Without screening
5,6.0,3.8579000000000008,Total infected,Without screening
6,7.0,4.532499999999999,Total infected,Without screening
7,8.0,5.015000000000015,Total infected,Without screening
8,9.0,5.890899999999988,Total infected,Without screening
9,10.0,7.0441000000000145,Total infected,Without screening
10,11.0,8.290300000000002,Total infected,Without screening
11,12.0,9.79079999999999,Total infected,Without screening
12,13.0,11.472499999999997,Total infected,Without screening
13,14.0,12.6036,Total infected,Without screening
14,15.0,13.409400000000005,Total infected,Without screening
15,16.0,14.698699999999974,Total infected,Without screening
16,17.0,16.238200000000006,Total infected,Without screening
17,18.0,17.963900000000024,Total infected,Without screening
18,19.0,19.847800000000007,Total infected,Without screening
19,20.0,22.02800000000002,Total infected,Without screening
20,21.0,23.529500000000013,Total infected,Without screening
21,22.0,24.587500000000006,Total infected,Without screening
22,23.0,26.206199999999995,Total infected,Without screening
23,24.0,28.15010000000001,Total infected,Without screening
24,25.0,30.373400000000004,Total infected,Without screening
25,26.0,32.8989,Total infected,Without screening
26,27.0,35.49449999999999,Total infected,Without screening
27,28.0,37.41739999999999,Total infected,Without screening
28,29.0,38.81880000000001,Total infected,Without screening
29,30.0,40.921899999999994,Total infected,Without screening
30,31.0,43.401399999999995,Total infected,Without screening
31,32.0,46.105199999999996,Total infected,Without screening
32,33.0,49.048100000000005,Total infected,Without screening
33,34.0,52.36340000000001,Total infected,Without screening
34,35.0,54.63669999999999,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.241199999999992,Total infected,Screening 25%
37,3.0,1.6467000000000098,Total infected,Screening 25%
38,4.0,2.072100000000006,Total infected,Screening 25%
39,5.0,2.61160000000001,Total infected,Screening 25%
40,6.0,3.2053000000000225,Total infected,Screening 25%
41,7.0,3.697700000000026,Total infected,Screening 25%
42,8.0,4.009999999999991,Total infected,Screening 25%
43,9.0,4.546600000000012,Total infected,Screening 25%
44,10.0,5.252199999999988,Total infected,Screening 25%
45,11.0,5.8759000000000015,Total infected,Screening 25%
46,12.0,6.4726,Total infected,Screening 25%
47,13.0,7.0230999999999995,Total infected,Screening 25%
48,14.0,7.475500000000011,Total infected,Screening 25%
49,15.0,7.772800000000018,Total infected,Screening 25%
50,16.0,8.202200000000005,Total infected,Screening 25%
51,17.0,8.735800000000012,Total infected,Screening 25%
52,18.0,9.204300000000018,Total infected,Screening 25%
53,19.0,9.665699999999987,Total infected,Screening 25%
54,20.0,10.086099999999988,Total infected,Screening 25%
55,21.0,10.429400000000015,Total infected,Screening 25%
56,22.0,10.648699999999991,Total infected,Screening 25%
57,23.0,10.95399999999998,Total infected,Screening 25%
58,24.0,11.35239999999996,Total infected,Screening 25%
59,25.0,11.686700000000002,Total infected,Screening 25%
60,26.0,11.997999999999962,Total infected,Screening 25%
61,27.0,12.304299999999984,Total infected,Screening 25%
62,28.0,12.519599999999969,Total infected,Screening 25%
63,29.0,12.687700000000007,Total infected,Screening 25%
64,30.0,12.922800000000024,Total infected,Screening 25%
65,31.0,13.178200000000004,Total infected,Screening 25%
66,32.0,13.430399999999992,Total infected,Screening 25%
67,33.0,13.663699999999977,Total infected,Screening 25%
68,34.0,13.90100000000001,Total infected,Screening 25%
69,35.0,14.04910000000001,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.211199999999991,Total infected,Screening 50%
72,3.0,1.6236000000000104,Total infected,Screening 50%
73,4.0,1.9628999999999905,Total infected,Screening 50%
74,5.0,2.3032000000000323,Total infected,Screening 50%
75,6.0,2.6997000000000355,Total infected,Screening 50%
76,7.0,2.987000000000023,Total infected,Screening 50%
77,8.0,3.21520000000001,Total infected,Screening 50%
78,9.0,3.540500000000037,Total infected,Screening 50%
79,10.0,3.974999999999966,Total infected,Screening 50%
80,11.0,4.352299999999985,Total infected,Screening 50%
81,12.0,4.643599999999992,Total infected,Screening 50%
82,13.0,4.9238,Total infected,Screening 50%
83,14.0,5.104000000000013,Total infected,Screening 50%
84,15.0,5.253300000000024,Total infected,Screening 50%
85,16.0,5.439400000000006,Total infected,Screening 50%
86,17.0,5.661599999999993,Total infected,Screening 50%
87,18.0,5.835699999999974,Total infected,Screening 50%
88,19.0,6.008999999999986,Total infected,Screening 50%
89,20.0,6.1591999999999985,Total infected,Screening 50%
90,21.0,6.265199999999993,Total infected,Screening 50%
91,22.0,6.35329999999999,Total infected,Screening 50%
92,23.0,6.455499999999972,Total infected,Screening 50%
93,24.0,6.606499999999983,Total infected,Screening 50%
94,25.0,6.712700000000012,Total infected,Screening 50%
95,26.0,6.79679999999999,Total infected,Screening 50%
96,27.0,6.876800000000003,Total infected,Screening 50%
97,28.0,6.93180000000001,Total infected,Screening 50%
98,29.0,6.9669999999999845,Total infected,Screening 50%
99,30.0,7.010999999999996,Total infected,Screening 50%
100,31.0,7.073099999999982,Total infected,Screening 50%
101,32.0,7.125100000000003,Total infected,Screening 50%
102,33.0,7.1691000000000145,Total infected,Screening 50%
103,34.0,7.208200000000005,Total infected,Screening 50%
104,35.0,7.23429999999999,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.2132000000000005,Total infected,Screening 100%
107,3.0,1.6036000000000001,Total infected,Screening 100%
108,4.0,1.8827999999999747,Total infected,Screening 100%
109,5.0,2.081099999999992,Total infected,Screening 100%
110,6.0,2.2742999999999824,Total infected,Screening 100%
111,7.0,2.403400000000005,Total infected,Screening 100%
112,8.0,2.4813999999999794,Total infected,Screening 100%
113,9.0,2.5904999999999916,Total infected,Screening 100%
114,10.0,2.691699999999969,Total infected,Screening 100%
115,11.0,2.7667999999999893,Total infected,Screening 100%
116,12.0,2.848799999999983,Total infected,Screening 100%
117,13.0,2.904899999999998,Total infected,Screening 100%
118,14.0,2.93689999999998,Total infected,Screening 100%
119,15.0,2.9649,Total infected,Screening 100%
120,16.0,2.9909000000000106,Total infected,Screening 100%
121,17.0,3.0200000000000102,Total infected,Screening 100%
122,18.0,3.042100000000005,Total infected,Screening 100%
123,19.0,3.0541000000000054,Total infected,Screening 100%
124,20.0,3.072100000000006,Total infected,Screening 100%
