,day,agents,type,type_of_screening_pretty
0,1.0,0.9862,Infected,Screening 25%
1,2.0,1.0639,Infected,Screening 25%
2,3.0,1.2755,Infected,Screening 25%
3,4.0,1.578,Infected,Screening 25%
4,5.0,2.0066,Infected,Screening 25%
5,6.0,2.5307,Infected,Screening 25%
6,7.0,2.768,Infected,Screening 25%
7,8.0,2.6715,Infected,Screening 25%
8,9.0,2.835,Infected,Screening 25%
9,10.0,3.2004,Infected,Screening 25%
10,11.0,3.5187,Infected,Screening 25%
11,12.0,3.8372,Infected,Screening 25%
12,13.0,4.4562,Infected,Screening 25%
13,14.0,4.7047,Infected,Screening 25%
14,15.0,4.3189,Infected,Screening 25%
15,16.0,4.2967,Infected,Screening 25%
16,17.0,4.3902,Infected,Screening 25%
17,18.0,4.5203,Infected,Screening 25%
18,19.0,4.6995,Infected,Screening 25%
19,20.0,5.3297,Infected,Screening 25%
20,21.0,5.5033,Infected,Screening 25%
21,22.0,5.0318,Infected,Screening 25%
22,23.0,4.9239,Infected,Screening 25%
23,24.0,4.9339,Infected,Screening 25%
24,25.0,5.0943,Infected,Screening 25%
25,26.0,5.2621,Infected,Screening 25%
26,27.0,5.8426,Infected,Screening 25%
27,28.0,5.992,Infected,Screening 25%
28,29.0,5.4765,Infected,Screening 25%
29,30.0,5.3393,Infected,Screening 25%
30,31.0,5.4152,Infected,Screening 25%
31,32.0,5.4963,Infected,Screening 25%
32,33.0,5.6154,Infected,Screening 25%
33,34.0,6.2178,Infected,Screening 25%
34,35.0,6.3061,Infected,Screening 25%
35,1.0,0.0138,Infected in quarantine,Screening 25%
36,2.0,0.0336,Infected in quarantine,Screening 25%
37,3.0,0.0677,Infected in quarantine,Screening 25%
38,4.0,0.1269,Infected in quarantine,Screening 25%
39,5.0,0.2278,Infected in quarantine,Screening 25%
40,6.0,0.2266,Infected in quarantine,Screening 25%
41,7.0,0.2234,Infected in quarantine,Screening 25%
42,8.0,0.3481,Infected in quarantine,Screening 25%
43,9.0,0.5129,Infected in quarantine,Screening 25%
44,10.0,0.7083,Infected in quarantine,Screening 25%
45,11.0,0.9391,Infected in quarantine,Screening 25%
46,12.0,1.2186,Infected in quarantine,Screening 25%
47,13.0,1.163,Infected in quarantine,Screening 25%
48,14.0,1.0777,Infected in quarantine,Screening 25%
49,15.0,1.3475,Infected in quarantine,Screening 25%
50,16.0,1.6116,Infected in quarantine,Screening 25%
51,17.0,1.8721,Infected in quarantine,Screening 25%
52,18.0,2.1061,Infected in quarantine,Screening 25%
53,19.0,2.2983,Infected in quarantine,Screening 25%
54,20.0,2.0895,Infected in quarantine,Screening 25%
55,21.0,1.8967,Infected in quarantine,Screening 25%
56,22.0,2.0777,Infected in quarantine,Screening 25%
57,23.0,2.198,Infected in quarantine,Screening 25%
58,24.0,2.3387,Infected in quarantine,Screening 25%
59,25.0,2.4438,Infected in quarantine,Screening 25%
60,26.0,2.5872,Infected in quarantine,Screening 25%
61,27.0,2.3852,Infected in quarantine,Screening 25%
62,28.0,2.1529,Infected in quarantine,Screening 25%
63,29.0,2.2605,Infected in quarantine,Screening 25%
64,30.0,2.3419,Infected in quarantine,Screening 25%
65,31.0,2.4126,Infected in quarantine,Screening 25%
66,32.0,2.5031,Infected in quarantine,Screening 25%
67,33.0,2.6478,Infected in quarantine,Screening 25%
68,34.0,2.4521,Infected in quarantine,Screening 25%
69,35.0,2.2378,Infected in quarantine,Screening 25%
70,1.0,0.976,Infected,Screening 50%
71,2.0,1.0078,Infected,Screening 50%
72,3.0,1.209,Infected,Screening 50%
73,4.0,1.4963,Infected,Screening 50%
74,5.0,1.7792,Infected,Screening 50%
75,6.0,2.2494,Infected,Screening 50%
76,7.0,2.5193,Infected,Screening 50%
77,8.0,2.3207,Infected,Screening 50%
78,9.0,2.362,Infected,Screening 50%
79,10.0,2.4667,Infected,Screening 50%
80,11.0,2.5411,Infected,Screening 50%
81,12.0,2.5241,Infected,Screening 50%
82,13.0,2.9722,Infected,Screening 50%
