,day,infected,type,type_pretty
0,0.0,0.0,Infected,0%
1,1.0,0.0,Infected,0%
2,2.0,0.0505,Infected,0%
3,3.0,0.202,Infected,0%
4,4.0,0.4343,Infected,0%
5,5.0,0.9798,Infected,0%
6,6.0,1.7273,Infected,0%
7,7.0,2.1919,Infected,0%
8,8.0,2.4141,Infected,0%
9,9.0,3.3838,Infected,0%
10,10.0,4.909000000000001,Infected,0%
11,11.0,7.1818,Infected,0%
12,12.0,9.838399999999998,Infected,0%
13,13.0,13.1919,Infected,0%
14,14.0,14.616100000000001,Infected,0%
15,15.0,15.1312,Infected,0%
16,16.0,17.292899999999996,Infected,0%
17,17.0,20.1211,Infected,0%
18,18.0,23.737299999999998,Infected,0%
19,19.0,28.4142,Infected,0%
20,20.0,32.8283,Infected,0%
21,21.0,34.303,Infected,0%
22,22.0,34.37370000000001,Infected,0%
23,23.0,36.403999999999996,Infected,0%
24,24.0,39.32319999999999,Infected,0%
25,25.0,42.1818,Infected,0%
26,26.0,45.2828,Infected,0%
27,27.0,47.8687,Infected,0%
28,28.0,48.13120000000001,Infected,0%
29,29.0,45.808,Infected,0%
30,30.0,46.161699999999996,Infected,0%
31,31.0,46.3334,Infected,0%
32,32.0,47.020199999999996,Infected,0%
33,33.0,47.5556,Infected,0%
34,34.0,48.1616,Infected,0%
35,35.0,46.616200000000006,Infected,0%
36,36.0,44.090999999999994,Infected,0%
37,37.0,42.3435,Infected,0%
38,38.0,40.7476,Infected,0%
39,39.0,39.4243,Infected,0%
40,40.0,38.252599999999994,Infected,0%
41,41.0,36.505,Infected,0%
42,42.0,34.272600000000004,Infected,0%
43,43.0,31.464600000000004,Infected,0%
44,44.0,29.2424,Infected,0%
45,45.0,27.4242,Infected,0%
46,46.0,25.686799999999998,Infected,0%
47,47.0,24.707099999999997,Infected,0%
48,48.0,22.747500000000002,Infected,0%
49,49.0,20.9596,Infected,0%
50,50.0,19.0506,Infected,0%
51,51.0,17.373800000000003,Infected,0%
52,52.0,16.030299999999997,Infected,0%
53,53.0,15.010200000000001,Infected,0%
54,54.0,14.050500000000001,Infected,0%
55,55.0,13.161600000000002,Infected,0%
56,56.0,12.302900000000001,Infected,0%
57,57.0,11.3333,Infected,0%
58,58.0,10.2929,Infected,0%
59,59.0,9.6768,Infected,0%
60,60.0,8.8989,Infected,0%
61,0.0,0.0,Infected,10%
62,1.0,0.0,Infected,10%
63,2.0,0.0404,Infected,10%
64,3.0,0.1616,Infected,10%
65,4.0,0.4343,Infected,10%
66,5.0,0.7475,Infected,10%
67,6.0,1.3535,Infected,10%
68,7.0,1.6768,Infected,10%
69,8.0,1.9192,Infected,10%
70,9.0,2.5252,Infected,10%
71,10.0,3.5858,Infected,10%
72,11.0,5.262700000000001,Infected,10%
73,12.0,7.0808,Infected,10%
74,13.0,9.2627,Infected,10%
75,14.0,10.303,Infected,10%
76,15.0,10.5353,Infected,10%
77,16.0,12.313099999999999,Infected,10%
78,17.0,14.666600000000003,Infected,10%
79,18.0,16.9696,Infected,10%
80,19.0,20.101,Infected,10%
81,20.0,22.636300000000002,Infected,10%
82,21.0,23.717100000000002,Infected,10%
83,22.0,23.7374,Infected,10%
84,23.0,25.0303,Infected,10%
85,24.0,26.6767,Infected,10%
86,25.0,29.1313,Infected,10%
87,26.0,31.5353,Infected,10%
88,27.0,34.131299999999996,Infected,10%
89,28.0,34.777699999999996,Infected,10%
90,29.0,33.67679999999999,Infected,10%
91,30.0,34.0302,Infected,10%
92,31.0,35.282799999999995,Infected,10%
93,32.0,36.3535,Infected,10%
94,33.0,38.0505,Infected,10%
95,34.0,39.26259999999999,Infected,10%
96,35.0,38.4344,Infected,10%
97,36.0,36.101,Infected,10%
98,37.0,35.312999999999995,Infected,10%
99,38.0,34.8889,Infected,10%
100,39.0,35.1414,Infected,10%
101,40.0,34.6364,Infected,10%
102,41.0,33.707,Infected,10%
103,42.0,32.5353,Infected,10%
104,43.0,30.484800000000003,Infected,10%
105,44.0,29.3636,Infected,10%
106,45.0,28.383800000000004,Infected,10%
107,46.0,26.9898,Infected,10%
108,47.0,25.636400000000002,Infected,10%
109,48.0,24.6667,Infected,10%
110,49.0,23.0909,Infected,10%
111,50.0,21.3838,Infected,10%
112,51.0,20.0302,Infected,10%
113,52.0,18.878800000000002,Infected,10%
114,53.0,17.9191,Infected,10%
115,54.0,16.8789,Infected,10%
116,55.0,16.4242,Infected,10%
117,56.0,15.495,Infected,10%
118,57.0,14.343499999999999,Infected,10%
119,58.0,13.2222,Infected,10%
120,59.0,12.505099999999999,Infected,10%
121,60.0,11.9798,Infected,10%
122,0.0,0.0,Infected,40%
123,1.0,0.0,Infected,40%
124,2.0,0.0101,Infected,40%
125,3.0,0.0808,Infected,40%
126,4.0,0.1616,Infected,40%
127,5.0,0.2323,Infected,40%
128,6.0,0.3939,Infected,40%
129,7.0,0.596,Infected,40%
130,8.0,0.6869,Infected,40%
131,9.0,0.9394,Infected,40%
132,10.0,1.3939,Infected,40%
133,11.0,1.9798,Infected,40%
134,12.0,2.6565,Infected,40%
135,13.0,3.2222,Infected,40%
136,14.0,3.6565,Infected,40%
137,15.0,3.6263,Infected,40%
138,16.0,4.101,Infected,40%
139,17.0,4.596,Infected,40%
140,18.0,5.4343,Infected,40%
141,19.0,6.3939,Infected,40%
142,20.0,7.4746999999999995,Infected,40%
143,21.0,7.8787,Infected,40%
144,22.0,7.697000000000001,Infected,40%
145,23.0,8.4747,Infected,40%
