,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.011070689655172498,Total infected,0%
2,3.0,0.034061034482758636,Total infected,0%
3,4.0,0.07346413793103446,Total infected,0%
4,5.0,0.13294206896551725,Total infected,0%
5,6.0,0.20834068965517252,Total infected,0%
6,7.0,0.2686686206896552,Total infected,0%
7,8.0,0.31584586206896553,Total infected,0%
8,9.0,0.3848527586206897,Total infected,0%
9,10.0,0.45582241379310356,Total infected,0%
10,11.0,0.5203786206896552,Total infected,0%
11,12.0,0.5743144827586206,Total infected,0%
12,13.0,0.6180641379310345,Total infected,0%
13,14.0,0.6491055172413793,Total infected,0%
14,15.0,0.6723034482758621,Total infected,0%
15,16.0,0.6901668965517241,Total infected,0%
16,17.0,0.7038975862068966,Total infected,0%
17,18.0,0.7139037931034483,Total infected,0%
18,19.0,0.7215948275862069,Total infected,0%
19,20.0,0.727551724137931,Total infected,0%
20,21.0,0.7323341379310345,Total infected,0%
21,22.0,0.7361137931034483,Total infected,0%
22,23.0,0.7401837931034483,Total infected,0%
23,24.0,0.7443513793103448,Total infected,0%
24,25.0,0.7490637931034483,Total infected,0%
25,26.0,0.7545368965517241,Total infected,0%
26,27.0,0.760355172413793,Total infected,0%
27,28.0,0.7649572413793104,Total infected,0%
28,29.0,0.7687031034482759,Total infected,0%
29,30.0,0.7729458620689655,Total infected,0%
30,31.0,0.7779355172413792,Total infected,0%
31,32.0,0.7828486206896551,Total infected,0%
32,33.0,0.7876927586206897,Total infected,0%
33,34.0,0.7922465517241379,Total infected,0%
34,35.0,0.7955844827586207,Total infected,0%
35,36.0,0.798293448275862,Total infected,0%
36,37.0,0.8009051724137931,Total infected,0%
37,38.0,0.8032824137931034,Total infected,0%
38,39.0,0.8057289655172414,Total infected,0%
39,40.0,0.8076013793103448,Total infected,0%
40,41.0,0.809301724137931,Total infected,0%
41,42.0,0.81058,Total infected,0%
42,43.0,0.8116165517241379,Total infected,0%
43,44.0,0.8127496551724138,Total infected,0%
44,45.0,0.8138551724137931,Total infected,0%
45,46.0,0.8147813793103448,Total infected,0%
46,47.0,0.8157348275862069,Total infected,0%
47,48.0,0.8167162068965518,Total infected,0%
48,49.0,0.8173110344827585,Total infected,0%
49,50.0,0.8179048275862069,Total infected,0%
50,51.0,0.8185406896551725,Total infected,0%
51,52.0,0.8190727586206897,Total infected,0%
52,53.0,0.8196255172413792,Total infected,0%
53,54.0,0.8201644827586207,Total infected,0%
54,55.0,0.8207034482758621,Total infected,0%
55,56.0,0.8211179310344827,Total infected,0%
56,57.0,0.8214706896551723,Total infected,0%
57,58.0,0.8218437931034482,Total infected,0%
58,59.0,0.8221755172413794,Total infected,0%
59,60.0,0.8224727586206897,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.00984758620689651,Total infected,10%
62,3.0,0.030074137931034455,Total infected,10%
63,4.0,0.06363758620689658,Total infected,10%
64,5.0,0.11456724137931046,Total infected,10%
65,6.0,0.1786679310344827,Total infected,10%
66,7.0,0.22891344827586202,Total infected,10%
67,8.0,0.2702648275862069,Total infected,10%
68,9.0,0.3292168965517241,Total infected,10%
69,10.0,0.39296517241379314,Total infected,10%
70,11.0,0.4535003448275863,Total infected,10%
71,12.0,0.5042220689655172,Total infected,10%
72,13.0,0.5466172413793103,Total infected,10%
73,14.0,0.5771744827586207,Total infected,10%
74,15.0,0.599378275862069,Total infected,10%
75,16.0,0.6176148275862069,Total infected,10%
76,17.0,0.6319813793103449,Total infected,10%
77,18.0,0.6426368965517242,Total infected,10%
78,19.0,0.650556551724138,Total infected,10%
79,20.0,0.6565131034482758,Total infected,10%
80,21.0,0.6613089655172414,Total infected,10%
81,22.0,0.6651093103448277,Total infected,10%
82,23.0,0.668668275862069,Total infected,10%
83,24.0,0.6724689655172414,Total infected,10%
84,25.0,0.6763389655172415,Total infected,10%
85,26.0,0.6806510344827587,Total infected,10%
86,27.0,0.6849906896551724,Total infected,10%
87,28.0,0.6886948275862068,Total infected,10%
88,29.0,0.6918593103448276,Total infected,10%
89,30.0,0.6960541379310345,Total infected,10%
90,31.0,0.7002975862068965,Total infected,10%
91,32.0,0.7044296551724138,Total infected,10%
92,33.0,0.708271724137931,Total infected,10%
93,34.0,0.71181,Total infected,10%
94,35.0,0.71465,Total infected,10%
95,36.0,0.717061724137931,Total infected,10%
96,37.0,0.7194455172413794,Total infected,10%
97,38.0,0.72165,Total infected,10%
98,39.0,0.7237858620689654,Total infected,10%
99,40.0,0.7257827586206896,Total infected,10%
100,41.0,0.7274551724137931,Total infected,10%
101,42.0,0.7287472413793104,Total infected,10%
102,43.0,0.7299565517241379,Total infected,10%
103,44.0,0.7309793103448275,Total infected,10%
104,45.0,0.7320986206896553,Total infected,10%
105,46.0,0.7330382758620689,Total infected,10%
106,47.0,0.7338813793103448,Total infected,10%
107,48.0,0.7346279310344828,Total infected,10%
108,49.0,0.735298275862069,Total infected,10%
109,50.0,0.7357889655172414,Total infected,10%
110,51.0,0.7363696551724138,Total infected,10%
111,52.0,0.7370048275862069,Total infected,10%
112,53.0,0.7375027586206897,Total infected,10%
113,54.0,0.7379310344827587,Total infected,10%
114,55.0,0.7383731034482759,Total infected,10%
115,56.0,0.7388848275862069,Total infected,10%
116,57.0,0.7392713793103448,Total infected,10%
117,58.0,0.739596551724138,Total infected,10%
118,59.0,0.7399213793103449,Total infected,10%
119,60.0,0.7401975862068966,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.006730689655172494,Total infected,40%
122,3.0,0.01935551724137922,Total infected,40%
123,4.0,0.038048275862068937,Total infected,40%
124,5.0,0.0652548275862069,Total infected,40%
125,6.0,0.09838999999999996,Total infected,40%
126,7.0,0.12672241379310348,Total infected,40%
127,8.0,0.15018344827586208,Total infected,40%
128,9.0,0.18400931034482754,Total infected,40%
129,10.0,0.2218851724137931,Total infected,40%
130,11.0,0.26065931034482764,Total infected,40%
131,12.0,0.2957986206896552,Total infected,40%
132,13.0,0.32718551724137934,Total infected,40%
133,14.0,0.3507079310344827,Total infected,40%
134,15.0,0.3677148275862068,Total infected,40%
135,16.0,0.38479034482758623,Total infected,40%
136,17.0,0.3989775862068965,Total infected,40%
137,18.0,0.41115344827586203,Total infected,40%
138,19.0,0.42129103448275856,Total infected,40%
139,20.0,0.4295831034482759,Total infected,40%
140,21.0,0.4354365517241379,Total infected,40%
141,22.0,0.4397758620689655,Total infected,40%
142,23.0,0.4438668965517241,Total infected,40%
143,24.0,0.44717068965517237,Total infected,40%
144,25.0,0.4503837931034483,Total infected,40%
145,26.0,0.4535210344827586,Total infected,40%
146,27.0,0.45644413793103444,Total infected,40%
147,28.0,0.4587589655172414,Total infected,40%
148,29.0,0.46100482758620687,Total infected,40%
149,30.0,0.4633613793103448,Total infected,40%
150,31.0,0.46578689655172417,Total infected,40%
151,32.0,0.46795655172413797,Total infected,40%
152,33.0,0.4700920689655172,Total infected,40%
153,34.0,0.47199241379310347,Total infected,40%
154,35.0,0.47378172413793107,Total infected,40%
155,36.0,0.4753441379310344,Total infected,40%
156,37.0,0.4768227586206897,Total infected,40%
157,38.0,0.4781910344827586,Total infected,40%
158,39.0,0.4795524137931034,Total infected,40%
159,40.0,0.48081689655172416,Total infected,40%
160,41.0,0.48201931034482753,Total infected,40%
161,42.0,0.4830903448275862,Total infected,40%
162,43.0,0.4839337931034483,Total infected,40%
163,44.0,0.48478344827586206,Total infected,40%
164,45.0,0.48555758620689654,Total infected,40%
165,46.0,0.4862624137931034,Total infected,40%
166,47.0,0.48682172413793107,Total infected,40%
167,48.0,0.4874644827586207,Total infected,40%
168,49.0,0.488038275862069,Total infected,40%
169,50.0,0.48847344827586203,Total infected,40%
170,51.0,0.4889575862068965,Total infected,40%
171,52.0,0.48939241379310344,Total infected,40%
172,53.0,0.4897937931034483,Total infected,40%
173,54.0,0.49019413793103445,Total infected,40%
174,55.0,0.49051896551724133,Total infected,40%
175,56.0,0.49091275862068967,Total infected,40%
176,57.0,0.4912996551724138,Total infected,40%
177,58.0,0.4915831034482759,Total infected,40%
178,59.0,0.491908275862069,Total infected,40%
179,60.0,0.4921706896551724,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.0029786206896550665,Total infected,70%
182,3.0,0.008935172413793154,Total infected,70%
183,4.0,0.017041379310344853,Total infected,70%
184,5.0,0.026798620689655293,Total infected,70%
185,6.0,0.03828379310344832,Total infected,70%
186,7.0,0.049402413793103506,Total infected,70%
187,8.0,0.05966413793103443,Total infected,70%
188,9.0,0.07254517241379306,Total infected,70%
189,10.0,0.08617965517241377,Total infected,70%
190,11.0,0.1002765517241379,Total infected,70%
191,12.0,0.11509241379310346,Total infected,70%
192,13.0,0.12883034482758615,Total infected,70%
193,14.0,0.13993482758620687,Total infected,70%
194,15.0,0.14871862068965516,Total infected,70%
195,16.0,0.15810896551724135,Total infected,70%
196,17.0,0.16715482758620687,Total infected,70%
197,18.0,0.1753506896551724,Total infected,70%
198,19.0,0.18351172413793104,Total infected,70%
199,20.0,0.1908434482758621,Total infected,70%
200,21.0,0.19627517241379314,Total infected,70%
201,22.0,0.20060827586206897,Total infected,70%
202,23.0,0.2048855172413793,Total infected,70%
203,24.0,0.20883172413793108,Total infected,70%
204,25.0,0.21235551724137933,Total infected,70%
205,26.0,0.21574172413793105,Total infected,70%
206,27.0,0.21840931034482755,Total infected,70%
207,28.0,0.2209106896551724,Total infected,70%
208,29.0,0.22292896551724142,Total infected,70%
209,30.0,0.22466310344827586,Total infected,70%
210,31.0,0.2262803448275862,Total infected,70%
211,32.0,0.22800103448275857,Total infected,70%
212,33.0,0.2293344827586207,Total infected,70%
213,34.0,0.23072344827586203,Total infected,70%
214,35.0,0.23189137931034484,Total infected,70%
215,36.0,0.2327551724137931,Total infected,70%
216,37.0,0.2338541379310345,Total infected,70%
217,38.0,0.23473862068965515,Total infected,70%
218,39.0,0.23560241379310348,Total infected,70%
219,40.0,0.2364868965517241,Total infected,70%
220,41.0,0.2373644827586207,Total infected,70%
221,42.0,0.23802103448275866,Total infected,70%
222,43.0,0.23867758620689655,Total infected,70%
