,trace,day,type
0,0,9,School screening
1,1,4,School screening
2,2,11,School screening
3,3,2,School screening
4,4,9,School screening
5,5,11,School screening
6,6,9,School screening
7,7,9,School screening
8,8,9,School screening
9,9,9,School screening
10,10,2,School screening
11,11,11,School screening
12,12,4,School screening
13,13,2,School screening
14,14,4,School screening
15,15,2,School screening
16,16,4,School screening
17,17,2,School screening
18,18,11,School screening
19,19,0,-
20,20,9,School screening
21,21,9,School screening
22,22,2,School screening
23,23,4,School screening
24,24,9,School screening
25,25,0,-
26,26,11,School screening
27,27,0,-
28,28,9,School screening
29,29,16,School screening
30,30,9,School screening
31,31,9,School screening
32,32,9,School screening
33,33,16,School screening
34,34,11,School screening
35,35,16,School screening
36,36,2,School screening
37,37,16,School screening
38,38,16,School screening
39,39,4,School screening
40,40,9,School screening
41,41,16,School screening
42,42,9,School screening
43,43,9,School screening
44,44,11,School screening
45,45,2,School screening
46,46,0,-
47,47,16,School screening
48,48,9,School screening
49,49,9,School screening
50,50,2,School screening
51,51,2,School screening
52,52,9,School screening
53,53,16,School screening
54,54,4,School screening
55,55,0,-
56,56,9,School screening
57,57,9,School screening
58,58,11,School screening
59,59,0,-
60,60,9,School screening
61,61,0,-
62,62,9,School screening
63,63,9,School screening
64,64,9,School screening
65,65,23,School screening
66,66,9,School screening
67,67,16,School screening
68,68,11,School screening
69,69,9,School screening
70,70,9,School screening
71,71,9,School screening
72,72,9,School screening
73,73,11,School screening
74,74,16,School screening
75,75,9,School screening
76,76,2,School screening
77,77,18,School screening
78,78,4,School screening
79,79,0,-
80,80,2,School screening
81,81,16,School screening
82,82,2,School screening
83,83,25,School screening
84,84,9,School screening
85,85,4,School screening
86,86,16,School screening
87,87,9,School screening
88,88,2,School screening
89,89,2,School screening
90,90,11,School screening
91,91,2,School screening
92,92,9,School screening
93,93,2,School screening
94,94,9,School screening
95,95,18,School screening
96,96,9,School screening
97,97,0,-
98,98,16,School screening
99,99,9,School screening
100,100,9,School screening
101,101,32,School screening
102,102,11,School screening
103,103,0,-
104,104,9,School screening
105,105,2,School screening
106,106,4,School screening
107,107,9,School screening
108,108,11,School screening
109,109,9,School screening
110,110,18,School screening
111,111,4,School screening
112,112,2,School screening
113,113,2,School screening
114,114,4,School screening
115,115,4,School screening
116,116,2,School screening
117,117,11,School screening
118,118,0,-
119,119,9,School screening
120,120,16,School screening
121,121,9,School screening
122,122,11,School screening
123,123,16,School screening
124,124,2,School screening
125,125,2,School screening
126,126,9,School screening
127,127,16,School screening
128,128,2,School screening
129,129,2,School screening
130,130,4,School screening
131,131,9,School screening
132,132,2,School screening
133,133,2,School screening
134,134,4,School screening
135,135,23,School screening
136,136,0,-
137,137,18,School screening
138,138,9,School screening
139,139,16,School screening
140,140,2,School screening
141,141,18,School screening
142,142,11,School screening
143,143,9,School screening
144,144,4,School screening
145,145,2,School screening
146,146,11,School screening
147,147,16,School screening
148,148,9,School screening
149,149,2,School screening
150,150,9,School screening
151,151,0,-
152,152,9,School screening
153,153,25,School screening
154,154,11,School screening
155,155,9,School screening
156,156,4,School screening
157,157,2,School screening
158,158,23,School screening
159,159,2,School screening
160,160,2,School screening
161,161,16,School screening
162,162,9,School screening
163,163,2,School screening
164,164,0,-
165,165,18,School screening
166,166,2,School screening
167,167,0,-
168,168,11,School screening
169,169,2,School screening
170,170,9,School screening
171,171,0,-
172,172,4,School screening
173,173,2,School screening
174,174,9,School screening
175,175,18,School screening
176,176,11,School screening
177,177,2,School screening
178,178,16,School screening
179,179,16,School screening
180,180,0,-
181,181,0,-
182,182,4,School screening
183,183,9,School screening
184,184,0,-
185,185,11,School screening
186,186,18,School screening
187,187,4,School screening
188,188,4,School screening
189,189,2,School screening
190,190,11,School screening
191,191,11,School screening
192,192,0,-
193,193,4,School screening
194,194,9,School screening
195,195,16,School screening
196,196,9,School screening
197,197,9,School screening
198,198,18,School screening
199,199,2,School screening
200,200,0,-
201,201,9,School screening
202,202,18,School screening
203,203,0,-
204,204,9,School screening
205,205,9,School screening
206,206,9,School screening
207,207,0,-
208,208,23,School screening
209,209,9,School screening
210,210,16,School screening
211,211,2,School screening
212,212,11,School screening
213,213,2,School screening
214,214,4,School screening
215,215,16,School screening
216,216,2,School screening
217,217,4,School screening
218,218,0,-
219,219,2,School screening
220,220,0,-
221,221,4,School screening
222,222,9,School screening
223,223,0,-
224,224,2,School screening
225,225,4,School screening
226,226,9,School screening
227,227,2,School screening
228,228,16,School screening
229,229,9,School screening
230,230,4,School screening
231,231,4,School screening
232,232,2,School screening
233,233,9,School screening
234,234,2,School screening
235,235,9,School screening
236,236,2,School screening
237,237,2,School screening
238,238,11,School screening
239,239,2,School screening
240,240,9,School screening
241,241,9,School screening
242,242,4,School screening
243,243,4,School screening
244,244,9,School screening
245,245,0,-
246,246,16,School screening
247,247,9,School screening
248,248,9,School screening
249,249,11,School screening
250,250,9,School screening
251,251,9,School screening
252,252,9,School screening
253,253,9,School screening
254,254,11,School screening
255,255,4,School screening
256,256,4,School screening
257,257,2,School screening
258,258,9,School screening
259,259,16,School screening
260,260,0,-
261,261,2,School screening
262,262,2,School screening
263,263,2,School screening
264,264,2,School screening
265,265,0,-
266,266,9,School screening
267,267,23,School screening
268,268,9,School screening
269,269,0,-
270,270,0,-
271,271,16,School screening
272,272,4,School screening
273,273,16,School screening
274,274,4,School screening
275,275,16,School screening
276,276,9,School screening
277,277,9,School screening
278,278,4,School screening
279,279,2,School screening
280,280,9,School screening
281,281,4,School screening
282,282,9,School screening
283,283,18,School screening
284,284,0,-
285,285,16,School screening
286,286,9,School screening
287,287,9,School screening
288,288,2,School screening
289,289,9,School screening
290,290,18,School screening
291,291,16,School screening
292,292,4,School screening
293,293,4,School screening
