,day,values,values_type,type,type_pretty
0,0.0,3.4067999999999756,slope,Total infected derivative spline,0%
1,1.0,5.3376499999999965,slope,Total infected derivative spline,0%
2,2.0,9.808600000000013,slope,Total infected derivative spline,0%
3,3.0,15.735450000000014,slope,Total infected derivative spline,0%
4,4.0,21.918849999999992,slope,Total infected derivative spline,0%
5,5.0,22.233499999999992,slope,Total infected derivative spline,0%
6,6.0,17.539050000000003,slope,Total infected derivative spline,0%
7,7.0,19.522050000000007,slope,Total infected derivative spline,0%
8,8.0,24.551150000000007,slope,Total infected derivative spline,0%
9,9.0,24.396749999999997,slope,Total infected derivative spline,0%
10,10.0,21.472899999999996,slope,Total infected derivative spline,0%
11,11.0,17.66239999999999,slope,Total infected derivative spline,0%
12,12.0,13.546099999999996,slope,Total infected derivative spline,0%
13,13.0,9.70635,slope,Total infected derivative spline,0%
14,14.0,7.277550000000005,slope,Total infected derivative spline,0%
15,15.0,5.750550000000004,slope,Total infected derivative spline,0%
16,16.0,4.408850000000001,slope,Total infected derivative spline,0%
17,17.0,3.2995499999999964,slope,Total infected derivative spline,0%
18,18.0,2.4659499999999923,slope,Total infected derivative spline,0%
19,19.0,1.7725499999999954,slope,Total infected derivative spline,0%
20,20.0,1.3055999999999983,slope,Total infected derivative spline,0%
21,21.0,0.9659500000000065,slope,Total infected derivative spline,0%
22,22.0,0.643250000000009,slope,Total infected derivative spline,0%
23,23.0,0.4629499999999922,slope,Total infected derivative spline,0%
24,24.0,0.35975000000000534,slope,Total infected derivative spline,0%
25,25.0,0.2805500000000052,slope,Total infected derivative spline,0%
26,26.0,0.19735000000000014,slope,Total infected derivative spline,0%
27,27.0,0.12324999999999875,slope,Total infected derivative spline,0%
28,28.0,0.10224999999999795,slope,Total infected derivative spline,0%
29,29.0,0.09314999999999429,slope,Total infected derivative spline,0%
30,30.0,0.0630999999999915,slope,Total infected derivative spline,0%
31,31.0,0.041100000000000136,slope,Total infected derivative spline,0%
32,32.0,0.036100000000004684,slope,Total infected derivative spline,0%
33,33.0,0.03105000000000757,slope,Total infected derivative spline,0%
34,34.0,0.025000000000005684,slope,Total infected derivative spline,0%
35,35.0,0.023099999999999454,slope,Total infected derivative spline,0%
36,36.0,0.019099999999994566,slope,Total infected derivative spline,0%
37,37.0,0.012999999999991019,slope,Total infected derivative spline,0%
38,38.0,0.015000000000000568,slope,Total infected derivative spline,0%
39,39.0,0.01500000000001478,slope,Total infected derivative spline,0%
40,40.0,0.012050000000002115,slope,Total infected derivative spline,0%
41,41.0,0.009050000000002001,slope,Total infected derivative spline,0%
42,42.0,0.01099999999999568,slope,Total infected derivative spline,0%
43,43.0,0.013999999999995794,slope,Total infected derivative spline,0%
44,44.0,0.010049999999992565,slope,Total infected derivative spline,0%
45,45.0,0.006000000000000227,slope,Total infected derivative spline,0%
46,46.0,0.012000000000000455,slope,Total infected derivative spline,0%
47,47.0,0.010049999999992565,slope,Total infected derivative spline,0%
48,48.0,0.0030000000000143245,slope,Total infected derivative spline,0%
49,49.0,0.006000000000000227,slope,Total infected derivative spline,0%
50,50.0,0.0040499999999923375,slope,Total infected derivative spline,0%
51,51.0,0.0010500000000064347,slope,Total infected derivative spline,0%
52,52.0,0.0030000000000001137,slope,Total infected derivative spline,0%
53,53.0,0.0040000000000048885,slope,Total infected derivative spline,0%
54,54.0,0.0030000000000001137,slope,Total infected derivative spline,0%
55,55.0,0.003999999999990678,slope,Total infected derivative spline,0%
56,56.0,0.006000000000000227,slope,Total infected derivative spline,0%
57,57.0,0.0040000000000048885,slope,Total infected derivative spline,0%
58,58.0,0.001999999999995339,slope,Total infected derivative spline,0%
59,59.0,0.001999999999981128,slope,Total infected derivative spline,0%
60,60.0,,slope,Total infected derivative spline,0%
61,0.0,,trend,Total infected derivative spline,0%
62,1.0,,trend,Total infected derivative spline,0%
63,2.0,,trend,Total infected derivative spline,0%
64,3.0,13.711414285714284,trend,Total infected derivative spline,0%
65,4.0,16.01359285714286,trend,Total infected derivative spline,0%
66,5.0,18.758378571428572,trend,Total infected derivative spline,0%
67,6.0,20.8424,trend,Total infected derivative spline,0%
68,7.0,21.662035714285715,trend,Total infected derivative spline,0%
69,8.0,21.053971428571426,trend,Total infected derivative spline,0%
70,9.0,19.812914285714285,trend,Total infected derivative spline,0%
71,10.0,18.69395714285714,trend,Total infected derivative spline,0%
72,11.0,16.944742857142856,trend,Total infected derivative spline,0%
73,12.0,14.258942857142854,trend,Total infected derivative spline,0%
74,13.0,11.40352857142857,trend,Total infected derivative spline,0%
75,14.0,8.807335714285713,trend,Total infected derivative spline,0%
76,15.0,6.6364142857142845,trend,Total infected derivative spline,0%
77,16.0,4.954478571428571,trend,Total infected derivative spline,0%
78,17.0,3.754371428571427,trend,Total infected derivative spline,0%
79,18.0,2.852714285714285,trend,Total infected derivative spline,0%
80,19.0,2.1230999999999995,trend,Total infected derivative spline,0%
81,20.0,1.5593999999999983,trend,Total infected derivative spline,0%
82,21.0,1.139428571428571,trend,Total infected derivative spline,0%
83,22.0,0.8272285714285731,trend,Total infected derivative spline,0%
84,23.0,0.6022000000000024,trend,Total infected derivative spline,0%
85,24.0,0.4332928571428596,trend,Total infected derivative spline,0%
86,25.0,0.309907142857144,trend,Total infected derivative spline,0%
87,26.0,0.2313214285714277,trend,Total infected derivative spline,0%
88,27.0,0.17419999999999902,trend,Total infected derivative spline,0%
89,28.0,0.12867857142856973,trend,Total infected derivative spline,0%
90,29.0,0.09375714285714107,trend,Total infected derivative spline,0%
91,30.0,0.06999999999999926,trend,Total infected derivative spline,0%
92,31.0,0.05596428571428597,trend,Total infected derivative spline,0%
93,32.0,0.04465714285714333,trend,Total infected derivative spline,0%
94,33.0,0.034078571428571944,trend,Total infected derivative spline,0%
95,34.0,0.026921428571429016,trend,Total infected derivative spline,0%
96,35.0,0.02319285714285765,trend,Total infected derivative spline,0%
97,36.0,0.020178571428573377,trend,Total infected derivative spline,0%
98,37.0,0.017464285714286883,trend,Total infected derivative spline,0%
99,38.0,0.015185714285714929,trend,Total infected derivative spline,0%
100,39.0,0.013457142857142959,trend,Total infected derivative spline,0%
101,40.0,0.012728571428571707,trend,Total infected derivative spline,0%
102,41.0,0.012307142857143355,trend,Total infected derivative spline,0%
103,42.0,0.011021428571429022,trend,Total infected derivative spline,0%
104,43.0,0.010592857142855547,trend,Total infected derivative spline,0%
105,44.0,0.010307142857139897,trend,Total infected derivative spline,0%
106,45.0,0.009442857142855943,trend,Total infected derivative spline,0%
107,46.0,0.00872857142857088,trend,Total infected derivative spline,0%
108,47.0,0.007307142857141814,trend,Total infected derivative spline,0%
109,48.0,0.00602142857142951,trend,Total infected derivative spline,0%
