,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,New infected,Without screening
1,2.0,0.2522000000000162,New infected,Without screening
2,3.0,0.4154999999999802,New infected,Without screening
3,4.0,0.6726999999999919,New infected,Without screening
4,5.0,0.7907000000000153,New infected,Without screening
5,6.0,0.960000000000008,New infected,Without screening
6,7.0,0.6795999999999935,New infected,Without screening
7,8.0,0.5015999999999963,New infected,Without screening
8,9.0,0.9129000000000076,New infected,Without screening
9,10.0,1.0759999999999934,New infected,Without screening
10,11.0,1.2823999999999955,New infected,Without screening
11,12.0,1.4534000000000162,New infected,Without screening
12,13.0,1.5885999999999854,New infected,Without screening
13,14.0,1.1781000000000006,New infected,Without screening
14,15.0,0.831799999999987,New infected,Without screening
15,16.0,1.2253000000000043,New infected,Without screening
16,17.0,1.468500000000006,New infected,Without screening
17,18.0,1.6245999999999867,New infected,Without screening
18,19.0,1.7438000000000216,New infected,Without screening
19,20.0,2.0459999999999923,New infected,Without screening
20,21.0,1.4395000000000095,New infected,Without screening
21,22.0,1.0339999999999918,New infected,Without screening
22,23.0,1.4684000000000026,New infected,Without screening
23,24.0,1.8119000000000085,New infected,Without screening
24,25.0,2.009999999999991,New infected,Without screening
25,26.0,2.259299999999996,New infected,Without screening
26,27.0,2.320300000000003,New infected,Without screening
27,28.0,1.7587000000000046,New infected,Without screening
28,29.0,1.1881999999999948,New infected,Without screening
29,30.0,1.8739000000000203,New infected,Without screening
30,31.0,2.1961000000000013,New infected,Without screening
31,32.0,2.5105999999999824,New infected,Without screening
32,33.0,2.627600000000001,New infected,Without screening
33,34.0,2.7606999999999857,New infected,Without screening
34,35.0,2.0301000000000045,New infected,Without screening
35,1.0,1.0,New infected,Screening 25%
36,2.0,0.18819999999999482,New infected,Screening 25%
37,3.0,0.38930000000001996,New infected,Screening 25%
38,4.0,0.4353999999999587,New infected,Screening 25%
39,5.0,0.4946999999999946,New infected,Screening 25%
40,6.0,0.6015000000000157,New infected,Screening 25%
41,7.0,0.43240000000000123,New infected,Screening 25%
42,8.0,0.297300000000007,New infected,Screening 25%
43,9.0,0.5135999999999683,New infected,Screening 25%
44,10.0,0.6647000000000673,New infected,Screening 25%
45,11.0,0.6215999999999724,New infected,Screening 25%
46,12.0,0.5725999999999658,New infected,Screening 25%
47,13.0,0.5294000000000381,New infected,Screening 25%
48,14.0,0.4163999999999817,New infected,Screening 25%
49,15.0,0.28640000000001464,New infected,Screening 25%
50,16.0,0.41339999999999577,New infected,Screening 25%
51,17.0,0.4894999999999925,New infected,Screening 25%
52,18.0,0.39630000000002497,New infected,Screening 25%
53,19.0,0.4064999999999941,New infected,Screening 25%
54,20.0,0.3814000000000135,New infected,Screening 25%
55,21.0,0.29129999999997835,New infected,Screening 25%
56,22.0,0.17320000000000846,New infected,Screening 25%
