,day,agents,type,type_of_screening_pretty
0,1.0,1.0,Infected,Without screening
1,2.0,1.0951,Infected,Without screening
2,3.0,1.3564,Infected,Without screening
3,4.0,1.7037,Infected,Without screening
4,5.0,2.2573,Infected,Without screening
5,6.0,2.8408,Infected,Without screening
6,7.0,3.1572,Infected,Without screening
7,8.0,3.2142,Infected,Without screening
8,9.0,3.6697,Infected,Without screening
9,10.0,4.3363,Infected,Without screening
10,11.0,4.995,Infected,Without screening
11,12.0,5.7948,Infected,Without screening
12,13.0,6.6977,Infected,Without screening
13,14.0,6.9199,Infected,Without screening
14,15.0,6.8068,Infected,Without screening
15,16.0,7.1431,Infected,Without screening
16,17.0,7.7768,Infected,Without screening
17,18.0,8.4745,Infected,Without screening
18,19.0,9.2352,Infected,Without screening
19,20.0,10.2012,Infected,Without screening
20,21.0,10.3794,Infected,Without screening
21,22.0,10.046,Infected,Without screening
22,23.0,10.3313,Infected,Without screening
23,24.0,10.9029,Infected,Without screening
24,25.0,11.7017,Infected,Without screening
25,26.0,12.7017,Infected,Without screening
26,27.0,13.5586,Infected,Without screening
27,28.0,13.6386,Infected,Without screening
28,29.0,13.2362,Infected,Without screening
29,30.0,13.5856,Infected,Without screening
30,31.0,14.2523,Infected,Without screening
31,32.0,15.007,Infected,Without screening
32,33.0,15.959,Infected,Without screening
33,34.0,17.2302,Infected,Without screening
34,35.0,17.2052,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.0,Infected in quarantine,Without screening
37,3.0,0.0,Infected in quarantine,Without screening
38,4.0,0.0,Infected in quarantine,Without screening
39,5.0,0.0,Infected in quarantine,Without screening
40,6.0,0.0,Infected in quarantine,Without screening
41,7.0,0.0,Infected in quarantine,Without screening
42,8.0,0.0,Infected in quarantine,Without screening
43,9.0,0.0,Infected in quarantine,Without screening
44,10.0,0.0,Infected in quarantine,Without screening
45,11.0,0.0,Infected in quarantine,Without screening
46,12.0,0.0,Infected in quarantine,Without screening
47,13.0,0.0,Infected in quarantine,Without screening
48,14.0,0.0,Infected in quarantine,Without screening
49,15.0,0.0,Infected in quarantine,Without screening
50,16.0,0.0,Infected in quarantine,Without screening
51,17.0,0.0,Infected in quarantine,Without screening
52,18.0,0.0,Infected in quarantine,Without screening
53,19.0,0.0,Infected in quarantine,Without screening
54,20.0,0.0,Infected in quarantine,Without screening
55,21.0,0.0,Infected in quarantine,Without screening
56,22.0,0.0,Infected in quarantine,Without screening
57,23.0,0.0,Infected in quarantine,Without screening
58,24.0,0.0,Infected in quarantine,Without screening
59,25.0,0.0,Infected in quarantine,Without screening
60,26.0,0.0,Infected in quarantine,Without screening
61,27.0,0.0,Infected in quarantine,Without screening
62,28.0,0.0,Infected in quarantine,Without screening
63,29.0,0.0,Infected in quarantine,Without screening
64,30.0,0.0,Infected in quarantine,Without screening
65,31.0,0.0,Infected in quarantine,Without screening
66,32.0,0.0,Infected in quarantine,Without screening
67,33.0,0.0,Infected in quarantine,Without screening
68,34.0,0.0,Infected in quarantine,Without screening
69,35.0,0.0,Infected in quarantine,Without screening
70,1.0,1.0,Infected,Screening 25%
71,2.0,1.0981,Infected,Screening 25%
72,3.0,1.3624,Infected,Screening 25%
73,4.0,0.8348,Infected,Screening 25%
74,5.0,1.1111,Infected,Screening 25%
75,6.0,1.4464,Infected,Screening 25%
76,7.0,1.6456,Infected,Screening 25%
77,8.0,1.6757,Infected,Screening 25%
78,9.0,1.8809,Infected,Screening 25%
79,10.0,2.2362,Infected,Screening 25%
80,11.0,0.7528,Infected,Screening 25%
81,12.0,0.995,Infected,Screening 25%
82,13.0,1.2422,Infected,Screening 25%
83,14.0,1.3584,Infected,Screening 25%
84,15.0,1.3854,Infected,Screening 25%
85,16.0,1.5596,Infected,Screening 25%
86,17.0,1.8018,Infected,Screening 25%
87,18.0,0.5445,Infected,Screening 25%
88,19.0,0.7518,Infected,Screening 25%
89,20.0,0.97,Infected,Screening 25%
90,21.0,1.0621,Infected,Screening 25%
91,22.0,1.039,Infected,Screening 25%
92,23.0,1.1291,Infected,Screening 25%
93,24.0,1.2983,Infected,Screening 25%
94,25.0,0.3473,Infected,Screening 25%
95,26.0,0.4645,Infected,Screening 25%
96,27.0,0.5495,Infected,Screening 25%
97,28.0,0.6096,Infected,Screening 25%
98,29.0,0.6136,Infected,Screening 25%
99,30.0,0.6987,Infected,Screening 25%
100,31.0,0.8018,Infected,Screening 25%
101,32.0,0.3103,Infected,Screening 25%
102,33.0,0.3904,Infected,Screening 25%
103,34.0,0.4484,Infected,Screening 25%
104,35.0,0.4995,Infected,Screening 25%
105,1.0,0.0,Infected in quarantine,Screening 25%
106,2.0,0.0,Infected in quarantine,Screening 25%
107,3.0,0.0,Infected in quarantine,Screening 25%
108,4.0,0.8709,Infected in quarantine,Screening 25%
109,5.0,0.8999,Infected in quarantine,Screening 25%
110,6.0,0.9089,Infected in quarantine,Screening 25%
