,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2241999999999962,Total infected,Without screening
2,3.0,1.6275999999999726,Total infected,Without screening
3,4.0,2.156099999999981,Total infected,Without screening
4,5.0,2.9589999999999748,Total infected,Without screening
5,6.0,3.8579000000000008,Total infected,Without screening
6,7.0,4.532499999999999,Total infected,Without screening
7,8.0,5.015000000000015,Total infected,Without screening
8,9.0,5.890899999999988,Total infected,Without screening
9,10.0,7.0441000000000145,Total infected,Without screening
10,11.0,8.290300000000002,Total infected,Without screening
11,12.0,9.79079999999999,Total infected,Without screening
12,13.0,11.472499999999997,Total infected,Without screening
13,14.0,12.6036,Total infected,Without screening
14,15.0,13.409400000000005,Total infected,Without screening
15,16.0,14.698699999999974,Total infected,Without screening
16,17.0,16.238200000000006,Total infected,Without screening
17,18.0,17.963900000000024,Total infected,Without screening
18,19.0,19.847800000000007,Total infected,Without screening
19,20.0,22.02800000000002,Total infected,Without screening
20,21.0,23.529500000000013,Total infected,Without screening
21,22.0,24.587500000000006,Total infected,Without screening
22,23.0,26.206199999999995,Total infected,Without screening
23,24.0,28.15010000000001,Total infected,Without screening
24,25.0,30.373400000000004,Total infected,Without screening
25,26.0,32.8989,Total infected,Without screening
26,27.0,35.49449999999999,Total infected,Without screening
27,28.0,37.41739999999999,Total infected,Without screening
28,29.0,38.81880000000001,Total infected,Without screening
29,30.0,40.921899999999994,Total infected,Without screening
30,31.0,43.401399999999995,Total infected,Without screening
31,32.0,46.105199999999996,Total infected,Without screening
32,33.0,49.048100000000005,Total infected,Without screening
33,34.0,52.36340000000001,Total infected,Without screening
34,35.0,54.63669999999999,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.241199999999992,Total infected,Screening 25%
37,3.0,1.6466000000000065,Total infected,Screening 25%
38,4.0,2.174199999999985,Total infected,Screening 25%
39,5.0,2.737799999999993,Total infected,Screening 25%
40,6.0,3.3303999999999974,Total infected,Screening 25%
41,7.0,3.788899999999984,Total infected,Screening 25%
42,8.0,4.104100000000017,Total infected,Screening 25%
43,9.0,4.594599999999957,Total infected,Screening 25%
44,10.0,5.2391999999999825,Total infected,Screening 25%
45,11.0,6.034999999999997,Total infected,Screening 25%
46,12.0,6.7047000000000025,Total infected,Screening 25%
47,13.0,7.318299999999994,Total infected,Screening 25%
48,14.0,7.7797999999999945,Total infected,Screening 25%
49,15.0,8.093100000000021,Total infected,Screening 25%
50,16.0,8.537600000000026,Total infected,Screening 25%
51,17.0,9.064000000000021,Total infected,Screening 25%
52,18.0,9.608699999999999,Total infected,Screening 25%
53,19.0,10.139199999999988,Total infected,Screening 25%
54,20.0,10.61869999999999,Total infected,Screening 25%
55,21.0,10.971000000000004,Total infected,Screening 25%
56,22.0,11.202200000000005,Total infected,Screening 25%
57,23.0,11.502500000000026,Total infected,Screening 25%
58,24.0,11.856899999999968,Total infected,Screening 25%
59,25.0,12.269199999999984,Total infected,Screening 25%
60,26.0,12.605499999999978,Total infected,Screening 25%
61,27.0,12.899899999999974,Total infected,Screening 25%
62,28.0,13.108099999999979,Total infected,Screening 25%
63,29.0,13.256299999999982,Total infected,Screening 25%
64,30.0,13.490499999999997,Total infected,Screening 25%
65,31.0,13.704700000000003,Total infected,Screening 25%
66,32.0,13.966899999999981,Total infected,Screening 25%
67,33.0,14.198099999999982,Total infected,Screening 25%
68,34.0,14.420299999999997,Total infected,Screening 25%
69,35.0,14.571500000000015,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.211199999999991,Total infected,Screening 50%
72,3.0,1.6236000000000104,Total infected,Screening 50%
73,4.0,2.1621999999999844,Total infected,Screening 50%
74,5.0,2.623599999999982,Total infected,Screening 50%
75,6.0,3.085099999999983,Total infected,Screening 50%
76,7.0,3.4114999999999895,Total infected,Screening 50%
77,8.0,3.6577000000000055,Total infected,Screening 50%
78,9.0,3.9878999999999962,Total infected,Screening 50%
79,10.0,4.389399999999966,Total infected,Screening 50%
80,11.0,4.8738999999999635,Total infected,Screening 50%
81,12.0,5.240300000000019,Total infected,Screening 50%
82,13.0,5.547600000000017,Total infected,Screening 50%
83,14.0,5.7468000000000075,Total infected,Screening 50%
84,15.0,5.908900000000017,Total infected,Screening 50%
85,16.0,6.07710000000003,Total infected,Screening 50%
86,17.0,6.29740000000001,Total infected,Screening 50%
87,18.0,6.493500000000012,Total infected,Screening 50%
88,19.0,6.666599999999988,Total infected,Screening 50%
89,20.0,6.831699999999984,Total infected,Screening 50%
90,21.0,6.943899999999985,Total infected,Screening 50%
91,22.0,7.024000000000029,Total infected,Screening 50%
92,23.0,7.11699999999999,Total infected,Screening 50%
93,24.0,7.212199999999996,Total infected,Screening 50%
94,25.0,7.337399999999974,Total infected,Screening 50%
95,26.0,7.439399999999978,Total infected,Screening 50%
96,27.0,7.5084999999999695,Total infected,Screening 50%
97,28.0,7.559499999999986,Total infected,Screening 50%
98,29.0,7.5976,Total infected,Screening 50%
99,30.0,7.6366999999999905,Total infected,Screening 50%
100,31.0,7.677799999999991,Total infected,Screening 50%
101,32.0,7.7225999999999715,Total infected,Screening 50%
102,33.0,7.767700000000019,Total infected,Screening 50%
103,34.0,7.808900000000023,Total infected,Screening 50%
104,35.0,7.8308999999999855,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.2132000000000005,Total infected,Screening 100%
107,3.0,1.6036000000000001,Total infected,Screening 100%
108,4.0,2.129099999999994,Total infected,Screening 100%
109,5.0,2.5345000000000084,Total infected,Screening 100%
110,6.0,2.8589000000000055,Total infected,Screening 100%
111,7.0,3.0890999999999735,Total infected,Screening 100%
112,8.0,3.240300000000019,Total infected,Screening 100%
113,9.0,3.4125000000000227,Total infected,Screening 100%
114,10.0,3.5655999999999892,Total infected,Screening 100%
115,11.0,3.7276999999999987,Total infected,Screening 100%
116,12.0,3.8798000000000172,Total infected,Screening 100%
117,13.0,4.00090000000003,Total infected,Screening 100%
118,14.0,4.071100000000001,Total infected,Screening 100%
119,15.0,4.111999999999995,Total infected,Screening 100%
120,16.0,4.158100000000019,Total infected,Screening 100%
121,17.0,4.213300000000004,Total infected,Screening 100%
122,18.0,4.265300000000025,Total infected,Screening 100%
123,19.0,4.299299999999988,Total infected,Screening 100%
124,20.0,4.333300000000008,Total infected,Screening 100%
