day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457074	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457074	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
2	123457074	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
3	123457074	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
4	123457074	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
5	123457074	214	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	2	[]	0	0
6	123457074	212	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	7	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0
7	123457074	212	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	7	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	1
8	123457074	212	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0
9	123457074	210	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	2
10	123457074	203	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	2
11	123457074	201	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	2
12	123457074	195	12	5	4	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	3
13	123457074	195	8	8	5	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	3
14	123457074	195	4	9	8	0	0	0	0	0	0	0	0	0	0	0	0	120	9	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	2
15	123457074	187	4	3	4	5	1	8	4	0	0	0	0	0	0	0	0	199	11	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	4	[1B]	1	2
16	123457074	184	6	3	5	5	1	6	6	0	0	0	0	0	0	0	0	199	12	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	4	[1B]	1	3
17	123457074	181	8	3	6	5	0	6	7	0	0	0	0	0	0	0	0	199	12	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	4	[1B]	1	3
18	123457074	176	8	8	6	5	0	6	7	0	0	0	0	0	0	0	0	199	12	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	5	[1B]	1	4
19	123457074	162	19	10	7	5	0	6	7	0	0	0	0	0	0	0	0	199	13	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	5	[1B]	1	5
20	123457074	161	15	13	9	5	0	6	7	0	0	0	0	0	0	0	0	199	13	0	8	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	0	6	[1B]	1	4
21	123457074	147	12	12	9	18	0	6	11	0	0	0	0	0	0	1	0	218	14	1	9	0	1	0	0	0	70	0	0	0	4	0	0	0	0	0	0	0	0	7	[1B 2B]	2	5
22	123457074	133	13	5	10	26	1	12	15	0	0	0	0	0	0	1	0	306	16	1	17	0	1	0	0	0	68	0	0	0	6	0	0	0	0	0	0	0	0	7	[1B 2B 2D]	3	7
23	123457074	127	14	10	10	26	1	9	18	0	0	0	0	0	0	1	0	306	18	1	17	0	1	0	0	0	68	0	0	0	6	0	0	0	0	0	0	0	0	7	[1B 2B 2D]	3	8
24	123457074	121	18	11	11	26	1	7	20	0	0	0	0	0	0	1	0	306	19	1	17	0	1	0	0	0	68	0	0	0	6	0	0	0	0	0	0	0	0	7	[1B 2B 2D]	3	8
25	123457074	109	27	13	12	26	0	8	20	0	0	0	0	0	0	1	0	306	19	1	17	0	1	0	0	0	68	0	0	0	6	0	0	0	0	0	0	0	0	8	[1B 2B 2D]	3	9
26	123457074	85	29	18	11	33	5	8	25	0	0	0	0	0	0	2	0	325	19	2	20	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	8	[1B 2B 2D 1A]	4	9
27	123457074	85	18	26	14	33	4	9	25	0	0	0	0	0	0	2	0	344	19	2	20	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	8	[1B 2B 2D 1A]	4	10
28	123457074	85	13	23	22	33	3	10	25	0	0	0	0	0	0	1	1	344	20	2	20	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	8	[1B 2B 2D 1A]	4	10
29	123457074	62	13	9	23	49	5	22	31	0	0	0	0	0	0	1	1	445	22	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	8	[2B 2D 1A 1D 2A 3B]	6	9
30	123457074	60	14	10	23	49	5	20	33	0	0	0	0	0	0	1	1	445	23	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	8	[2B 2D 1A 1D 2A 3B]	6	9
31	123457074	50	22	10	25	49	4	19	35	0	0	0	0	0	0	1	1	445	23	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	8	[2B 2D 1A 1D 2A 3B]	6	9
32	123457074	42	23	17	25	49	3	16	39	0	0	0	0	0	0	1	1	445	24	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	9	[2B 2D 1A 1D 2A 3B]	6	10
33	123457074	40	17	23	27	49	2	13	43	0	0	0	0	0	0	1	1	445	24	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	9	[2B 2D 1A 1D 2A 3B]	6	9
34	123457074	40	13	24	30	49	1	12	45	0	0	0	0	0	0	0	2	445	24	2	34	0	2	0	0	0	62	0	0	0	12	0	0	0	0	0	0	0	0	9	[2B 2D 1A 1D 2A 3B]	6	8
35	123457074	53	7	28	37	36	0	12	42	0	0	0	0	0	0	0	1	445	24	2	34	0	2	0	0	0	64	0	0	0	10	0	0	0	0	0	0	0	0	9	[2D 1A 1D 2A 3B]	5	8
36	123457074	44	0	0	28	45	6	36	56	0	0	0	0	0	0	0	1	504	24	2	45	0	2	0	0	0	58	0	0	0	16	0	0	0	0	0	0	0	0	9	[1A 1D 2A 3B 1C 2C 3C 3D]	8	8
37	123457074	44	0	0	28	45	5	32	61	0	0	0	0	0	0	0	1	504	24	2	45	0	2	0	0	0	58	0	0	0	16	0	0	0	0	0	0	0	0	9	[1A 1D 2A 3B 1C 2C 3C 3D]	8	8
38	123457074	44	0	0	28	45	2	32	64	0	0	0	0	0	0	0	1	504	24	2	45	0	2	0	0	0	58	0	0	0	16	0	0	0	0	0	0	0	0	9	[1A 1D 2A 3B 1C 2C 3C 3D]	8	7
39	123457074	44	0	0	28	45	2	27	69	0	0	0	0	0	0	0	1	504	24	2	45	0	2	0	0	0	58	0	0	0	16	0	0	0	0	0	0	0	0	9	[1A 1D 2A 3B 1C 2C 3C 3D]	8	7
40	123457074	51	0	0	39	38	2	21	65	0	0	0	0	0	0	0	0	504	24	2	45	0	2	0	0	0	60	0	0	0	14	0	0	0	0	0	0	0	0	9	[1D 2A 3B 1C 2C 3C 3D]	7	6
41	123457074	51	0	0	39	38	1	18	69	0	0	0	0	0	0	0	0	504	24	2	45	0	2	0	0	0	60	0	0	0	14	0	0	0	0	0	0	0	0	9	[1D 2A 3B 1C 2C 3C 3D]	7	6
42	123457074	51	0	0	39	38	1	16	71	0	0	0	0	0	0	0	0	504	24	2	45	0	2	0	0	0	60	0	0	0	14	0	0	0	0	0	0	0	0	9	[1D 2A 3B 1C 2C 3C 3D]	7	6
43	123457074	72	0	0	72	17	1	12	42	0	0	0	0	0	0	0	0	544	25	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	4
44	123457074	72	0	0	72	17	1	11	43	0	0	0	0	0	0	0	0	544	25	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	3
45	123457074	72	0	0	72	17	0	8	47	0	0	0	0	0	0	0	0	544	26	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	3
46	123457074	72	0	0	72	17	0	7	48	0	0	0	0	0	0	0	0	544	26	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	3
47	123457074	72	0	0	72	17	0	7	48	0	0	0	0	0	0	0	0	544	26	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	3
48	123457074	72	0	0	72	17	0	5	50	0	0	0	0	0	0	0	0	544	26	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	2
49	123457074	72	0	0	72	17	0	5	50	0	0	0	0	0	0	0	0	544	27	2	45	0	2	0	0	0	66	0	0	0	8	0	0	0	0	0	0	0	0	9	[1C 2C 3C 3D]	4	2
50	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	29	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
51	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	29	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
52	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	30	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
53	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	30	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
54	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	32	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
55	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	32	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
56	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	604	32	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
57	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	664	32	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
58	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	664	32	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
59	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	664	33	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
60	123457074	88	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	664	35	2	45	0	2	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	10	[]	0	0
