,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.0001683333333333555,Total infected,0%
2,3.0,0.0008416666666666591,Total infected,0%
3,4.0,0.0017674999999999367,Total infected,0%
4,5.0,0.0042087499999999755,Total infected,0%
5,6.0,0.0074075000000000555,Total infected,0%
6,7.0,0.010605833333333337,Total infected,0%
7,8.0,0.013131250000000113,Total infected,0%
8,9.0,0.018771249999999996,Total infected,0%
9,10.0,0.025715416666666612,Total infected,0%
10,11.0,0.03661624999999991,Total infected,0%
11,12.0,0.04920041666666665,Total infected,0%
12,13.0,0.06397291666666666,Total infected,0%
13,14.0,0.07563125,Total infected,0%
14,15.0,0.08430124999999992,Total infected,0%
15,16.0,0.09877916666666664,Total infected,0%
16,17.0,0.11717166666666662,Total infected,0%
17,18.0,0.1398991666666666,Total infected,0%
18,19.0,0.16624583333333323,Total infected,0%
19,20.0,0.19856916666666655,Total infected,0%
20,21.0,0.2200337500000001,Total infected,0%
21,22.0,0.23564833333333332,Total infected,0%
22,23.0,0.2608166666666667,Total infected,0%
23,24.0,0.2906983333333335,Total infected,0%
24,25.0,0.3240320833333333,Total infected,0%
25,26.0,0.35866999999999993,Total infected,0%
26,27.0,0.3970116666666667,Total infected,0%
27,28.0,0.42335875,Total infected,0%
28,29.0,0.44431833333333337,Total infected,0%
29,30.0,0.4726012500000001,Total infected,0%
30,31.0,0.5063970833333333,Total infected,0%
31,32.0,0.5387208333333332,Total infected,0%
32,33.0,0.5720116666666666,Total infected,0%
33,34.0,0.6054291666666667,Total infected,0%
34,35.0,0.6299662500000001,Total infected,0%
35,36.0,0.6479379166666667,Total infected,0%
36,37.0,0.6688979166666668,Total infected,0%
37,38.0,0.6906141666666666,Total infected,0%
38,39.0,0.71064875,Total infected,0%
39,40.0,0.7308920833333334,Total infected,0%
40,41.0,0.7498316666666667,Total infected,0%
41,42.0,0.7627104166666666,Total infected,0%
42,43.0,0.7730633333333333,Total infected,0%
43,44.0,0.78535375,Total infected,0%
44,45.0,0.7973908333333333,Total infected,0%
45,46.0,0.80968,Total infected,0%
46,47.0,0.8195287499999999,Total infected,0%
47,48.0,0.8308083333333334,Total infected,0%
48,49.0,0.8384679166666668,Total infected,0%
49,50.0,0.84322375,Total infected,0%
50,51.0,0.8499995833333334,Total infected,0%
51,52.0,0.8571966666666667,Total infected,0%
52,53.0,0.8637204166666667,Total infected,0%
53,54.0,0.869655,Total infected,0%
54,55.0,0.8760945833333333,Total infected,0%
55,56.0,0.8797558333333334,Total infected,0%
56,57.0,0.8829129166666667,Total infected,0%
57,58.0,0.8872054166666667,Total infected,0%
58,59.0,0.89133,Total infected,0%
59,60.0,0.8951179166666667,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.0002337962962962942,Total infected,10%
62,3.0,0.0010287037037036418,Total infected,10%
63,4.0,0.0022912037037037094,Total infected,10%
64,5.0,0.004349074074074103,Total infected,10%
65,6.0,0.007996759259259191,Total infected,10%
66,7.0,0.011317129629629653,Total infected,10%
67,8.0,0.013140740740740906,Total infected,10%
68,9.0,0.017489814814814746,Total infected,10%
69,10.0,0.02417685185185179,Total infected,10%
70,11.0,0.03245416666666677,Total infected,10%
71,12.0,0.04433240740740735,Total infected,10%
72,13.0,0.05859537037037049,Total infected,10%
73,14.0,0.06911712962962956,Total infected,10%
74,15.0,0.07804953703703703,Total infected,10%
75,16.0,0.09231203703703707,Total infected,10%
76,17.0,0.11153194444444434,Total infected,10%
77,18.0,0.13486759259259265,Total infected,10%
78,19.0,0.16077453703703723,Total infected,10%
79,20.0,0.18859861111111112,Total infected,10%
80,21.0,0.2102032407407407,Total infected,10%
81,22.0,0.22554259259259254,Total infected,10%
82,23.0,0.2468666666666666,Total infected,10%
83,24.0,0.27300787037037044,Total infected,10%
84,25.0,0.3019546296296297,Total infected,10%
85,26.0,0.333473611111111,Total infected,10%
86,27.0,0.3638231481481482,Total infected,10%
87,28.0,0.3844467592592593,Total infected,10%
88,29.0,0.399224074074074,Total infected,10%
89,30.0,0.4219046296296296,Total infected,10%
90,31.0,0.4486532407407407,Total infected,10%
91,32.0,0.4749347222222222,Total infected,10%
92,33.0,0.5054712962962962,Total infected,10%
93,34.0,0.5323134259259259,Total infected,10%
94,35.0,0.5521421296296297,Total infected,10%
95,36.0,0.567386574074074,Total infected,10%
96,37.0,0.5863259259259259,Total infected,10%
97,38.0,0.6067152777777778,Total infected,10%
98,39.0,0.6294893518518518,Total infected,10%
99,40.0,0.6509074074074074,Total infected,10%
100,41.0,0.672325462962963,Total infected,10%
101,42.0,0.6872430555555555,Total infected,10%
102,43.0,0.6988865740740741,Total infected,10%
103,44.0,0.7124486111111111,Total infected,10%
104,45.0,0.7271328703703703,Total infected,10%
105,46.0,0.7421439814814815,Total infected,10%
106,47.0,0.7554250000000001,Total infected,10%
107,48.0,0.7685657407407407,Total infected,10%
108,49.0,0.7790407407407408,Total infected,10%
109,50.0,0.7859615740740741,Total infected,10%
110,51.0,0.7941916666666666,Total infected,10%
111,52.0,0.8033578703703704,Total infected,10%
112,53.0,0.8122893518518518,Total infected,10%
113,54.0,0.8224370370370371,Total infected,10%
114,55.0,0.8314162037037037,Total infected,10%
115,56.0,0.8380097222222221,Total infected,10%
116,57.0,0.8417504629629631,Total infected,10%
117,58.0,0.8477833333333332,Total infected,10%
118,59.0,0.8538625000000001,Total infected,10%
119,60.0,0.8598486111111112,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.0003506944444444413,Total infected,40%
122,3.0,0.0009819444444444751,Total infected,40%
123,4.0,0.0021743055555554966,Total infected,40%
124,5.0,0.004068750000000065,Total infected,40%
125,6.0,0.006874305555555595,Total infected,40%
126,7.0,0.009118749999999941,Total infected,40%
127,8.0,0.010802083333333299,Total infected,40%
128,9.0,0.014170138888888949,Total infected,40%
129,10.0,0.017957638888888953,Total infected,40%
130,11.0,0.023218055555555575,Total infected,40%
131,12.0,0.03079375000000005,Total infected,40%
132,13.0,0.04033402777777775,Total infected,40%
133,14.0,0.046086111111110974,Total infected,40%
134,15.0,0.050645833333333376,Total infected,40%
135,16.0,0.05899305555555539,Total infected,40%
136,17.0,0.0693743055555556,Total infected,40%
137,18.0,0.0806680555555555,Total infected,40%
138,19.0,0.09420624999999995,Total infected,40%
139,20.0,0.1076041666666667,Total infected,40%
140,21.0,0.1188979166666667,Total infected,40%
141,22.0,0.12612222222222216,Total infected,40%
142,23.0,0.13909930555555552,Total infected,40%
