day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456862	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456862	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
2	123456862	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	0
3	123456862	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
4	123456862	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
5	123456862	230	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
6	123456862	230	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
7	123456862	230	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
8	123456862	222	9	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
9	123456862	220	7	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	1
10	123456862	214	11	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[]	0	2
11	123456862	206	16	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	3
12	123456862	197	21	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	[]	0	4
13	123456862	196	17	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	3
14	123456862	196	10	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	4
15	123456862	177	28	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	46	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	4
16	123456862	171	24	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	45	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	5
17	123456862	162	28	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	44	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	5
18	123456862	156	21	13	10	0	7	13	18	0	0	0	0	0	0	2	0	38	16	2	13	0	2	43	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[3C 1B]	2	5
19	123456862	151	21	15	13	0	5	13	20	0	0	0	0	0	0	2	0	38	16	2	13	0	2	43	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[3C 1B]	2	6
20	123456862	151	13	10	6	0	6	20	31	0	0	0	0	0	0	3	0	57	17	3	19	0	3	43	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	[3C 1B 2B]	3	6
21	123456862	150	10	12	8	0	5	19	33	0	0	0	0	0	0	2	1	57	18	3	19	0	3	43	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	6
22	123456862	138	20	13	9	0	4	19	34	0	0	0	0	0	0	2	1	57	18	3	19	0	3	43	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	6
23	123456862	126	26	18	10	0	3	18	36	0	0	0	0	0	0	2	1	57	19	3	19	0	3	43	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	6
24	123456862	118	27	24	11	0	2	18	37	0	0	0	0	0	0	2	1	57	19	3	19	0	3	43	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	7
25	123456862	113	26	25	16	0	1	18	38	0	0	0	0	0	0	1	2	57	19	3	19	0	3	42	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	7
26	123456862	111	22	27	20	0	0	16	41	0	0	0	0	0	0	1	2	57	19	3	19	0	3	42	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	8
27	123456862	111	18	28	23	0	0	13	44	0	0	0	0	0	0	1	2	57	19	3	19	0	3	42	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	8
28	123456862	111	13	31	25	0	0	12	45	0	0	0	0	0	0	1	2	57	22	3	19	0	3	42	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B]	3	8
29	123456862	105	11	22	22	0	3	19	54	0	0	0	0	0	0	2	2	76	22	4	28	0	4	41	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B 2C]	4	7
30	123456862	97	17	21	25	0	3	16	57	0	0	0	0	0	0	2	2	76	23	4	28	0	4	41	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B 2C]	4	8
31	123456862	92	15	24	29	0	2	15	59	0	0	0	0	0	0	2	2	76	24	4	28	0	4	40	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[3C 1B 2B 2C]	4	7
32	123456862	86	15	25	74	0	2	8	28	0	0	0	0	0	0	1	1	76	25	4	28	0	4	39	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[2B 2C]	2	5
33	123456862	86	9	4	61	0	7	22	47	0	0	0	0	0	0	3	1	114	25	6	44	0	6	39	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[2B 2C 1A 1C]	4	5
34	123456862	86	6	6	82	0	3	24	30	0	0	0	0	0	0	1	2	114	25	6	44	0	6	39	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[2C 1A 1C]	3	6
35	123456862	86	4	6	84	0	1	23	33	0	0	0	0	0	0	1	2	114	26	6	44	0	6	39	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[2C 1A 1C]	3	6
36	123456862	74	13	8	85	0	1	20	36	0	0	0	0	0	0	1	2	114	26	6	44	0	6	38	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	5	[2C 1A 1C]	3	7
37	123456862	64	18	13	85	0	0	15	42	0	0	0	0	0	0	1	2	114	26	6	44	0	6	36	4	3	7	0	0	0	0	0	0	0	0	0	0	0	0	5	[2C 1A 1C]	3	7
38	123456862	44	30	19	87	0	0	13	44	0	0	0	0	0	0	1	2	114	26	6	44	0	6	34	5	4	7	0	0	0	0	0	0	0	0	0	0	0	0	6	[2C 1A 1C]	3	8
39	123456862	25	41	23	91	0	0	10	47	0	0	0	0	0	0	1	2	114	26	6	44	0	6	34	5	3	8	0	0	0	0	0	0	0	0	0	0	0	0	6	[2C 1A 1C]	3	8
40	123456862	10	45	33	92	0	0	10	47	0	0	0	0	0	0	1	2	114	26	6	44	0	6	34	4	3	9	0	0	0	0	0	0	0	0	0	0	0	0	6	[2C 1A 1C]	3	8
41	123456862	10	24	53	93	0	0	8	49	0	0	0	0	0	0	1	2	114	26	6	44	0	6	34	2	5	9	0	0	0	0	0	0	0	0	0	0	0	0	6	[2C 1A 1C]	3	8
42	123456862	10	10	47	93	0	4	17	55	0	0	0	0	0	0	2	2	133	26	7	55	0	7	34	2	5	9	0	0	0	0	0	0	0	0	0	0	0	0	6	[2C 1A 1C 2A]	4	8
43	123456862	1	16	43	120	0	3	14	40	0	0	0	0	0	0	1	2	133	28	7	55	0	7	33	2	6	9	0	0	0	0	0	0	0	0	0	0	0	0	6	[1A 1C 2A]	3	7
44	123456862	0	10	33	117	1	5	24	46	0	0	1	0	0	0	1	2	152	29	7	63	1	7	32	2	6	10	0	0	0	0	0	0	0	0	0	0	0	0	6	[1A 1C 2A 1D]	4	7
45	123456862	0	7	33	120	1	5	22	48	0	0	0	1	0	0	0	3	152	29	7	63	1	7	32	2	6	10	0	0	0	0	0	0	0	0	0	0	0	0	6	[1A 1C 2A 1D]	4	6
46	123456862	0	7	29	124	1	4	20	51	0	0	0	1	0	0	0	3	152	29	7	63	1	7	30	4	5	11	0	0	0	0	0	0	0	0	0	0	0	0	6	[1A 1C 2A 1D]	4	6
47	123456862	0	6	25	169	1	3	18	16	0	0	0	1	0	0	0	1	152	29	7	63	1	7	30	4	5	11	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D]	2	5
48	123456862	0	3	13	164	1	2	26	28	0	0	0	1	0	0	1	1	171	29	8	71	1	8	30	3	6	11	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
49	123456862	0	2	12	166	1	2	26	28	0	0	0	1	0	0	1	1	171	29	8	71	1	8	30	2	7	11	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
50	123456862	0	1	12	167	1	2	23	31	0	0	0	1	0	0	1	1	171	29	8	71	1	8	30	2	6	12	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
51	123456862	0	0	10	170	1	1	21	34	0	0	0	1	0	0	1	1	171	29	8	71	1	8	30	2	6	12	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
52	123456862	0	0	8	172	1	1	18	37	0	0	0	1	0	0	1	1	171	30	8	71	1	8	30	2	6	12	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
53	123456862	0	0	8	172	1	0	16	40	0	0	0	1	0	0	1	1	171	30	8	71	1	8	30	1	7	12	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
54	123456862	0	0	7	173	1	0	12	44	0	0	0	1	0	0	1	1	171	30	8	71	1	8	30	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
55	123456862	0	0	5	175	1	0	10	46	0	0	0	1	0	0	0	2	171	31	8	71	1	8	30	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	6	[2A 1D 3D]	3	5
56	123456862	0	0	4	196	1	0	7	30	0	0	0	1	0	0	0	1	171	31	8	71	1	8	30	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	6	[1D 3D]	2	4
57	123456862	0	0	3	197	1	0	6	31	0	0	0	1	0	0	0	1	171	31	8	71	1	8	30	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	6	[1D 3D]	2	4
58	123456862	1	0	1	218	0	0	3	16	0	0	0	0	0	0	0	1	171	31	8	71	1	8	30	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	6	[3D]	1	2
59	123456862	1	0	0	219	0	0	3	16	0	0	0	0	0	0	0	1	171	32	8	71	1	8	30	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	6	[3D]	1	1
60	123456862	1	0	0	219	0	0	3	16	0	0	0	0	0	0	0	1	171	33	8	71	1	8	30	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	6	[3D]	1	1
