,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2522000000000162,Total infected,Without screening
2,3.0,1.6676999999999964,Total infected,Without screening
3,4.0,2.3403999999999883,Total infected,Without screening
4,5.0,3.1311000000000035,Total infected,Without screening
5,6.0,4.0911000000000115,Total infected,Without screening
6,7.0,4.770700000000005,Total infected,Without screening
7,8.0,5.272300000000001,Total infected,Without screening
8,9.0,6.185200000000009,Total infected,Without screening
9,10.0,7.261200000000002,Total infected,Without screening
10,11.0,8.543599999999998,Total infected,Without screening
11,12.0,9.997000000000014,Total infected,Without screening
12,13.0,11.5856,Total infected,Without screening
13,14.0,12.7637,Total infected,Without screening
14,15.0,13.595499999999987,Total infected,Without screening
15,16.0,14.820799999999991,Total infected,Without screening
16,17.0,16.289299999999997,Total infected,Without screening
17,18.0,17.913899999999984,Total infected,Without screening
18,19.0,19.657700000000006,Total infected,Without screening
19,20.0,21.703699999999998,Total infected,Without screening
20,21.0,23.143200000000007,Total infected,Without screening
21,22.0,24.1772,Total infected,Without screening
22,23.0,25.6456,Total infected,Without screening
23,24.0,27.45750000000001,Total infected,Without screening
24,25.0,29.4675,Total infected,Without screening
25,26.0,31.726799999999997,Total infected,Without screening
26,27.0,34.0471,Total infected,Without screening
27,28.0,35.805800000000005,Total infected,Without screening
28,29.0,36.994,Total infected,Without screening
29,30.0,38.86790000000002,Total infected,Without screening
30,31.0,41.06400000000002,Total infected,Without screening
31,32.0,43.574600000000004,Total infected,Without screening
32,33.0,46.202200000000005,Total infected,Without screening
33,34.0,48.96289999999999,Total infected,Without screening
34,35.0,50.992999999999995,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1882000000000232,Total infected,Screening 25%
37,3.0,1.4955000000000211,Total infected,Screening 25%
38,4.0,1.906000000000006,Total infected,Screening 25%
39,5.0,2.4054000000000144,Total infected,Screening 25%
40,6.0,3.033100000000019,Total infected,Screening 25%
41,7.0,3.4906000000000006,Total infected,Screening 25%
42,8.0,3.796900000000022,Total infected,Screening 25%
43,9.0,4.354299999999995,Total infected,Screening 25%
44,10.0,4.877900000000011,Total infected,Screening 25%
45,11.0,5.45040000000003,Total infected,Screening 25%
46,12.0,5.98599999999999,Total infected,Screening 25%
47,13.0,6.513599999999997,Total infected,Screening 25%
48,14.0,6.9088999999999885,Total infected,Screening 25%
49,15.0,7.218200000000024,Total infected,Screening 25%
50,16.0,7.693599999999975,Total infected,Screening 25%
51,17.0,8.079000000000008,Total infected,Screening 25%
52,18.0,8.4435,Total infected,Screening 25%
53,19.0,8.8159,Total infected,Screening 25%
54,20.0,9.184200000000004,Total infected,Screening 25%
55,21.0,9.464499999999987,Total infected,Screening 25%
56,22.0,9.648600000000016,Total infected,Screening 25%
57,23.0,9.938999999999993,Total infected,Screening 25%
58,24.0,10.172200000000004,Total infected,Screening 25%
59,25.0,10.408399999999972,Total infected,Screening 25%
60,26.0,10.651600000000002,Total infected,Screening 25%
61,27.0,10.896900000000016,Total infected,Screening 25%
62,28.0,11.052999999999997,Total infected,Screening 25%
63,29.0,11.16409999999999,Total infected,Screening 25%
64,30.0,11.366399999999999,Total infected,Screening 25%
65,31.0,11.5505,Total infected,Screening 25%
66,32.0,11.69580000000002,Total infected,Screening 25%
67,33.0,11.8579,Total infected,Screening 25%
68,34.0,12.0471,Total infected,Screening 25%
69,35.0,12.160300000000007,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2241999999999962,Total infected,Screening 50%
72,3.0,1.4824999999999875,Total infected,Screening 50%
73,4.0,1.7799000000000262,Total infected,Screening 50%
74,5.0,2.1792000000000087,Total infected,Screening 50%
75,6.0,2.6126000000000147,Total infected,Screening 50%
76,7.0,2.9279000000000224,Total infected,Screening 50%
77,8.0,3.151200000000017,Total infected,Screening 50%
78,9.0,3.5615999999999985,Total infected,Screening 50%
79,10.0,3.866899999999987,Total infected,Screening 50%
80,11.0,4.165299999999974,Total infected,Screening 50%
81,12.0,4.3974999999999795,Total infected,Screening 50%
82,13.0,4.648599999999988,Total infected,Screening 50%
83,14.0,4.81989999999999,Total infected,Screening 50%
84,15.0,4.95089999999999,Total infected,Screening 50%
85,16.0,5.138999999999982,Total infected,Screening 50%
86,17.0,5.304299999999984,Total infected,Screening 50%
87,18.0,5.43040000000002,Total infected,Screening 50%
88,19.0,5.564600000000041,Total infected,Screening 50%
89,20.0,5.680700000000002,Total infected,Screening 50%
90,21.0,5.761800000000022,Total infected,Screening 50%
91,22.0,5.824799999999982,Total infected,Screening 50%
92,23.0,5.925900000000013,Total infected,Screening 50%
93,24.0,6.006,Total infected,Screening 50%
94,25.0,6.06110000000001,Total infected,Screening 50%
95,26.0,6.123100000000022,Total infected,Screening 50%
96,27.0,6.1802000000000135,Total infected,Screening 50%
97,28.0,6.214200000000034,Total infected,Screening 50%
98,29.0,6.253300000000024,Total infected,Screening 50%
99,30.0,6.305300000000017,Total infected,Screening 50%
100,31.0,6.335300000000018,Total infected,Screening 50%
101,32.0,6.361500000000007,Total infected,Screening 50%
102,33.0,6.3884000000000185,Total infected,Screening 50%
103,34.0,6.4135000000000275,Total infected,Screening 50%
104,35.0,6.428500000000042,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.222200000000015,Total infected,Screening 100%
107,3.0,1.3663999999999703,Total infected,Screening 100%
108,4.0,1.4975000000000307,Total infected,Screening 100%
109,5.0,1.6056000000000097,Total infected,Screening 100%
110,6.0,1.6827000000000112,Total infected,Screening 100%
111,7.0,1.7247000000000128,Total infected,Screening 100%
112,8.0,1.7627999999999702,Total infected,Screening 100%
113,9.0,1.821799999999996,Total infected,Screening 100%
114,10.0,1.866899999999987,Total infected,Screening 100%
115,11.0,1.9070000000000107,Total infected,Screening 100%
116,12.0,1.9210000000000207,Total infected,Screening 100%
117,13.0,1.9470000000000027,Total infected,Screening 100%
118,14.0,1.9700000000000273,Total infected,Screening 100%
119,15.0,1.9850000000000136,Total infected,Screening 100%
120,16.0,1.9960000000000093,Total infected,Screening 100%
121,17.0,2.002999999999986,Total infected,Screening 100%
122,18.0,2.0080000000000098,Total infected,Screening 100%
123,19.0,2.015000000000015,Total infected,Screening 100%
124,20.0,2.018999999999977,Total infected,Screening 100%
125,21.0,2.0219999999999914,Total infected,Screening 100%
126,22.0,2.025000000000034,Total infected,Screening 100%
127,23.0,2.0250000000000057,Total infected,Screening 100%
128,24.0,2.02800000000002,Total infected,Screening 100%
129,25.0,2.0289999999999964,Total infected,Screening 100%
130,26.0,2.0289999999999964,Total infected,Screening 100%
131,27.0,2.0289999999999964,Total infected,Screening 100%
132,28.0,2.030000000000001,Total infected,Screening 100%
133,29.0,2.031000000000006,Total infected,Screening 100%
134,30.0,2.031099999999981,Total infected,Screening 100%
135,31.0,2.031099999999981,Total infected,Screening 100%
136,32.0,2.031099999999981,Total infected,Screening 100%
137,33.0,2.031099999999981,Total infected,Screening 100%
138,34.0,2.031099999999981,Total infected,Screening 100%
