,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
62,3.0,0.9610571428571412,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
63,4.0,1.2834142857142865,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
64,5.0,1.869878571428578,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
65,6.0,2.6454357142857203,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
66,7.0,3.5721500000000015,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
67,8.0,4.622242857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
68,9.0,5.5729999999999995,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
69,10.0,6.2535142857142825,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
70,11.0,7.009742857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
71,12.0,8.007735714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
72,13.0,9.007014285714282,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
73,14.0,9.896214285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
74,15.0,10.65387857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
75,16.0,11.225171428571429,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
76,17.0,11.612942857142862,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
77,18.0,11.85942857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
78,19.0,11.897364285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
79,20.0,11.697542857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
80,21.0,11.277414285714283,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
81,22.0,10.650728571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
82,23.0,10.041228571428567,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
83,24.0,9.609942857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
84,25.0,9.046385714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
85,26.0,8.210564285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
86,27.0,7.296307142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
87,28.0,6.371885714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
88,29.0,5.463350000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
89,30.0,4.702257142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
90,31.0,4.16202857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
91,32.0,3.6378428571428567,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
92,33.0,3.0561142857142887,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
93,34.0,2.5217571428571444,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
94,35.0,2.0702857142857147,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
95,36.0,1.6862357142857147,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
96,37.0,1.3737499999999991,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
97,38.0,1.1566000000000014,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
98,39.0,0.9798142857142875,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
99,40.0,0.820064285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
100,41.0,0.6875142857142862,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
101,42.0,0.5750071428571439,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
102,43.0,0.4876928571428566,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
103,44.0,0.4224214285714294,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
104,45.0,0.37217857142857114,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
105,46.0,0.32564999999999805,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
106,47.0,0.28027142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
107,48.0,0.24077142857142877,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
108,49.0,0.20827857142857092,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
109,50.0,0.1766428571428581,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
110,51.0,0.14872857142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
111,52.0,0.128542857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
112,53.0,0.11237142857142957,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
113,54.0,0.09419285714285561,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
114,55.0,0.07399999999999807,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
115,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
116,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
117,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
295,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
296,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
297,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
298,3.0,0.8379642857142804,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
299,4.0,1.0881714285714281,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
300,5.0,1.576435714285716,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
301,6.0,2.2180071428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
302,7.0,2.9577714285714274,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
303,8.0,3.8107642857142867,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
304,9.0,4.591042857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
305,10.0,5.158750000000001,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
306,11.0,5.79974285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
307,12.0,6.635128571428575,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
308,13.0,7.520328571428576,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
309,14.0,8.395935714285717,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
310,15.0,9.18880714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
311,16.0,9.801457142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
312,17.0,10.232035714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
313,18.0,10.569142857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
314,19.0,10.748635714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
315,20.0,10.67692142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
316,21.0,10.384907142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
317,22.0,9.892207142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
318,23.0,9.391635714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
319,24.0,9.022892857142855,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
320,25.0,8.51960714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
321,26.0,7.777564285714282,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
322,27.0,6.960792857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
323,28.0,6.123400000000002,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
324,29.0,5.278557142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
325,30.0,4.561121428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
326,31.0,4.0509642857142865,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
327,32.0,3.545521428571429,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
328,33.0,2.979242857142858,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
329,34.0,2.4669285714285696,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
330,35.0,2.022757142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
331,36.0,1.6457214285714301,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
332,37.0,1.3505571428571432,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
333,38.0,1.1470071428571424,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
334,39.0,0.9825357142857131,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
335,40.0,0.8200642857142829,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
336,41.0,0.6741999999999989,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
337,42.0,0.5485214285714294,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
338,43.0,0.4398785714285711,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
339,44.0,0.3522785714285703,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
340,45.0,0.28614285714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
341,46.0,0.2328928571428597,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
342,47.0,0.1883785714285742,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
343,48.0,0.1531642857142868,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
344,49.0,0.12124285714285624,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
345,50.0,0.09318571428571179,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
346,51.0,0.07529285714285548,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
347,52.0,0.06512857142856936,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
348,53.0,0.0566857142857121,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
349,54.0,0.048957142857141936,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
350,55.0,0.04308571428571538,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
351,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
352,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
353,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
531,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
532,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
533,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
534,3.0,0.3286499999999981,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
535,4.0,0.4262785714285704,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
536,5.0,0.6023500000000013,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
537,6.0,0.8242142857142888,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
538,7.0,1.0625500000000037,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
539,8.0,1.3140571428571457,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
540,9.0,1.5307785714285718,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
541,10.0,1.6870999999999987,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
542,11.0,1.8744714285714312,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
543,12.0,2.1268285714285753,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
544,13.0,2.398521428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
545,14.0,2.686514285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
546,15.0,2.9843928571428564,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
547,16.0,3.2410571428571404,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
548,17.0,3.423414285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
549,18.0,3.593035714285715,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
550,19.0,3.780557142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
551,20.0,3.9683642857142853,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
552,21.0,4.157464285714281,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
553,22.0,4.311057142857139,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
554,23.0,4.40852857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
555,24.0,4.46907857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
556,25.0,4.515885714285713,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
557,26.0,4.544085714285712,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
558,27.0,4.526335714285714,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
559,28.0,4.446314285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
560,29.0,4.337385714285716,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
561,30.0,4.237900000000002,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
562,31.0,4.167764285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
563,32.0,4.0661428571428555,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
564,33.0,3.881628571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
565,34.0,3.650307142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
566,35.0,3.402950000000002,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
567,36.0,3.1482928571428563,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
568,37.0,2.9298642857142836,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
569,38.0,2.7729785714285704,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
570,39.0,2.613792857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
571,40.0,2.4395928571428556,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
572,41.0,2.2638142857142833,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
573,42.0,2.083314285714282,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
574,43.0,1.9113999999999982,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
575,44.0,1.7676785714285712,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
576,45.0,1.6696285714285728,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
577,46.0,1.5684285714285733,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
578,47.0,1.4284285714285725,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
579,48.0,1.2945785714285731,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
580,49.0,1.1733357142857148,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
581,50.0,1.0493785714285722,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
582,51.0,0.9529000000000016,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
583,52.0,0.8800357142857129,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
584,53.0,0.7991571428571405,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
585,54.0,0.7142785714285711,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
586,55.0,0.6374214285714288,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
587,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
588,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
589,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
767,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
