,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.07819999999998117,Total infected derivative,0%,Vaccine Efficacy 100%,Low
1,1.0,0.18039999999999168,Total infected derivative,0%,Vaccine Efficacy 100%,Low
2,2.0,0.4890000000000043,Total infected derivative,0%,Vaccine Efficacy 100%,Low
3,3.0,0.9989500000000078,Total infected derivative,0%,Vaccine Efficacy 100%,Low
4,4.0,1.6673000000000116,Total infected derivative,0%,Vaccine Efficacy 100%,Low
5,5.0,1.7815499999999815,Total infected derivative,0%,Vaccine Efficacy 100%,Low
6,6.0,1.3486999999999796,Total infected derivative,0%,Vaccine Efficacy 100%,Low
7,7.0,2.0801500000000033,Total infected derivative,0%,Vaccine Efficacy 100%,Low
8,8.0,3.6593499999999892,Total infected derivative,0%,Vaccine Efficacy 100%,Low
9,9.0,4.820699999999988,Total infected derivative,0%,Vaccine Efficacy 100%,Low
10,10.0,5.7835500000000195,Total infected derivative,0%,Vaccine Efficacy 100%,Low
11,11.0,6.699400000000026,Total infected derivative,0%,Vaccine Efficacy 100%,Low
12,12.0,6.182400000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Low
13,13.0,4.553100000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Low
14,14.0,5.256450000000015,Total infected derivative,0%,Vaccine Efficacy 100%,Low
15,15.0,7.448900000000009,Total infected derivative,0%,Vaccine Efficacy 100%,Low
16,16.0,8.498000000000005,Total infected derivative,0%,Vaccine Efficacy 100%,Low
17,17.0,8.825599999999994,Total infected derivative,0%,Vaccine Efficacy 100%,Low
18,18.0,8.975899999999982,Total infected derivative,0%,Vaccine Efficacy 100%,Low
19,19.0,7.752550000000014,Total infected derivative,0%,Vaccine Efficacy 100%,Low
20,20.0,5.604299999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
21,21.0,5.818650000000005,Total infected derivative,0%,Vaccine Efficacy 100%,Low
22,22.0,7.441900000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Low
23,23.0,7.929899999999975,Total infected derivative,0%,Vaccine Efficacy 100%,Low
24,24.0,7.721400000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
25,25.0,7.408749999999998,Total infected derivative,0%,Vaccine Efficacy 100%,Low
26,26.0,6.213399999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
27,27.0,4.503950000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
28,28.0,4.4799500000000165,Total infected derivative,0%,Vaccine Efficacy 100%,Low
29,29.0,5.321749999999994,Total infected derivative,0%,Vaccine Efficacy 100%,Low
30,30.0,5.217399999999998,Total infected derivative,0%,Vaccine Efficacy 100%,Low
31,31.0,4.720450000000014,Total infected derivative,0%,Vaccine Efficacy 100%,Low
32,32.0,4.493049999999997,Total infected derivative,0%,Vaccine Efficacy 100%,Low
33,33.0,3.8205499999999972,Total infected derivative,0%,Vaccine Efficacy 100%,Low
34,34.0,2.771550000000005,Total infected derivative,0%,Vaccine Efficacy 100%,Low
35,35.0,2.6463500000000124,Total infected derivative,0%,Vaccine Efficacy 100%,Low
36,36.0,3.0019999999999953,Total infected derivative,0%,Vaccine Efficacy 100%,Low
37,37.0,2.973899999999986,Total infected derivative,0%,Vaccine Efficacy 100%,Low
38,38.0,2.783549999999991,Total infected derivative,0%,Vaccine Efficacy 100%,Low
39,39.0,2.5210500000000025,Total infected derivative,0%,Vaccine Efficacy 100%,Low
40,40.0,2.0331000000000046,Total infected derivative,0%,Vaccine Efficacy 100%,Low
41,41.0,1.4869999999999948,Total infected derivative,0%,Vaccine Efficacy 100%,Low
42,42.0,1.4890000000000043,Total infected derivative,0%,Vaccine Efficacy 100%,Low
43,43.0,1.8636999999999944,Total infected derivative,0%,Vaccine Efficacy 100%,Low
44,44.0,1.948849999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
45,45.0,1.8036500000000046,Total infected derivative,0%,Vaccine Efficacy 100%,Low
46,46.0,1.7174499999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
47,47.0,1.4268,Total infected derivative,0%,Vaccine Efficacy 100%,Low
48,48.0,0.996050000000011,Total infected derivative,0%,Vaccine Efficacy 100%,Low
49,49.0,0.9940500000000014,Total infected derivative,0%,Vaccine Efficacy 100%,Low
50,50.0,1.167349999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
51,51.0,1.1463000000000108,Total infected derivative,0%,Vaccine Efficacy 100%,Low
52,52.0,1.0479999999999876,Total infected derivative,0%,Vaccine Efficacy 100%,Low
53,53.0,0.992999999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
54,54.0,0.8517500000000098,Total infected derivative,0%,Vaccine Efficacy 100%,Low
55,55.0,0.627200000000002,Total infected derivative,0%,Vaccine Efficacy 100%,Low
56,56.0,0.5801499999999891,Total infected derivative,0%,Vaccine Efficacy 100%,Low
57,57.0,0.6913999999999874,Total infected derivative,0%,Vaccine Efficacy 100%,Low
58,58.0,0.757550000000009,Total infected derivative,0%,Vaccine Efficacy 100%,Low
59,59.0,0.7556000000000154,Total infected derivative,0%,Vaccine Efficacy 100%,Low
60,60.0,,Total infected derivative,0%,Vaccine Efficacy 100%,Low
61,0.0,0.07619999999997162,Total infected derivative,10%,Vaccine Efficacy 100%,Low
62,1.0,0.18234999999998536,Total infected derivative,10%,Vaccine Efficacy 100%,Low
63,2.0,0.4568500000000313,Total infected derivative,10%,Vaccine Efficacy 100%,Low
64,3.0,0.8336500000000058,Total infected derivative,10%,Vaccine Efficacy 100%,Low
65,4.0,1.3948999999999785,Total infected derivative,10%,Vaccine Efficacy 100%,Low
66,5.0,1.5110999999999706,Total infected derivative,10%,Vaccine Efficacy 100%,Low
67,6.0,1.0761499999999558,Total infected derivative,10%,Vaccine Efficacy 100%,Low
68,7.0,1.658299999999997,Total infected derivative,10%,Vaccine Efficacy 100%,Low
69,8.0,3.0951500000000465,Total infected derivative,10%,Vaccine Efficacy 100%,Low
70,9.0,4.1672500000000525,Total infected derivative,10%,Vaccine Efficacy 100%,Low
71,10.0,4.9529,Total infected derivative,10%,Vaccine Efficacy 100%,Low
72,11.0,5.704499999999996,Total infected derivative,10%,Vaccine Efficacy 100%,Low
73,12.0,5.213450000000051,Total infected derivative,10%,Vaccine Efficacy 100%,Low
74,13.0,3.807649999999981,Total infected derivative,10%,Vaccine Efficacy 100%,Low
75,14.0,4.5580499999999375,Total infected derivative,10%,Vaccine Efficacy 100%,Low
76,15.0,6.4999500000000126,Total infected derivative,10%,Vaccine Efficacy 100%,Low
77,16.0,7.415900000000008,Total infected derivative,10%,Vaccine Efficacy 100%,Low
78,17.0,7.8437000000000126,Total infected derivative,10%,Vaccine Efficacy 100%,Low
79,18.0,8.032050000000012,Total infected derivative,10%,Vaccine Efficacy 100%,Low
80,19.0,6.941799999999972,Total infected derivative,10%,Vaccine Efficacy 100%,Low
81,20.0,4.96784999999997,Total infected derivative,10%,Vaccine Efficacy 100%,Low
82,21.0,5.155450000000002,Total infected derivative,10%,Vaccine Efficacy 100%,Low
83,22.0,6.7035000000000196,Total infected derivative,10%,Vaccine Efficacy 100%,Low
84,23.0,7.298450000000017,Total infected derivative,10%,Vaccine Efficacy 100%,Low
85,24.0,7.273450000000025,Total infected derivative,10%,Vaccine Efficacy 100%,Low
86,25.0,7.030149999999978,Total infected derivative,10%,Vaccine Efficacy 100%,Low
87,26.0,5.873749999999973,Total infected derivative,10%,Vaccine Efficacy 100%,Low
88,27.0,4.256500000000017,Total infected derivative,10%,Vaccine Efficacy 100%,Low
89,28.0,4.382800000000017,Total infected derivative,10%,Vaccine Efficacy 100%,Low
90,29.0,5.237449999999981,Total infected derivative,10%,Vaccine Efficacy 100%,Low
91,30.0,5.2866499999999945,Total infected derivative,10%,Vaccine Efficacy 100%,Low
92,31.0,5.074200000000033,Total infected derivative,10%,Vaccine Efficacy 100%,Low
93,32.0,4.676349999999971,Total infected derivative,10%,Vaccine Efficacy 100%,Low
94,33.0,3.7645999999999873,Total infected derivative,10%,Vaccine Efficacy 100%,Low
95,34.0,2.6622500000000144,Total infected derivative,10%,Vaccine Efficacy 100%,Low
96,35.0,2.5159500000000037,Total infected derivative,10%,Vaccine Efficacy 100%,Low
97,36.0,2.904849999999996,Total infected derivative,10%,Vaccine Efficacy 100%,Low
98,37.0,2.7325000000000017,Total infected derivative,10%,Vaccine Efficacy 100%,Low
99,38.0,2.438850000000002,Total infected derivative,10%,Vaccine Efficacy 100%,Low
100,39.0,2.234449999999981,Total infected derivative,10%,Vaccine Efficacy 100%,Low
101,40.0,1.7865500000000054,Total infected derivative,10%,Vaccine Efficacy 100%,Low
102,41.0,1.3005500000000012,Total infected derivative,10%,Vaccine Efficacy 100%,Low
103,42.0,1.2796500000000037,Total infected derivative,10%,Vaccine Efficacy 100%,Low
104,43.0,1.579250000000016,Total infected derivative,10%,Vaccine Efficacy 100%,Low
105,44.0,1.6212499999999892,Total infected derivative,10%,Vaccine Efficacy 100%,Low
