,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.07810000000000628,Total infected derivative,0%,Vaccine Efficacy 100%,Low
1,1.0,0.11624999999997954,Total infected derivative,0%,Vaccine Efficacy 100%,Low
2,2.0,0.22444999999999027,Total infected derivative,0%,Vaccine Efficacy 100%,Low
3,3.0,0.4008000000000038,Total infected derivative,0%,Vaccine Efficacy 100%,Low
4,4.0,0.6082499999999982,Total infected derivative,0%,Vaccine Efficacy 100%,Low
5,5.0,0.6503000000000156,Total infected derivative,0%,Vaccine Efficacy 100%,Low
6,6.0,0.5630999999999915,Total infected derivative,0%,Vaccine Efficacy 100%,Low
7,7.0,0.8577000000000226,Total infected derivative,0%,Vaccine Efficacy 100%,Low
8,8.0,1.4499000000000137,Total infected derivative,0%,Vaccine Efficacy 100%,Low
9,9.0,2.009999999999991,Total infected derivative,0%,Vaccine Efficacy 100%,Low
10,10.0,2.5691500000000076,Total infected derivative,0%,Vaccine Efficacy 100%,Low
11,11.0,3.2104499999999803,Total infected derivative,0%,Vaccine Efficacy 100%,Low
12,12.0,3.1303000000000054,Total infected derivative,0%,Vaccine Efficacy 100%,Low
13,13.0,2.266549999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
14,14.0,2.6702999999999975,Total infected derivative,0%,Vaccine Efficacy 100%,Low
15,15.0,3.948849999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
16,16.0,4.977949999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
17,17.0,6.008050000000026,Total infected derivative,0%,Vaccine Efficacy 100%,Low
18,18.0,6.966949999999997,Total infected derivative,0%,Vaccine Efficacy 100%,Low
19,19.0,6.292599999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
20,20.0,4.433899999999994,Total infected derivative,0%,Vaccine Efficacy 100%,Low
21,21.0,4.861699999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
22,22.0,6.545050000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
23,23.0,7.638249999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
24,24.0,8.655299999999997,Total infected derivative,0%,Vaccine Efficacy 100%,Low
25,25.0,9.382750000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Low
26,26.0,8.327700000000007,Total infected derivative,0%,Vaccine Efficacy 100%,Low
27,27.0,5.897850000000005,Total infected derivative,0%,Vaccine Efficacy 100%,Low
28,28.0,5.969949999999997,Total infected derivative,0%,Vaccine Efficacy 100%,Low
29,29.0,7.669299999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
30,30.0,8.286500000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Low
31,31.0,8.612250000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
32,32.0,8.731500000000011,Total infected derivative,0%,Vaccine Efficacy 100%,Low
33,33.0,7.5360999999999905,Total infected derivative,0%,Vaccine Efficacy 100%,Low
34,34.0,5.461949999999987,Total infected derivative,0%,Vaccine Efficacy 100%,Low
35,35.0,5.144300000000015,Total infected derivative,0%,Vaccine Efficacy 100%,Low
36,36.0,6.046049999999994,Total infected derivative,0%,Vaccine Efficacy 100%,Low
37,37.0,6.329599999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
38,38.0,6.40185000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Low
39,39.0,6.272549999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
40,40.0,5.216400000000007,Total infected derivative,0%,Vaccine Efficacy 100%,Low
