,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
61,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
62,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
63,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
64,3.0,0.9642214285714366,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
65,4.0,1.182949999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
66,5.0,1.548099999999997,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
67,6.0,2.0184714285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
68,7.0,2.5191857142857135,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
69,8.0,3.0291857142857084,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
70,9.0,3.474371428571414,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
71,10.0,3.7927285714285626,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
72,11.0,4.081157142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
73,12.0,4.386492857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
74,13.0,4.653457142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
75,14.0,4.848135714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
76,15.0,4.994571428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
77,16.0,5.108071428571437,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
78,17.0,5.184085714285718,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
79,18.0,5.232878571428569,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
80,19.0,5.25290714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
81,20.0,5.243049999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
82,21.0,5.2321785714285705,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
83,22.0,5.183085714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
84,23.0,5.088742857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
85,24.0,5.012014285714283,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
86,25.0,4.918278571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
87,26.0,4.776850000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
88,27.0,4.596042857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
89,28.0,4.369585714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
90,29.0,4.115942857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
91,30.0,3.9274285714285737,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
92,31.0,3.810614285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
93,32.0,3.674478571428569,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
94,33.0,3.4906857142857115,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
95,34.0,3.291435714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
96,35.0,3.1165142857142842,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
97,36.0,2.962771428571425,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
98,37.0,2.805899999999996,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
99,38.0,2.6783714285714275,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
100,39.0,2.5940571428571464,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
101,40.0,2.5061714285714323,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
