,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
62,3.0,0.9348714285714225,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
63,4.0,1.2208642857142826,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
64,5.0,1.7178571428571394,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
65,6.0,2.3366714285714227,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
66,7.0,3.0201857142857103,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
67,8.0,3.7390571428571406,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
68,9.0,4.367750000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
69,10.0,4.825521428571432,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
70,11.0,5.279278571428577,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
71,12.0,5.820642857142865,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
72,13.0,6.345971428571438,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
73,14.0,6.780550000000006,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
74,15.0,7.105764285714287,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
75,16.0,7.330071428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
76,17.0,7.4802428571428585,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
77,18.0,7.560557142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
78,19.0,7.559557142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
79,20.0,7.478399999999995,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
80,21.0,7.32065714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
81,22.0,7.09677857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
82,23.0,6.876899999999996,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
83,24.0,6.719707142857139,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
84,25.0,6.528464285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
85,26.0,6.225585714285711,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
86,27.0,5.8380857142857145,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
87,28.0,5.409378571428574,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
88,29.0,4.992850000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
89,30.0,4.651014285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
90,31.0,4.4035285714285735,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
91,32.0,4.141585714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
92,33.0,3.8101928571428596,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
93,34.0,3.489692857142858,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
94,35.0,3.2129928571428548,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
95,36.0,2.93127857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
96,37.0,2.6759285714285705,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
97,38.0,2.4924214285714266,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
98,39.0,2.3270857142857113,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
99,40.0,2.1644714285714253,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
100,41.0,2.018035714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
101,42.0,1.8780499999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
102,43.0,1.7632499999999993,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
103,44.0,1.676635714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
104,45.0,1.606500000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
105,46.0,1.5357928571428576,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
106,47.0,1.4363142857142868,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
107,48.0,1.3216642857142893,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
108,49.0,1.2137142857142869,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
109,50.0,1.1102214285714291,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
110,51.0,1.0280714285714305,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
111,52.0,0.9753785714285721,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
112,53.0,0.9162499999999989,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
113,54.0,0.8482571428571402,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
114,55.0,0.7927214285714255,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
115,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
116,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
117,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
295,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
296,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
297,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
298,3.0,0.7901714285714141,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
299,4.0,1.0161857142857036,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
300,5.0,1.432299999999998,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
301,6.0,1.9623571428571438,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
302,7.0,2.550821428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
303,8.0,3.166478571428574,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
304,9.0,3.6953857142857283,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
305,10.0,4.085600000000018,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
306,11.0,4.499850000000009,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
307,12.0,4.986250000000004,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
308,13.0,5.450342857142854,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
309,14.0,5.863314285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
310,15.0,6.19582142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
311,16.0,6.442728571428561,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
312,17.0,6.608471428571417,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
313,18.0,6.693814285714284,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
314,19.0,6.722892857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
315,20.0,6.7061142857142855,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
316,21.0,6.624650000000002,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
317,22.0,6.481521428571425,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
318,23.0,6.328942857142854,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
319,24.0,6.2273214285714324,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
320,25.0,6.116942857142862,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
321,26.0,5.907507142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
322,27.0,5.62010714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
323,28.0,5.30592857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
324,29.0,4.969671428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
325,30.0,4.6683642857142855,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
326,31.0,4.440614285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
327,32.0,4.173921428571426,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
328,33.0,3.8406928571428574,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
329,34.0,3.4758142857142866,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
330,35.0,3.0993357142857105,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
331,36.0,2.750492857142855,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
332,37.0,2.467914285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
333,38.0,2.273385714285713,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
334,39.0,2.096771428571427,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
335,40.0,1.9074000000000015,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
336,41.0,1.7486499999999998,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
337,42.0,1.6100785714285695,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
338,43.0,1.4861071428571446,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
339,44.0,1.3969428571428588,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
340,45.0,1.3328357142857155,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
341,46.0,1.265971428571429,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
342,47.0,1.181221428571427,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
343,48.0,1.0986214285714277,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
344,49.0,1.0326285714285726,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
345,50.0,0.9756642857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
346,51.0,0.923564285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
347,52.0,0.8847714285714302,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
348,53.0,0.8518428571428579,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
349,54.0,0.8035928571428579,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
350,55.0,0.7587928571428606,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
351,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
352,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
353,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
531,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
532,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
533,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
534,3.0,0.31864999999999505,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
535,4.0,0.41053571428571034,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
536,5.0,0.5655500000000018,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
537,6.0,0.7535071428571434,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
538,7.0,0.9554857142857064,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
539,8.0,1.1614714285714212,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
540,9.0,1.3308071428571435,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
541,10.0,1.4468785714285761,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
542,11.0,1.5814500000000016,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
543,12.0,1.7611214285714223,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
544,13.0,1.9366142857142805,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
545,14.0,2.098928571428579,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
546,15.0,2.2606642857142925,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
547,16.0,2.3977857142857153,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
548,17.0,2.493414285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
549,18.0,2.577864285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
550,19.0,2.6452785714285727,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
551,20.0,2.7118428571428614,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
552,21.0,2.7932928571428546,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
553,22.0,2.838121428571422,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
554,23.0,2.8553142857142837,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
555,24.0,2.869614285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
556,25.0,2.860450000000004,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
557,26.0,2.838542857142863,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
558,27.0,2.8076071428571425,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
559,28.0,2.739907142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
560,29.0,2.662185714285718,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
561,30.0,2.614078571428574,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
562,31.0,2.5797285714285727,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
563,32.0,2.5165999999999986,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
564,33.0,2.43642857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
565,34.0,2.346114285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
566,35.0,2.2391857142857146,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
567,36.0,2.1378285714285687,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
568,37.0,2.043642857142852,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
569,38.0,1.9800714285714247,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
570,39.0,1.9394285714285724,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
571,40.0,1.8727571428571455,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
572,41.0,1.7948714285714278,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
573,42.0,1.7317285714285675,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
574,43.0,1.6654714285714238,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
575,44.0,1.6067928571428554,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
576,45.0,1.561564285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
577,46.0,1.5111642857142866,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
578,47.0,1.4513285714285695,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
579,48.0,1.384935714285711,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
580,49.0,1.3235357142857151,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
581,50.0,1.2685500000000067,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
582,51.0,1.2145500000000047,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
583,52.0,1.1744785714285695,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
584,53.0,1.134135714285709,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
585,54.0,1.0886071428571384,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
586,55.0,1.0390785714285713,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
587,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
588,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
589,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
767,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
