,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
62,3.0,0.8747499999999977,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
63,4.0,1.1770785714285725,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
64,5.0,1.7787071428571477,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
65,6.0,2.597764285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
66,7.0,3.5936071428571417,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
67,8.0,4.796585714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
68,9.0,5.90194285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
69,10.0,6.688085714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
70,11.0,7.607778571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
71,12.0,8.827221428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
72,13.0,10.067421428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
73,14.0,11.155599999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
74,15.0,11.985257142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
75,16.0,12.596621428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
76,17.0,13.033635714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
77,18.0,13.205692857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
78,19.0,13.008878571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
79,20.0,12.45090714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
80,21.0,11.671342857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
81,22.0,10.749778571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
82,23.0,9.869021428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
83,24.0,9.214721428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
84,25.0,8.4814,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
85,26.0,7.521042857142858,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
86,27.0,6.551814285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
87,28.0,5.618664285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
88,29.0,4.717435714285711,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
89,30.0,3.976092857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
90,31.0,3.466500000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
91,32.0,2.99512857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
92,33.0,2.475514285714283,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
93,34.0,2.0097285714285693,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
94,35.0,1.6220999999999992,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
95,36.0,1.291014285714287,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
96,37.0,1.0250500000000011,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
97,38.0,0.8309428571428562,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
98,39.0,0.6717714285714281,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
99,40.0,0.5420857142857146,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
100,41.0,0.4414571428571442,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
101,42.0,0.3474142857142875,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
102,43.0,0.2622357142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
103,44.0,0.20225714285714147,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
104,45.0,0.1598928571428563,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
105,46.0,0.12396428571428585,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
106,47.0,0.09219285714285823,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
107,48.0,0.06742857142857261,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
108,49.0,0.04924285714285759,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
109,50.0,0.03793571428571494,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
110,51.0,0.02792142857142973,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
111,52.0,0.02062142857142898,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
112,53.0,0.015749999999999074,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
113,54.0,0.011307142857142643,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
114,55.0,0.008014285714285814,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
115,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
116,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
117,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
295,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
296,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
297,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
298,3.0,0.8893571428571444,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
299,4.0,1.1580285714285756,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
300,5.0,1.6736285714285737,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
301,6.0,2.341971428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
302,7.0,3.093049999999997,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
303,8.0,3.9717999999999956,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
304,9.0,4.786571428571424,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
305,10.0,5.355999999999994,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
306,11.0,6.036214285714282,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
307,12.0,6.964499999999999,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
308,13.0,7.90852857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
309,14.0,8.788285714285713,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
310,15.0,9.54065,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
311,16.0,10.117657142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
312,17.0,10.535785714285716,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
313,18.0,10.800035714285716,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
314,19.0,10.817785714285716,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
315,20.0,10.598914285714287,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
316,21.0,10.18465,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
317,22.0,9.557257142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
318,23.0,8.9396,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
319,24.0,8.504292857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
320,25.0,7.9524714285714255,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
321,26.0,7.173057142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
322,27.0,6.351564285714284,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
323,28.0,5.5667142857142835,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
324,29.0,4.8399642857142835,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
325,30.0,4.235607142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
326,31.0,3.7975928571428574,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
327,32.0,3.365878571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
328,33.0,2.897228571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
329,34.0,2.4647857142857146,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
330,35.0,2.066985714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
331,36.0,1.7130000000000019,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
332,37.0,1.4320142857142861,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
333,38.0,1.2340428571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
334,39.0,1.0712785714285704,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
335,40.0,0.9116642857142847,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
336,41.0,0.7701000000000013,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
337,42.0,0.6447214285714296,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
338,43.0,0.5357928571428556,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
339,44.0,0.44803571428571276,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
340,45.0,0.38576428571428567,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
341,46.0,0.3300928571428585,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
342,47.0,0.27442142857142926,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
343,48.0,0.22546428571428323,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
344,49.0,0.18980714285714026,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
345,50.0,0.16145714285714313,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
346,51.0,0.13641428571428701,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
347,52.0,0.11895714285714323,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
348,53.0,0.10392142857142923,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
349,54.0,0.09017142857142954,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
350,55.0,0.08000714285714342,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
351,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
352,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
353,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
531,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
532,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
533,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
534,3.0,0.3378214285714266,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
535,4.0,0.43845000000000106,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
536,5.0,0.6192357142857158,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
537,6.0,0.8481214285714275,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
538,7.0,1.1032071428571482,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
539,8.0,1.385478571428576,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
540,9.0,1.6411285714285706,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
541,10.0,1.828800000000001,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
542,11.0,2.0373642857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
543,12.0,2.3080428571428553,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
544,13.0,2.610214285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
545,14.0,2.928142857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
546,15.0,3.2548071428571395,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
547,16.0,3.552828571428573,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
548,17.0,3.7616642857142844,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
549,18.0,3.9579071428571417,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
550,19.0,4.206557142857143,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
551,20.0,4.446042857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
552,21.0,4.638992857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
553,22.0,4.78772142857143,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
554,23.0,4.889349999999998,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
555,24.0,4.957192857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
556,25.0,5.008871428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
557,26.0,5.017178571428571,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
558,27.0,4.957635714285717,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
559,28.0,4.844264285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
560,29.0,4.690371428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
561,30.0,4.52762142857143,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
562,31.0,4.412257142857145,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
563,32.0,4.264671428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
564,33.0,4.028764285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
565,34.0,3.753642857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
566,35.0,3.455907142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
567,36.0,3.1504428571428593,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
568,37.0,2.8989499999999992,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
569,38.0,2.7163,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
570,39.0,2.5257714285714314,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
571,40.0,2.295878571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
572,41.0,2.0752928571428555,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
573,42.0,1.897514285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
574,43.0,1.7290357142857125,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
575,44.0,1.5721357142857133,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
576,45.0,1.454899999999999,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
577,46.0,1.3319571428571413,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
578,47.0,1.1863857142857137,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
579,48.0,1.0446714285714296,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
580,49.0,0.9038071428571449,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
581,50.0,0.7728214285714309,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
582,51.0,0.6634642857142876,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
583,52.0,0.5893214285714298,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
584,53.0,0.5284785714285708,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
585,54.0,0.460485714285714,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
586,55.0,0.39665000000000006,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
587,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
588,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
589,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
767,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
