,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
59,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
60,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
61,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
62,3.0,0.3773214285714265,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
63,4.0,0.4886928571428574,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
64,5.0,0.6792142857142909,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
65,6.0,0.9342928571428624,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
66,7.0,1.2440571428571485,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
67,8.0,1.615800000000003,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
68,9.0,1.9700857142857156,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
69,10.0,2.2134357142857164,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
70,11.0,2.4723785714285698,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
71,12.0,2.8293714285714238,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
72,13.0,3.2533642857142815,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
73,14.0,3.744635714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
74,15.0,4.281278571428572,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
75,16.0,4.733035714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
76,17.0,5.042657142857141,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
77,18.0,5.355714285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
78,19.0,5.7266,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
79,20.0,6.106642857142859,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
80,21.0,6.484821428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
81,22.0,6.829935714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
82,23.0,7.120664285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
83,24.0,7.329800000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
84,25.0,7.4881214285714295,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
85,26.0,7.648728571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
86,27.0,7.741335714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
87,28.0,7.735185714285715,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
88,29.0,7.642150000000003,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
89,30.0,7.529064285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
90,31.0,7.466792857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
91,32.0,7.348842857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
92,33.0,7.116950000000001,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
93,34.0,6.837392857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
94,35.0,6.521621428571429,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
95,36.0,6.170342857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
96,37.0,5.838957142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
97,38.0,5.5916000000000015,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
98,39.0,5.336514285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
99,40.0,4.991978571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
100,41.0,4.6191,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
101,42.0,4.235321428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
102,43.0,3.8332357142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
103,44.0,3.4875499999999984,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
104,45.0,3.2383285714285712,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
105,46.0,3.012457142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
106,47.0,2.7592428571428553,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
107,48.0,2.479249999999999,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
108,49.0,2.1853785714285703,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
109,50.0,1.9112571428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
110,51.0,1.694821428571428,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
111,52.0,1.541664285714284,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
112,53.0,1.4012285714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
113,54.0,1.256207142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
114,55.0,1.1216642857142867,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
115,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
116,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
117,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Low
295,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
296,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
297,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
298,3.0,0.3462642857142839,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
299,4.0,0.4315857142857169,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
300,5.0,0.5917571428571476,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
301,6.0,0.8038928571428576,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
302,7.0,1.0462428571428535,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
303,8.0,1.3444142857142853,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
304,9.0,1.6244000000000003,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
305,10.0,1.8189214285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
306,11.0,2.0297642857142852,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
307,12.0,2.2912928571428535,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
308,13.0,2.5860285714285727,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
309,14.0,2.9174000000000024,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
310,15.0,3.2609428571428567,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
311,16.0,3.5636857142857172,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
312,17.0,3.7892785714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
313,18.0,4.020035714285711,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
314,19.0,4.308471428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
315,20.0,4.616085714285712,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
316,21.0,4.9216999999999995,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
317,22.0,5.197542857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
318,23.0,5.412835714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
319,24.0,5.567,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
320,25.0,5.715864285714287,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
321,26.0,5.863442857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
322,27.0,5.974378571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
323,28.0,6.046664285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
324,29.0,6.102771428571425,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
325,30.0,6.164607142857139,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
326,31.0,6.204692857142854,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
327,32.0,6.16118571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
328,33.0,6.065707142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
329,34.0,5.937021428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
330,35.0,5.784578571428571,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
331,36.0,5.601635714285716,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
332,37.0,5.382907142857145,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
333,38.0,5.20884285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
334,39.0,5.049378571428574,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
335,40.0,4.844828571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
336,41.0,4.605207142857144,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
337,42.0,4.317914285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
338,43.0,3.99155,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
339,44.0,3.7158642857142854,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
340,45.0,3.525342857142856,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
341,46.0,3.3362428571428575,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
342,47.0,3.090321428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
343,48.0,2.837242857142854,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
344,49.0,2.5918999999999977,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
345,50.0,2.3392499999999985,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
346,51.0,2.1365571428571406,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
347,52.0,2.009164285714283,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
348,53.0,1.8797642857142853,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
349,54.0,1.7181571428571434,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
350,55.0,1.5513857142857146,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
351,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
352,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
353,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 100%,Low
531,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
532,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
533,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
534,3.0,0.15974999999999845,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
535,4.0,0.19310000000000319,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
536,5.0,0.24663571428571424,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
537,6.0,0.32049999999999756,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
538,7.0,0.4151214285714307,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
539,8.0,0.5137428571428586,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
540,9.0,0.5944714285714261,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
541,10.0,0.6535928571428542,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
542,11.0,0.7208714285714279,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
543,12.0,0.8033214285714303,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
544,13.0,0.8867714285714294,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
545,14.0,0.9715142857142859,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
546,15.0,1.0667000000000013,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
547,16.0,1.1563071428571448,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
548,17.0,1.2227357142857165,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
549,18.0,1.2907214285714301,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
550,19.0,1.371157142857141,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
551,20.0,1.461914285714288,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
552,21.0,1.5572571428571473,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
553,22.0,1.6511642857142872,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
554,23.0,1.7273071428571467,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
555,24.0,1.7725285714285721,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
556,25.0,1.8160571428571388,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
557,26.0,1.874471428571427,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
558,27.0,1.9272928571428531,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
559,28.0,1.9765285714285659,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
560,29.0,2.022042857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
561,30.0,2.05755,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
562,31.0,2.0910499999999996,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
563,32.0,2.1155214285714288,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
564,33.0,2.132557142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
565,34.0,2.1563142857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
566,35.0,2.173342857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
567,36.0,2.1880928571428564,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
568,37.0,2.196964285714283,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
569,38.0,2.196821428571427,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
570,39.0,2.1965428571428567,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
571,40.0,2.197107142857143,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
572,41.0,2.1852214285714298,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
573,42.0,2.163328571428573,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
574,43.0,2.1389928571428567,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
575,44.0,2.1139428571428573,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
576,45.0,2.0870285714285735,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
577,46.0,2.0489428571428596,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
578,47.0,1.9997071428571453,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
579,48.0,1.9531928571428583,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
580,49.0,1.898935714285713,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
581,50.0,1.829514285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
582,51.0,1.779992857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
583,52.0,1.7598071428571411,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
584,53.0,1.7374785714285697,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
585,54.0,1.7021214285714283,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
586,55.0,1.6604642857142833,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
587,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
588,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
589,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 100%,Low
767,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
