,day,slope,type,type_pretty,vaccine_efficacy,prevalence
0,0.0,0.07819999999998117,Total infected derivative,0%,Vaccine Efficacy 100%,Low
1,1.0,0.1804000000000201,Total infected derivative,0%,Vaccine Efficacy 100%,Low
2,2.0,0.4900000000000091,Total infected derivative,0%,Vaccine Efficacy 100%,Low
3,3.0,0.9979999999999905,Total infected derivative,0%,Vaccine Efficacy 100%,Low
4,4.0,1.6522999999999968,Total infected derivative,0%,Vaccine Efficacy 100%,Low
5,5.0,1.7644499999999823,Total infected derivative,0%,Vaccine Efficacy 100%,Low
6,6.0,1.3455999999999904,Total infected derivative,0%,Vaccine Efficacy 100%,Low
7,7.0,2.042049999999989,Total infected derivative,0%,Vaccine Efficacy 100%,Low
8,8.0,3.569199999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
9,9.0,4.652350000000013,Total infected derivative,0%,Vaccine Efficacy 100%,Low
10,10.0,5.532049999999998,Total infected derivative,0%,Vaccine Efficacy 100%,Low
11,11.0,6.478000000000009,Total infected derivative,0%,Vaccine Efficacy 100%,Low
12,12.0,5.899799999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
13,13.0,4.219399999999993,Total infected derivative,0%,Vaccine Efficacy 100%,Low
14,14.0,4.9519499999999965,Total infected derivative,0%,Vaccine Efficacy 100%,Low
15,15.0,7.074150000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
16,16.0,7.951950000000053,Total infected derivative,0%,Vaccine Efficacy 100%,Low
17,17.0,8.257500000000007,Total infected derivative,0%,Vaccine Efficacy 100%,Low
18,18.0,8.661199999999965,Total infected derivative,0%,Vaccine Efficacy 100%,Low
19,19.0,7.571149999999989,Total infected derivative,0%,Vaccine Efficacy 100%,Low
20,20.0,5.2986000000000075,Total infected derivative,0%,Vaccine Efficacy 100%,Low
21,21.0,5.342700000000008,Total infected derivative,0%,Vaccine Efficacy 100%,Low
22,22.0,7.006999999999991,Total infected derivative,0%,Vaccine Efficacy 100%,Low
23,23.0,7.506,Total infected derivative,0%,Vaccine Efficacy 100%,Low
24,24.0,7.33475,Total infected derivative,0%,Vaccine Efficacy 100%,Low
25,25.0,7.138350000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
26,26.0,5.9839000000000055,Total infected derivative,0%,Vaccine Efficacy 100%,Low
27,27.0,4.312599999999989,Total infected derivative,0%,Vaccine Efficacy 100%,Low
28,28.0,4.209499999999991,Total infected derivative,0%,Vaccine Efficacy 100%,Low
29,29.0,4.9238,Total infected derivative,0%,Vaccine Efficacy 100%,Low
30,30.0,4.902800000000013,Total infected derivative,0%,Vaccine Efficacy 100%,Low
31,31.0,4.536100000000005,Total infected derivative,0%,Vaccine Efficacy 100%,Low
32,32.0,4.22444999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Low
33,33.0,3.489999999999995,Total infected derivative,0%,Vaccine Efficacy 100%,Low
34,34.0,2.5090000000000146,Total infected derivative,0%,Vaccine Efficacy 100%,Low
35,35.0,2.5911000000000115,Total infected derivative,0%,Vaccine Efficacy 100%,Low
36,36.0,3.0300499999999886,Total infected derivative,0%,Vaccine Efficacy 100%,Low
37,37.0,2.9770499999999913,Total infected derivative,0%,Vaccine Efficacy 100%,Low
38,38.0,2.8718000000000075,Total infected derivative,0%,Vaccine Efficacy 100%,Low
39,39.0,2.6954000000000065,Total infected derivative,0%,Vaccine Efficacy 100%,Low
40,40.0,2.224400000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Low
41,41.0,1.5960999999999927,Total infected derivative,0%,Vaccine Efficacy 100%,Low
42,42.0,1.6060499999999962,Total infected derivative,0%,Vaccine Efficacy 100%,Low
43,43.0,1.9710000000000036,Total infected derivative,0%,Vaccine Efficacy 100%,Low
44,44.0,1.9440000000000026,Total infected derivative,0%,Vaccine Efficacy 100%,Low
45,45.0,1.8005500000000012,Total infected derivative,0%,Vaccine Efficacy 100%,Low
46,46.0,1.727499999999992,Total infected derivative,0%,Vaccine Efficacy 100%,Low
47,47.0,1.4629500000000064,Total infected derivative,0%,Vaccine Efficacy 100%,Low
48,48.0,1.0812000000000097,Total infected derivative,0%,Vaccine Efficacy 100%,Low
49,49.0,1.086199999999991,Total infected derivative,0%,Vaccine Efficacy 100%,Low
50,50.0,1.2764999999999986,Total infected derivative,0%,Vaccine Efficacy 100%,Low
51,51.0,1.3175999999999988,Total infected derivative,0%,Vaccine Efficacy 100%,Low
52,52.0,1.2715499999999906,Total infected derivative,0%,Vaccine Efficacy 100%,Low
53,53.0,1.2204499999999996,Total infected derivative,0%,Vaccine Efficacy 100%,Low
54,54.0,1.0091000000000037,Total infected derivative,0%,Vaccine Efficacy 100%,Low
55,55.0,0.6963499999999954,Total infected derivative,0%,Vaccine Efficacy 100%,Low
56,56.0,0.6983500000000049,Total infected derivative,0%,Vaccine Efficacy 100%,Low
57,57.0,0.8117000000000019,Total infected derivative,0%,Vaccine Efficacy 100%,Low
58,58.0,0.8526999999999987,Total infected derivative,0%,Vaccine Efficacy 100%,Low
59,59.0,0.8858000000000175,Total infected derivative,0%,Vaccine Efficacy 100%,Low
60,60.0,,Total infected derivative,0%,Vaccine Efficacy 100%,Low
61,0.0,0.07619999999997162,Total infected derivative,10%,Vaccine Efficacy 100%,Low
62,1.0,0.18240000000000123,Total infected derivative,10%,Vaccine Efficacy 100%,Low
63,2.0,0.4589000000000283,Total infected derivative,10%,Vaccine Efficacy 100%,Low
64,3.0,0.8316499999999962,Total infected derivative,10%,Vaccine Efficacy 100%,Low
65,4.0,1.3977999999999895,Total infected derivative,10%,Vaccine Efficacy 100%,Low
66,5.0,1.4989499999999794,Total infected derivative,10%,Vaccine Efficacy 100%,Low
67,6.0,1.0700999999999397,Total infected derivative,10%,Vaccine Efficacy 100%,Low
68,7.0,1.6212999999999909,Total infected derivative,10%,Vaccine Efficacy 100%,Low
