day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456990	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	0	0	0	0	[]	0	0
1	123456990	250	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	0	0	0	7	[]	0	0
2	123456990	241	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	0	0	0	15	[]	0	1
3	123456990	217	34	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	33	0	0	0	30	[]	0	4
4	123456990	183	55	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	33	0	0	0	40	[]	0	7
5	123456990	137	79	37	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	33	0	0	0	48	[]	0	9
6	123456990	131	56	63	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	33	0	0	0	54	[]	0	11
7	123456990	127	42	68	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	33	0	0	0	58	[]	0	12
8	123456990	70	81	78	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	33	0	0	0	64	[]	0	12
9	123456990	47	84	82	42	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	2	50	33	0	0	0	65	[]	0	12
10	123456990	24	76	106	47	0	0	0	0	0	0	1	0	0	0	2	1	0	4	3	0	1	3	50	33	0	0	0	66	[]	0	12
11	123456990	15	66	108	62	0	0	0	0	0	0	1	0	0	0	3	2	0	4	5	0	1	5	50	33	0	0	0	66	[]	0	12
