,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.07699999999999818,Total infected,Without screening
2,3.0,0.2061999999999955,Total infected,Without screening
3,4.0,0.3942999999999586,Total infected,Without screening
4,5.0,0.6977999999999724,Total infected,Without screening
5,6.0,1.1061000000000263,Total infected,Without screening
6,7.0,1.4564000000000021,Total infected,Without screening
7,8.0,1.81280000000001,Total infected,Without screening
8,9.0,2.3964,Total infected,Without screening
9,10.0,3.1651999999999987,Total infected,Without screening
10,11.0,4.22229999999999,Total infected,Without screening
11,12.0,5.499500000000012,Total infected,Without screening
12,13.0,7.02800000000002,Total infected,Without screening
13,14.0,8.271199999999993,Total infected,Without screening
14,15.0,9.161099999999976,Total infected,Without screening
15,16.0,10.568600000000032,Total infected,Without screening
16,17.0,12.399400000000014,Total infected,Without screening
17,18.0,14.581600000000037,Total infected,Without screening
18,19.0,17.125200000000007,Total infected,Without screening
19,20.0,20.060000000000002,Total infected,Without screening
20,21.0,22.201299999999947,Total infected,Without screening
21,22.0,23.828699999999998,Total infected,Without screening
22,23.0,26.163100000000014,Total infected,Without screening
23,24.0,29.064999999999998,Total infected,Without screening
24,25.0,32.23919999999998,Total infected,Without screening
25,26.0,35.813800000000015,Total infected,Without screening
26,27.0,39.63659999999999,Total infected,Without screening
27,28.0,42.43339999999998,Total infected,Without screening
28,29.0,44.46739999999997,Total infected,Without screening
29,30.0,47.36829999999998,Total infected,Without screening
30,31.0,50.800899999999984,Total infected,Without screening
31,32.0,54.54639999999998,Total infected,Without screening
32,33.0,58.52359999999999,Total infected,Without screening
33,34.0,62.71079999999998,Total infected,Without screening
34,35.0,65.6705,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.06030000000001223,Total infected,Screening 25%
37,3.0,0.16579999999999018,Total infected,Screening 25%
38,4.0,0.32150000000001455,Total infected,Screening 25%
39,5.0,0.5778000000000247,Total infected,Screening 25%
40,6.0,0.9748000000000445,Total infected,Screening 25%
41,7.0,1.4674000000000262,Total infected,Screening 25%
42,8.0,1.7840000000000202,Total infected,Screening 25%
43,9.0,2.3819999999999766,Total infected,Screening 25%
44,10.0,3.2110000000000127,Total infected,Screening 25%
45,11.0,4.015099999999961,Total infected,Screening 25%
46,12.0,4.884399999999999,Total infected,Screening 25%
47,13.0,5.89439999999999,Total infected,Screening 25%
48,14.0,6.713500000000039,Total infected,Screening 25%
49,15.0,7.4572,Total infected,Screening 25%
50,16.0,8.592900000000014,Total infected,Screening 25%
51,17.0,10.010099999999994,Total infected,Screening 25%
52,18.0,11.301500000000004,Total infected,Screening 25%
53,19.0,12.623099999999994,Total infected,Screening 25%
54,20.0,14.231300000000005,Total infected,Screening 25%
55,21.0,15.542699999999996,Total infected,Screening 25%
56,22.0,16.457100000000025,Total infected,Screening 25%
57,23.0,17.869400000000013,Total infected,Screening 25%
58,24.0,19.512599999999992,Total infected,Screening 25%
59,25.0,21.24630000000002,Total infected,Screening 25%
60,26.0,23.110500000000002,Total infected,Screening 25%
61,27.0,24.94980000000001,Total infected,Screening 25%
62,28.0,26.2312,Total infected,Screening 25%
63,29.0,27.18100000000001,Total infected,Screening 25%
64,30.0,28.618100000000027,Total infected,Screening 25%
65,31.0,30.668300000000016,Total infected,Screening 25%
66,32.0,32.3066,Total infected,Screening 25%
67,33.0,33.99979999999999,Total infected,Screening 25%
68,34.0,35.587800000000016,Total infected,Screening 25%
69,35.0,36.94979999999998,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.06539999999998258,Total infected,Screening 50%
72,3.0,0.20609999999996376,Total infected,Screening 50%
73,4.0,0.3114999999999668,Total infected,Screening 50%
74,5.0,0.5729000000000042,Total infected,Screening 50%
75,6.0,0.8943999999999903,Total infected,Screening 50%
76,7.0,1.2009000000000185,Total infected,Screening 50%
77,8.0,1.5074999999999932,Total infected,Screening 50%
78,9.0,1.9446999999999832,Total infected,Screening 50%
79,10.0,2.6430000000000007,Total infected,Screening 50%
80,11.0,3.3165000000000475,Total infected,Screening 50%
81,12.0,4.060200000000037,Total infected,Screening 50%
82,13.0,4.864300000000014,Total infected,Screening 50%
83,14.0,5.447299999999984,Total infected,Screening 50%
84,15.0,6.115600000000029,Total infected,Screening 50%
85,16.0,6.949699999999979,Total infected,Screening 50%
86,17.0,8.150800000000032,Total infected,Screening 50%
87,18.0,9.190800000000024,Total infected,Screening 50%
88,19.0,10.28140000000002,Total infected,Screening 50%
89,20.0,11.391899999999993,Total infected,Screening 50%
90,21.0,12.251200000000011,Total infected,Screening 50%
91,22.0,12.834100000000007,Total infected,Screening 50%
92,23.0,13.748799999999989,Total infected,Screening 50%
93,24.0,14.889500000000027,Total infected,Screening 50%
94,25.0,16.009900000000016,Total infected,Screening 50%
95,26.0,16.984899999999982,Total infected,Screening 50%
96,27.0,18.004999999999995,Total infected,Screening 50%
97,28.0,18.804100000000005,Total infected,Screening 50%
98,29.0,19.336700000000008,Total infected,Screening 50%
99,30.0,20.341800000000006,Total infected,Screening 50%
