,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.015099999999989677,Total infected,Without screening
2,3.0,0.028999999999996362,Total infected,Without screening
3,4.0,0.054099999999976944,Total infected,Without screening
4,5.0,0.07900000000000773,Total infected,Without screening
5,6.0,0.11320000000000618,Total infected,Without screening
6,7.0,0.15319999999999823,Total infected,Without screening
7,8.0,0.19020000000000437,Total infected,Without screening
8,9.0,0.25620000000000687,Total infected,Without screening
9,10.0,0.34039999999995985,Total infected,Without screening
10,11.0,0.4864000000000033,Total infected,Without screening
11,12.0,0.6256999999999948,Total infected,Without screening
12,13.0,0.801900000000046,Total infected,Without screening
13,14.0,0.9488999999999805,Total infected,Without screening
14,15.0,1.052000000000021,Total infected,Without screening
15,16.0,1.2231999999999914,Total infected,Without screening
16,17.0,1.4445000000000334,Total infected,Without screening
17,18.0,1.703800000000001,Total infected,Without screening
18,19.0,1.9819999999999993,Total infected,Without screening
19,20.0,2.3144000000000062,Total infected,Without screening
20,21.0,2.5855999999999995,Total infected,Without screening
21,22.0,2.764800000000008,Total infected,Without screening
22,23.0,3.038099999999986,Total infected,Without screening
23,24.0,3.374300000000005,Total infected,Without screening
24,25.0,3.7577,Total infected,Without screening
25,26.0,4.1422000000000025,Total infected,Without screening
26,27.0,4.605699999999985,Total infected,Without screening
27,28.0,4.977000000000032,Total infected,Without screening
28,29.0,5.229199999999992,Total infected,Without screening
29,30.0,5.6156999999999755,Total infected,Without screening
30,31.0,6.120200000000011,Total infected,Without screening
31,32.0,6.716599999999971,Total infected,Without screening
32,33.0,7.324200000000019,Total infected,Without screening
33,34.0,8.01400000000001,Total infected,Without screening
34,35.0,8.49739999999997,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.0049999999999954525,Total infected,Screening 25%
37,3.0,0.025100000000009004,Total infected,Screening 25%
38,4.0,0.03520000000000323,Total infected,Screening 25%
39,5.0,0.06529999999997926,Total infected,Screening 25%
40,6.0,0.11060000000000514,Total infected,Screening 25%
41,7.0,0.1507000000000005,Total infected,Screening 25%
42,8.0,0.19590000000002306,Total infected,Screening 25%
43,9.0,0.28130000000001587,Total infected,Screening 25%
44,10.0,0.4070000000000107,Total infected,Screening 25%
45,11.0,0.5728999999999758,Total infected,Screening 25%
46,12.0,0.7486000000000388,Total infected,Screening 25%
47,13.0,0.9747000000000128,Total infected,Screening 25%
48,14.0,1.1507000000000005,Total infected,Screening 25%
49,15.0,1.2260000000000275,Total infected,Screening 25%
50,16.0,1.3817999999999984,Total infected,Screening 25%
51,17.0,1.602899999999977,Total infected,Screening 25%
52,18.0,1.8391000000000304,Total infected,Screening 25%
53,19.0,2.16579999999999,Total infected,Screening 25%
54,20.0,2.4924000000000035,Total infected,Screening 25%
55,21.0,2.708500000000015,Total infected,Screening 25%
56,22.0,2.8644000000000176,Total infected,Screening 25%
57,23.0,3.14560000000003,Total infected,Screening 25%
58,24.0,3.4572000000000003,Total infected,Screening 25%
59,25.0,3.9044999999999845,Total infected,Screening 25%
60,26.0,4.396900000000045,Total infected,Screening 25%
61,27.0,4.859300000000047,Total infected,Screening 25%
62,28.0,5.145800000000008,Total infected,Screening 25%
63,29.0,5.427200000000056,Total infected,Screening 25%
64,30.0,5.864299999999986,Total infected,Screening 25%
65,31.0,6.3215999999999894,Total infected,Screening 25%
66,32.0,6.839200000000005,Total infected,Screening 25%
67,33.0,7.492299999999943,Total infected,Screening 25%
68,34.0,8.055299999999988,Total infected,Screening 25%
69,35.0,8.50249999999997,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.014999999999986358,Total infected,Screening 50%
72,3.0,0.03509999999999991,Total infected,Screening 50%
73,4.0,0.06029999999998381,Total infected,Screening 50%
74,5.0,0.09040000000001669,Total infected,Screening 50%
75,6.0,0.1255999999999915,Total infected,Screening 50%
76,7.0,0.18090000000000828,Total infected,Screening 50%
77,8.0,0.20600000000001728,Total infected,Screening 50%
78,9.0,0.2563000000000102,Total infected,Screening 50%
79,10.0,0.3266000000000133,Total infected,Screening 50%
80,11.0,0.39690000000001646,Total infected,Screening 50%
81,12.0,0.5275999999999783,Total infected,Screening 50%
82,13.0,0.6885000000000048,Total infected,Screening 50%
83,14.0,0.788899999999984,Total infected,Screening 50%
84,15.0,0.8440999999999974,Total infected,Screening 50%
85,16.0,0.9346999999999923,Total infected,Screening 50%
86,17.0,1.1004999999999825,Total infected,Screening 50%
87,18.0,1.2813999999999908,Total infected,Screening 50%
88,19.0,1.5427000000000248,Total infected,Screening 50%
89,20.0,1.849000000000018,Total infected,Screening 50%
90,21.0,2.0601999999999805,Total infected,Screening 50%
91,22.0,2.2110000000000127,Total infected,Screening 50%
92,23.0,2.4120000000000346,Total infected,Screening 50%
93,24.0,2.648300000000006,Total infected,Screening 50%
94,25.0,2.9950000000000045,Total infected,Screening 50%
95,26.0,3.3418000000000063,Total infected,Screening 50%
96,27.0,3.7235999999999763,Total infected,Screening 50%
97,28.0,3.994899999999973,Total infected,Screening 50%
98,29.0,4.190899999999971,Total infected,Screening 50%
99,30.0,4.427099999999996,Total infected,Screening 50%
100,31.0,4.809000000000026,Total infected,Screening 50%
101,32.0,5.211100000000016,Total infected,Screening 50%
102,33.0,5.753800000000041,Total infected,Screening 50%
103,34.0,6.251300000000015,Total infected,Screening 50%
104,35.0,6.613099999999974,Total infected,Screening 50%
105,1.0,0.0,Total infected,Screening 100%
106,2.0,0.009999999999990905,Total infected,Screening 100%
107,3.0,0.015099999999989677,Total infected,Screening 100%
108,4.0,0.030199999999979354,Total infected,Screening 100%
109,5.0,0.045200000000022555,Total infected,Screening 100%
110,6.0,0.08040000000002578,Total infected,Screening 100%
111,7.0,0.12060000000002447,Total infected,Screening 100%
112,8.0,0.16080000000002315,Total infected,Screening 100%
113,9.0,0.2562000000000353,Total infected,Screening 100%
114,10.0,0.36180000000001655,Total infected,Screening 100%
115,11.0,0.45220000000003324,Total infected,Screening 100%
116,12.0,0.5779000000000281,Total infected,Screening 100%
117,13.0,0.7135999999999854,Total infected,Screening 100%
118,14.0,0.7839000000000169,Total infected,Screening 100%
119,15.0,0.874300000000062,Total infected,Screening 100%
120,16.0,0.9899999999999807,Total infected,Screening 100%
121,17.0,1.170800000000014,Total infected,Screening 100%
122,18.0,1.407000000000039,Total infected,Screening 100%
123,19.0,1.6182000000000016,Total infected,Screening 100%
124,20.0,1.8593000000000472,Total infected,Screening 100%
125,21.0,2.0503000000000213,Total infected,Screening 100%
126,22.0,2.2311000000000263,Total infected,Screening 100%
127,23.0,2.4369999999999834,Total infected,Screening 100%
128,24.0,2.6230999999999653,Total infected,Screening 100%
129,25.0,2.8994999999999607,Total infected,Screening 100%
130,26.0,3.2914000000000385,Total infected,Screening 100%
131,27.0,3.582900000000052,Total infected,Screening 100%
132,28.0,3.7488000000000454,Total infected,Screening 100%
133,29.0,3.90450000000007,Total infected,Screening 100%
134,30.0,4.080400000000026,Total infected,Screening 100%
135,31.0,4.301500000000033,Total infected,Screening 100%
136,32.0,4.5277000000000385,Total infected,Screening 100%
137,33.0,4.794000000000011,Total infected,Screening 100%
138,34.0,5.075400000000002,Total infected,Screening 100%
139,35.0,5.2714,Total infected,Screening 100%
