,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.08089999999998554,Total infected,0%
2,3.0,0.2524999999999977,Total infected,0%
3,4.0,0.46469999999999345,Total infected,0%
4,5.0,0.7878000000000043,Total infected,0%
5,6.0,1.414199999999994,Total infected,0%
6,7.0,1.737400000000008,Total infected,0%
7,8.0,2.0,Total infected,0%
8,9.0,2.565700000000021,Total infected,0%
9,10.0,3.2221999999999866,Total infected,0%
10,11.0,4.151499999999999,Total infected,0%
11,12.0,5.242499999999978,Total infected,0%
12,13.0,6.565700000000021,Total infected,0%
13,14.0,7.414099999999991,Total infected,0%
14,15.0,8.353499999999997,Total infected,0%
15,16.0,9.333300000000008,Total infected,0%
16,17.0,10.323299999999989,Total infected,0%
17,18.0,11.626200000000011,Total infected,0%
18,19.0,13.293000000000006,Total infected,0%
19,20.0,15.232400000000013,Total infected,0%
20,21.0,16.676799999999957,Total infected,0%
21,22.0,17.838300000000004,Total infected,0%
22,23.0,18.97969999999998,Total infected,0%
23,24.0,20.262500000000017,Total infected,0%
24,25.0,21.83839999999998,Total infected,0%
25,26.0,23.737499999999983,Total infected,0%
26,27.0,25.28280000000001,Total infected,0%
27,28.0,26.7474,Total infected,0%
28,29.0,27.899100000000004,Total infected,0%
29,30.0,29.292900000000003,Total infected,0%
30,31.0,30.737300000000005,Total infected,0%
31,32.0,32.272700000000015,Total infected,0%
32,33.0,34.13130000000001,Total infected,0%
33,34.0,36.43440000000001,Total infected,0%
34,35.0,37.858600000000024,Total infected,0%
35,36.0,38.94950000000003,Total infected,0%
36,37.0,39.86870000000002,Total infected,0%
37,38.0,41.14130000000003,Total infected,0%
38,39.0,42.51510000000002,Total infected,0%
39,40.0,43.959700000000026,Total infected,0%
40,41.0,45.71709999999999,Total infected,0%
41,42.0,46.636300000000006,Total infected,0%
42,43.0,47.626300000000015,Total infected,0%
43,44.0,48.62620000000001,Total infected,0%
44,45.0,49.545499999999976,Total infected,0%
45,46.0,50.57570000000001,Total infected,0%
46,47.0,51.697,Total infected,0%
47,48.0,53.32320000000004,Total infected,0%
48,49.0,54.14150000000001,Total infected,0%
49,50.0,54.92930000000004,Total infected,0%
50,51.0,55.686800000000034,Total infected,0%
51,52.0,56.5556,Total infected,0%
52,53.0,57.66670000000002,Total infected,0%
53,54.0,58.78800000000004,Total infected,0%
54,55.0,60.28290000000004,Total infected,0%
