,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2522000000000162,Total infected,Without screening
2,3.0,1.6676999999999964,Total infected,Without screening
3,4.0,2.3403999999999883,Total infected,Without screening
4,5.0,3.1311000000000035,Total infected,Without screening
5,6.0,4.0911000000000115,Total infected,Without screening
6,7.0,4.770700000000005,Total infected,Without screening
7,8.0,5.272300000000001,Total infected,Without screening
8,9.0,6.185200000000009,Total infected,Without screening
9,10.0,7.261200000000002,Total infected,Without screening
10,11.0,8.543599999999998,Total infected,Without screening
11,12.0,9.997000000000014,Total infected,Without screening
12,13.0,11.5856,Total infected,Without screening
13,14.0,12.7637,Total infected,Without screening
14,15.0,13.595499999999987,Total infected,Without screening
15,16.0,14.820799999999991,Total infected,Without screening
16,17.0,16.289299999999997,Total infected,Without screening
17,18.0,17.913899999999984,Total infected,Without screening
18,19.0,19.657700000000006,Total infected,Without screening
19,20.0,21.703699999999998,Total infected,Without screening
20,21.0,23.143200000000007,Total infected,Without screening
21,22.0,24.1772,Total infected,Without screening
22,23.0,25.6456,Total infected,Without screening
23,24.0,27.45750000000001,Total infected,Without screening
24,25.0,29.4675,Total infected,Without screening
25,26.0,31.726799999999997,Total infected,Without screening
26,27.0,34.0471,Total infected,Without screening
27,28.0,35.805800000000005,Total infected,Without screening
28,29.0,36.994,Total infected,Without screening
29,30.0,38.86790000000002,Total infected,Without screening
30,31.0,41.06400000000002,Total infected,Without screening
31,32.0,43.574600000000004,Total infected,Without screening
32,33.0,46.202200000000005,Total infected,Without screening
33,34.0,48.96289999999999,Total infected,Without screening
34,35.0,50.992999999999995,Total infected,Without screening
35,1.0,1.0,Total infected,Screening 25%
36,2.0,1.1881999999999948,Total infected,Screening 25%
37,3.0,1.5775000000000148,Total infected,Screening 25%
38,4.0,2.0128999999999735,Total infected,Screening 25%
39,5.0,2.507599999999968,Total infected,Screening 25%
40,6.0,3.1090999999999838,Total infected,Screening 25%
41,7.0,3.541499999999985,Total infected,Screening 25%
42,8.0,3.838799999999992,Total infected,Screening 25%
43,9.0,4.35239999999996,Total infected,Screening 25%
44,10.0,5.017100000000028,Total infected,Screening 25%
45,11.0,5.6387,Total infected,Screening 25%
46,12.0,6.211299999999966,Total infected,Screening 25%
47,13.0,6.740700000000004,Total infected,Screening 25%
48,14.0,7.157099999999986,Total infected,Screening 25%
49,15.0,7.4435,Total infected,Screening 25%
50,16.0,7.856899999999996,Total infected,Screening 25%
51,17.0,8.346399999999988,Total infected,Screening 25%
52,18.0,8.742700000000013,Total infected,Screening 25%
53,19.0,9.149200000000008,Total infected,Screening 25%
54,20.0,9.530600000000021,Total infected,Screening 25%
55,21.0,9.8219,Total infected,Screening 25%
56,22.0,9.995100000000008,Total infected,Screening 25%
57,23.0,10.25630000000001,Total infected,Screening 25%
58,24.0,10.549600000000027,Total infected,Screening 25%
59,25.0,10.791799999999995,Total infected,Screening 25%
60,26.0,11.026999999999987,Total infected,Screening 25%
61,27.0,11.2603,Total infected,Screening 25%
62,28.0,11.447499999999991,Total infected,Screening 25%
63,29.0,11.578600000000023,Total infected,Screening 25%
64,30.0,11.76679999999999,Total infected,Screening 25%
65,31.0,11.958000000000027,Total infected,Screening 25%
66,32.0,12.131100000000032,Total infected,Screening 25%
67,33.0,12.310299999999984,Total infected,Screening 25%
68,34.0,12.468500000000006,Total infected,Screening 25%
69,35.0,12.582599999999985,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2241999999999962,Total infected,Screening 50%
72,3.0,1.6217000000000326,Total infected,Screening 50%
73,4.0,1.9669999999999845,Total infected,Screening 50%
74,5.0,2.386400000000009,Total infected,Screening 50%
75,6.0,2.8108999999999753,Total infected,Screening 50%
76,7.0,3.1221999999999923,Total infected,Screening 50%
77,8.0,3.332299999999975,Total infected,Screening 50%
78,9.0,3.703800000000001,Total infected,Screening 50%
79,10.0,4.16119999999998,Total infected,Screening 50%
80,11.0,4.540500000000009,Total infected,Screening 50%
81,12.0,4.837799999999987,Total infected,Screening 50%
82,13.0,5.114099999999979,Total infected,Screening 50%
83,14.0,5.308300000000003,Total infected,Screening 50%
84,15.0,5.450500000000005,Total infected,Screening 50%
85,16.0,5.667699999999996,Total infected,Screening 50%
86,17.0,5.894000000000034,Total infected,Screening 50%
87,18.0,6.083200000000005,Total infected,Screening 50%
88,19.0,6.2483,Total infected,Screening 50%
89,20.0,6.403500000000008,Total infected,Screening 50%
90,21.0,6.519599999999997,Total infected,Screening 50%
91,22.0,6.585600000000028,Total infected,Screening 50%
92,23.0,6.683700000000016,Total infected,Screening 50%
93,24.0,6.80680000000001,Total infected,Screening 50%
94,25.0,6.8907999999999845,Total infected,Screening 50%
95,26.0,6.95799999999997,Total infected,Screening 50%
96,27.0,7.024999999999977,Total infected,Screening 50%
97,28.0,7.074099999999987,Total infected,Screening 50%
98,29.0,7.110100000000017,Total infected,Screening 50%
99,30.0,7.146199999999993,Total infected,Screening 50%
100,31.0,7.190200000000004,Total infected,Screening 50%
101,32.0,7.227299999999985,Total infected,Screening 50%
102,33.0,7.258299999999991,Total infected,Screening 50%
103,34.0,7.281300000000016,Total infected,Screening 50%
104,35.0,7.31140000000002,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.222200000000015,Total infected,Screening 100%
107,3.0,1.6357000000000141,Total infected,Screening 100%
108,4.0,1.9170000000000016,Total infected,Screening 100%
109,5.0,2.1371000000000038,Total infected,Screening 100%
110,6.0,2.2972999999999786,Total infected,Screening 100%
111,7.0,2.4133999999999958,Total infected,Screening 100%
112,8.0,2.502400000000023,Total infected,Screening 100%
113,9.0,2.5966000000000236,Total infected,Screening 100%
114,10.0,2.690799999999996,Total infected,Screening 100%
115,11.0,2.7568999999999733,Total infected,Screening 100%
116,12.0,2.8068999999999846,Total infected,Screening 100%
117,13.0,2.84790000000001,Total infected,Screening 100%
118,14.0,2.8799999999999955,Total infected,Screening 100%
119,15.0,2.9029999999999916,Total infected,Screening 100%
120,16.0,2.9240000000000066,Total infected,Screening 100%
121,17.0,2.944000000000017,Total infected,Screening 100%
122,18.0,2.9550000000000125,Total infected,Screening 100%
123,19.0,2.962999999999994,Total infected,Screening 100%
124,20.0,2.9650000000000034,Total infected,Screening 100%
125,21.0,2.969999999999999,Total infected,Screening 100%
126,22.0,2.9740000000000464,Total infected,Screening 100%
127,23.0,2.975999999999999,Total infected,Screening 100%
128,24.0,2.977000000000004,Total infected,Screening 100%
129,25.0,2.9799999999999898,Total infected,Screening 100%
130,26.0,2.9799999999999898,Total infected,Screening 100%
131,27.0,2.9799999999999898,Total infected,Screening 100%
132,28.0,2.9799999999999898,Total infected,Screening 100%
133,29.0,2.9809999999999945,Total infected,Screening 100%
134,30.0,2.9809999999999945,Total infected,Screening 100%
135,31.0,2.9819999999999993,Total infected,Screening 100%
136,32.0,2.983000000000004,Total infected,Screening 100%
137,33.0,2.983000000000004,Total infected,Screening 100%
138,34.0,2.983000000000004,Total infected,Screening 100%
