,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.04040000000000532,Total infected,0%
2,3.0,0.23230000000000928,Total infected,0%
3,4.0,0.6161999999999921,Total infected,0%
4,5.0,1.2019999999999982,Total infected,0%
5,6.0,2.0910000000000366,Total infected,0%
6,7.0,2.7475000000000023,Total infected,0%
7,8.0,3.444500000000005,Total infected,0%
8,9.0,4.616199999999992,Total infected,0%
9,10.0,6.676800000000014,Total infected,0%
10,11.0,9.43440000000001,Total infected,0%
11,12.0,13.212099999999992,Total infected,0%
12,13.0,17.949399999999997,Total infected,0%
13,14.0,21.171700000000016,Total infected,0%
14,15.0,23.494999999999976,Total infected,0%
15,16.0,27.757599999999996,Total infected,0%
16,17.0,33.0505,Total infected,0%
17,18.0,39.697,Total infected,0%
18,19.0,47.3031,Total infected,0%
19,20.0,56.51510000000002,Total infected,0%
20,21.0,62.87870000000001,Total infected,0%
21,22.0,67.54560000000001,Total infected,0%
22,23.0,74.31310000000002,Total infected,0%
23,24.0,81.67680000000001,Total infected,0%
24,25.0,90.81820000000002,Total infected,0%
25,26.0,100.37380000000002,Total infected,0%
26,27.0,109.71719999999999,Total infected,0%
27,28.0,117.0506,Total infected,0%
28,29.0,121.9192,Total infected,0%
29,30.0,128.7577,Total infected,0%
30,31.0,136.3131,Total infected,0%
31,32.0,143.5758,Total infected,0%
32,33.0,150.23239999999998,Total infected,0%
33,34.0,157.1112,Total infected,0%
34,35.0,162.0707,Total infected,0%
35,36.0,165.2727,Total infected,0%
36,37.0,169.1717,Total infected,0%
37,38.0,173.0102,Total infected,0%
38,39.0,177.1414,Total infected,0%
39,40.0,180.77779999999998,Total infected,0%
40,41.0,184.7273,Total infected,0%
41,42.0,187.2222,Total infected,0%
42,43.0,189.2626,Total infected,0%
43,44.0,191.1818,Total infected,0%
44,45.0,193.101,Total infected,0%
45,46.0,194.8183,Total infected,0%
46,47.0,196.67680000000001,Total infected,0%
47,48.0,198.47469999999998,Total infected,0%
48,49.0,199.7373,Total infected,0%
49,50.0,200.6767,Total infected,0%
50,51.0,201.8485,Total infected,0%
51,52.0,203.2121,Total infected,0%
52,53.0,204.4849,Total infected,0%
53,54.0,206.0,Total infected,0%
54,55.0,207.3433,Total infected,0%
55,56.0,208.2829,Total infected,0%
56,57.0,209.0506,Total infected,0%
57,58.0,209.8587,Total infected,0%
58,59.0,210.4849,Total infected,0%
59,60.0,211.3233,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.09089999999997644,Total infected,10%
62,3.0,0.2828000000000088,Total infected,10%
63,4.0,0.707099999999997,Total infected,10%
64,5.0,1.1818000000000097,Total infected,10%
65,6.0,2.0404000000000053,Total infected,10%
66,7.0,2.6363000000000056,Total infected,10%
67,8.0,3.262599999999992,Total infected,10%
68,9.0,4.4041,Total infected,10%
69,10.0,6.020200000000017,Total infected,10%
70,11.0,8.525299999999987,Total infected,10%
71,12.0,11.58590000000001,Total infected,10%
72,13.0,14.979800000000012,Total infected,10%
73,14.0,17.38379999999998,Total infected,10%
74,15.0,19.17180000000002,Total infected,10%
75,16.0,22.13130000000001,Total infected,10%
76,17.0,26.2526,Total infected,10%
77,18.0,30.535499999999985,Total infected,10%
78,19.0,35.838300000000004,Total infected,10%
79,20.0,41.72720000000001,Total infected,10%
80,21.0,45.91919999999999,Total infected,10%
81,22.0,49.07069999999999,Total infected,10%
82,23.0,53.46459999999999,Total infected,10%
83,24.0,58.878799999999984,Total infected,10%
84,25.0,64.81809999999999,Total infected,10%
85,26.0,71.08090000000001,Total infected,10%
86,27.0,77.4445,Total infected,10%
87,28.0,82.1011,Total infected,10%
88,29.0,85.2929,Total infected,10%
89,30.0,89.99,Total infected,10%
90,31.0,95.1515,Total infected,10%
91,32.0,100.9192,Total infected,10%
92,33.0,106.95960000000001,Total infected,10%
93,34.0,112.83850000000001,Total infected,10%
94,35.0,117.10100000000001,Total infected,10%
95,36.0,120.0405,Total infected,10%
96,37.0,123.53530000000002,Total infected,10%
97,38.0,127.7273,Total infected,10%
98,39.0,132.18169999999998,Total infected,10%
99,40.0,136.51510000000002,Total infected,10%
100,41.0,140.9495,Total infected,10%
101,42.0,144.3131,Total infected,10%
102,43.0,146.6668,Total infected,10%
103,44.0,149.404,Total infected,10%
104,45.0,152.63639999999998,Total infected,10%
105,46.0,155.6264,Total infected,10%
106,47.0,158.6769,Total infected,10%
107,48.0,161.7879,Total infected,10%
108,49.0,164.0607,Total infected,10%
109,50.0,165.4646,Total infected,10%
110,51.0,167.1717,Total infected,10%
111,52.0,169.1414,Total infected,10%
112,53.0,171.0707,Total infected,10%
113,54.0,172.7374,Total infected,10%
114,55.0,174.7071,Total infected,10%
115,56.0,176.2827,Total infected,10%
116,57.0,177.2423,Total infected,10%
117,58.0,178.2727,Total infected,10%
118,59.0,179.697,Total infected,10%
119,60.0,180.9496,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.050499999999999545,Total infected,40%
122,3.0,0.19190000000000396,Total infected,40%
123,4.0,0.30299999999999727,Total infected,40%
124,5.0,0.5455000000000041,Total infected,40%
125,6.0,0.8686999999999898,Total infected,40%
126,7.0,1.1717000000000155,Total infected,40%
127,8.0,1.5050000000000239,Total infected,40%
128,9.0,2.1111999999999966,Total infected,40%
129,10.0,2.9091000000000236,Total infected,40%
130,11.0,3.777799999999985,Total infected,40%
131,12.0,4.808099999999968,Total infected,40%
132,13.0,6.030300000000011,Total infected,40%
133,14.0,6.949500000000029,Total infected,40%
134,15.0,7.656499999999994,Total infected,40%
135,16.0,8.818100000000015,Total infected,40%
136,17.0,10.040400000000005,Total infected,40%
137,18.0,11.474799999999988,Total infected,40%
138,19.0,13.14149999999998,Total infected,40%
139,20.0,15.090900000000005,Total infected,40%
140,21.0,16.383800000000008,Total infected,40%
141,22.0,17.474800000000002,Total infected,40%
142,23.0,19.192000000000007,Total infected,40%
143,24.0,21.06070000000001,Total infected,40%
144,25.0,23.2526,Total infected,40%
145,26.0,25.8485,Total infected,40%
146,27.0,28.30300000000001,Total infected,40%
147,28.0,30.1819,Total infected,40%
148,29.0,31.474800000000016,Total infected,40%
149,30.0,33.54560000000001,Total infected,40%
150,31.0,36.04050000000001,Total infected,40%
151,32.0,38.6464,Total infected,40%
152,33.0,41.232299999999995,Total infected,40%
153,34.0,44.090900000000005,Total infected,40%
154,35.0,46.1515,Total infected,40%
155,36.0,47.45450000000001,Total infected,40%
156,37.0,49.687,Total infected,40%
157,38.0,51.828199999999995,Total infected,40%
158,39.0,54.4041,Total infected,40%
159,40.0,56.939400000000006,Total infected,40%
160,41.0,59.535399999999996,Total infected,40%
161,42.0,61.414199999999994,Total infected,40%
162,43.0,62.86879999999999,Total infected,40%
163,44.0,64.66670000000002,Total infected,40%
164,45.0,66.70710000000001,Total infected,40%
165,46.0,68.8586,Total infected,40%
166,47.0,71.38399999999999,Total infected,40%
167,48.0,73.6969,Total infected,40%
168,49.0,75.2828,Total infected,40%
169,50.0,76.3938,Total infected,40%
170,51.0,77.76769999999999,Total infected,40%
171,52.0,79.5152,Total infected,40%
172,53.0,81.2526,Total infected,40%
173,54.0,83.1011,Total infected,40%
174,55.0,84.88900000000001,Total infected,40%
175,56.0,86.1718,Total infected,40%
176,57.0,87.16159999999999,Total infected,40%
177,58.0,88.4041,Total infected,40%
178,59.0,89.7373,Total infected,40%
