,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.0050034482758619485,Total infected,0%
2,3.0,0.016038965517241353,Total infected,0%
3,4.0,0.03611310344827588,Total infected,0%
4,5.0,0.06861310344827593,Total infected,0%
5,6.0,0.11579724137931043,Total infected,0%
6,7.0,0.15374172413793097,Total infected,0%
7,8.0,0.18424448275862063,Total infected,0%
8,9.0,0.24280241379310344,Total infected,0%
9,10.0,0.32097275862068975,Total infected,0%
10,11.0,0.4077810344827585,Total infected,0%
11,12.0,0.4954596551724138,Total infected,0%
12,13.0,0.5806368965517241,Total infected,0%
13,14.0,0.6418148275862069,Total infected,0%
14,15.0,0.6863034482758621,Total infected,0%
15,16.0,0.733978275862069,Total infected,0%
16,17.0,0.77882,Total infected,0%
17,18.0,0.8162324137931035,Total infected,0%
18,19.0,0.849056551724138,Total infected,0%
19,20.0,0.8743555172413793,Total infected,0%
20,21.0,0.8933865517241381,Total infected,0%
21,22.0,0.9073524137931035,Total infected,0%
22,23.0,0.9185541379310345,Total infected,0%
23,24.0,0.9277106896551723,Total infected,0%
24,25.0,0.9352086206896553,Total infected,0%
25,26.0,0.9415520689655172,Total infected,0%
26,27.0,0.9465206896551723,Total infected,0%
27,28.0,0.9501831034482757,Total infected,0%
28,29.0,0.9528093103448276,Total infected,0%
29,30.0,0.9550896551724138,Total infected,0%
30,31.0,0.9569624137931034,Total infected,0%
31,32.0,0.9586620689655172,Total infected,0%
32,33.0,0.9600096551724139,Total infected,0%
33,34.0,0.9612327586206897,Total infected,0%
34,35.0,0.9622827586206897,Total infected,0%
35,36.0,0.9631331034482759,Total infected,0%
36,37.0,0.9638793103448275,Total infected,0%
37,38.0,0.9643631034482759,Total infected,0%
38,39.0,0.9648951724137931,Total infected,0%
39,40.0,0.9654268965517241,Total infected,0%
40,41.0,0.9658972413793104,Total infected,0%
41,42.0,0.9663603448275863,Total infected,0%
42,43.0,0.9666986206896552,Total infected,0%
43,44.0,0.9670513793103449,Total infected,0%
44,45.0,0.9673896551724138,Total infected,0%
45,46.0,0.96759,Total infected,0%
46,47.0,0.9677634482758621,Total infected,0%
47,48.0,0.9680951724137931,Total infected,0%
48,49.0,0.96833,Total infected,0%
49,50.0,0.9685027586206896,Total infected,0%
50,51.0,0.9687720689655172,Total infected,0%
51,52.0,0.9689586206896551,Total infected,0%
52,53.0,0.9691382758620689,Total infected,0%
53,54.0,0.9693110344827586,Total infected,0%
54,55.0,0.9694565517241379,Total infected,0%
55,56.0,0.9696775862068966,Total infected,0%
56,57.0,0.9699055172413793,Total infected,0%
57,58.0,0.9700989655172415,Total infected,0%
58,59.0,0.9702786206896552,Total infected,0%
59,60.0,0.9704996551724139,Total infected,0%
60,1.0,1.9601178917520005e-16,Total infected,10%
61,2.0,0.004609310344827416,Total infected,10%
62,3.0,0.014194137931034564,Total infected,10%
63,4.0,0.03117965517241381,Total infected,10%
64,5.0,0.058945517241379315,Total infected,10%
65,6.0,0.09859724137931043,Total infected,10%
66,7.0,0.13077172413793103,Total infected,10%
67,8.0,0.15799206896551724,Total infected,10%
68,9.0,0.21001310344827584,Total infected,10%
69,10.0,0.27870241379310345,Total infected,10%
70,11.0,0.35722482758620694,Total infected,10%
71,12.0,0.43970000000000004,Total infected,10%
72,13.0,0.5211041379310345,Total infected,10%
73,14.0,0.5799737931034482,Total infected,10%
74,15.0,0.6225896551724137,Total infected,10%
75,16.0,0.6727868965517242,Total infected,10%
76,17.0,0.7208348275862069,Total infected,10%
77,18.0,0.7653306896551724,Total infected,10%
78,19.0,0.803171724137931,Total infected,10%
79,20.0,0.8343375862068966,Total infected,10%
80,21.0,0.8578124137931035,Total infected,10%
81,22.0,0.8742517241379311,Total infected,10%
82,23.0,0.8888813793103448,Total infected,10%
83,24.0,0.9018865517241379,Total infected,10%
84,25.0,0.9121968965517242,Total infected,10%
85,26.0,0.9209520689655172,Total infected,10%
86,27.0,0.9284637931034483,Total infected,10%
87,28.0,0.933888275862069,Total infected,10%
88,29.0,0.9376748275862069,Total infected,10%
89,30.0,0.9409924137931034,Total infected,10%
90,31.0,0.9440189655172413,Total infected,10%
91,32.0,0.9466103448275862,Total infected,10%
92,33.0,0.9486003448275863,Total infected,10%
93,34.0,0.9504803448275861,Total infected,10%
94,35.0,0.9520972413793104,Total infected,10%
95,36.0,0.9532027586206897,Total infected,10%
96,37.0,0.9541913793103449,Total infected,10%
97,38.0,0.9550827586206896,Total infected,10%
98,39.0,0.9558010344827587,Total infected,10%
99,40.0,0.9565337931034482,Total infected,10%
100,41.0,0.957176551724138,Total infected,10%
101,42.0,0.9578120689655172,Total infected,10%
102,43.0,0.958261724137931,Total infected,10%
103,44.0,0.9586482758620689,Total infected,10%
104,45.0,0.9591182758620689,Total infected,10%
105,46.0,0.9595120689655173,Total infected,10%
106,47.0,0.9597886206896552,Total infected,10%
107,48.0,0.9601755172413793,Total infected,10%
108,49.0,0.960486551724138,Total infected,10%
109,50.0,0.9608113793103449,Total infected,10%
110,51.0,0.9610393103448275,Total infected,10%
111,52.0,0.9614193103448275,Total infected,10%
112,53.0,0.9617027586206897,Total infected,10%
113,54.0,0.9619517241379311,Total infected,10%
114,55.0,0.9622003448275862,Total infected,10%
115,56.0,0.9624765517241379,Total infected,10%
116,57.0,0.9627113793103449,Total infected,10%
117,58.0,0.9629879310344828,Total infected,10%
118,59.0,0.96323,Total infected,10%
119,60.0,0.9634303448275862,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.003731379310344719,Total infected,40%
122,3.0,0.011146551724137987,Total infected,40%
123,4.0,0.02320482758620689,Total infected,40%
