day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456794	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	114	0	0	0	0	[]	0	0
1	123456794	168	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	218	114	0	0	0	8	[]	0	0
2	123456794	149	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	218	114	0	0	0	18	[]	0	1
3	123456794	132	37	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	218	114	0	0	0	21	[]	0	3
4	123456794	116	44	12	3	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	1	218	114	0	0	0	26	[]	0	5
5	123456794	87	61	21	4	0	0	0	0	0	0	1	0	0	0	2	0	0	9	2	0	1	2	218	114	0	0	0	31	[]	0	8
6	123456794	85	45	34	7	0	0	0	0	0	0	2	0	0	0	2	1	0	12	3	0	2	3	218	114	0	0	0	33	[]	0	11
7	123456794	76	44	41	10	0	0	0	0	0	0	1	1	0	0	2	1	0	13	3	0	2	3	218	114	0	0	0	42	[]	0	11
8	123456794	48	61	45	16	0	0	0	0	0	0	1	1	0	0	3	1	0	13	4	0	2	4	218	114	0	0	0	44	[]	0	12
9	123456794	26	64	57	22	0	0	0	0	0	0	1	1	0	0	3	2	0	14	5	0	2	5	218	114	0	0	0	48	[]	0	12
10	123456794	19	55	70	25	0	0	0	0	0	0	1	1	0	0	3	2	0	14	5	0	2	5	218	114	0	0	0	51	[]	0	12
11	123456794	15	43	76	33	0	0	0	0	0	0	1	1	0	0	4	3	0	15	7	0	2	7	218	114	0	0	0	51	[]	0	12
12	123456794	13	29	82	42	0	0	0	0	0	0	1	1	0	0	4	4	0	15	8	0	2	8	218	114	0	0	0	52	[]	0	12
13	123456794	13	22	78	50	0	0	0	0	0	0	2	1	0	0	6	4	0	17	10	0	3	10	218	114	0	0	0	52	[]	0	12
14	123456794	13	14	79	57	0	0	0	0	0	0	3	1	0	0	6	3	0	18	10	0	4	10	218	114	0	0	0	52	[]	0	12
15	123456794	8	17	69	69	0	0	0	0	0	0	3	0	0	0	5	5	0	18	12	0	4	12	218	114	0	0	0	54	[]	0	12
16	123456794	6	16	56	87	0	0	0	0	0	0	2	0	0	0	5	4	0	20	12	0	4	12	218	114	0	0	0	54	[]	0	12
17	123456794	3	16	50	92	0	0	0	0	0	0	4	0	0	0	6	5	0	23	14	0	6	14	218	114	0	0	0	56	[]	0	12
18	123456794	3	13	46	98	0	0	0	0	0	0	4	0	0	0	7	5	0	25	16	0	6	16	218	114	0	0	0	56	[]	0	12
19	123456794	3	9	43	104	0	0	0	0	0	0	4	0	0	0	7	6	0	25	18	0	6	18	218	114	0	0	0	56	[]	0	12
20	123456794	3	7	44	105	0	0	0	0	0	0	4	0	0	0	7	6	0	25	18	0	6	18	218	114	0	0	0	56	[]	0	11
21	123456794	3	6	38	113	0	0	0	0	0	0	3	1	0	0	8	4	0	26	19	0	6	19	218	114	0	0	0	56	[]	0	10
22	123456794	2	6	34	118	0	0	0	0	0	0	3	1	0	0	8	4	0	27	20	0	6	20	218	114	0	0	0	57	[]	0	10
23	123456794	1	6	28	126	0	0	0	0	0	0	2	1	0	0	9	3	0	28	22	0	6	22	218	114	0	0	0	57	[]	0	10
24	123456794	1	4	21	135	0	0	0	0	0	0	1	1	0	0	10	3	0	31	23	0	6	23	218	114	0	0	0	57	[]	0	10
25	123456794	1	3	17	141	0	0	0	0	0	0	1	1	0	0	10	2	0	32	24	0	6	24	218	114	0	0	0	57	[]	0	10
26	123456794	1	3	16	142	0	0	0	0	0	0	1	1	0	0	10	2	0	33	24	0	6	24	218	114	0	0	0	57	[]	0	10
27	123456794	1	2	15	148	0	0	0	0	0	0	0	0	0	0	8	2	0	33	24	0	6	24	218	114	0	0	0	57	[]	0	10
28	123456794	1	0	15	152	0	0	0	0	0	0	0	0	0	0	7	1	0	34	24	0	6	24	218	114	0	0	0	57	[]	0	10
29	123456794	1	0	11	158	0	0	0	0	0	0	0	0	0	0	4	2	0	37	24	0	6	24	218	114	0	0	0	57	[]	0	9
30	123456794	1	0	9	160	0	0	0	0	0	0	0	0	0	0	3	3	0	39	24	0	6	24	218	114	0	0	0	57	[]	0	8
31	123456794	1	0	9	161	0	0	0	0	0	0	0	0	0	0	3	2	0	42	24	0	6	24	218	114	0	0	0	57	[]	0	8
32	123456794	1	0	8	163	0	0	0	0	0	0	0	0	0	0	3	1	0	44	24	0	6	24	218	114	0	0	0	57	[]	0	7
33	123456794	1	0	8	165	0	0	0	0	0	0	0	0	0	0	0	2	0	45	24	0	6	24	218	114	0	0	0	57	[]	0	6
34	123456794	1	0	5	168	0	0	0	0	0	0	0	0	0	0	1	1	0	47	25	0	6	25	218	114	0	0	0	57	[]	0	4
35	123456794	1	0	5	169	0	0	0	0	0	0	0	0	0	0	0	1	0	48	25	0	6	25	218	114	0	0	0	57	[]	0	3
36	123456794	1	0	5	169	0	0	0	0	0	0	0	0	0	0	0	1	0	50	25	0	6	25	218	114	0	0	0	57	[]	0	3
37	123456794	1	0	4	170	0	0	0	0	0	0	0	0	0	0	0	1	0	53	25	0	6	25	218	114	0	0	0	57	[]	0	2
38	123456794	1	0	2	172	0	0	0	0	0	0	0	0	0	0	0	1	0	54	25	0	6	25	218	114	0	0	0	57	[]	0	1
39	123456794	1	0	2	172	0	0	0	0	0	0	0	0	0	0	0	1	0	56	25	0	6	25	218	114	0	0	0	57	[]	0	1
40	123456794	0	1	2	172	0	0	0	0	0	0	0	0	0	0	0	1	0	57	25	0	6	25	218	114	0	0	0	58	[]	0	1
41	123456794	0	0	3	172	0	0	0	0	0	0	0	0	0	0	0	1	0	59	25	0	6	25	218	114	0	0	0	58	[]	0	1
42	123456794	0	0	2	173	0	0	0	0	0	0	0	0	0	0	0	1	0	62	25	0	6	25	218	114	0	0	0	58	[]	0	1
