,day,cumulative_infected,type,type_pretty
0,1.0,0.0,Total infected,0%
1,2.0,0.012113793103448196,Total infected,0%
2,3.0,0.036714827586207,Total infected,0%
3,4.0,0.07866758620689658,Total infected,0%
4,5.0,0.14170413793103448,Total infected,0%
5,6.0,0.22603827586206904,Total infected,0%
6,7.0,0.29323482758620695,Total infected,0%
7,8.0,0.34672793103448285,Total infected,0%
8,9.0,0.4307720689655172,Total infected,0%
9,10.0,0.5251951724137931,Total infected,0%
10,11.0,0.6123903448275861,Total infected,0%
11,12.0,0.6888672413793103,Total infected,0%
12,13.0,0.7527744827586207,Total infected,0%
13,14.0,0.7979196551724138,Total infected,0%
14,15.0,0.8311586206896552,Total infected,0%
15,16.0,0.860064827586207,Total infected,0%
16,17.0,0.8838506896551726,Total infected,0%
17,18.0,0.902135172413793,Total infected,0%
18,19.0,0.9169789655172413,Total infected,0%
19,20.0,0.9290237931034483,Total infected,0%
20,21.0,0.9375372413793104,Total infected,0%
21,22.0,0.9439917241379311,Total infected,0%
22,23.0,0.9493055172413793,Total infected,0%
23,24.0,0.9534237931034484,Total infected,0%
24,25.0,0.9569624137931034,Total infected,0%
25,26.0,0.9598093103448275,Total infected,0%
26,27.0,0.962276551724138,Total infected,0%
27,28.0,0.9641420689655172,Total infected,0%
28,29.0,0.9656762068965518,Total infected,0%
29,30.0,0.9669475862068966,Total infected,0%
30,31.0,0.9679982758620689,Total infected,0%
31,32.0,0.969145172413793,Total infected,0%
32,33.0,0.9700855172413793,Total infected,0%
33,34.0,0.9708520689655172,Total infected,0%
34,35.0,0.9715086206896553,Total infected,0%
35,36.0,0.9722062068965517,Total infected,0%
36,37.0,0.9727182758620689,Total infected,0%
37,38.0,0.9732913793103448,Total infected,0%
38,39.0,0.973858275862069,Total infected,0%
39,40.0,0.9743972413793103,Total infected,0%
40,41.0,0.9749013793103449,Total infected,0%
41,42.0,0.9752748275862069,Total infected,0%
42,43.0,0.9757310344827586,Total infected,0%
43,44.0,0.9761313793103449,Total infected,0%
44,45.0,0.9765396551724138,Total infected,0%
45,46.0,0.9769468965517241,Total infected,0%
46,47.0,0.9773962068965518,Total infected,0%
47,48.0,0.9777624137931035,Total infected,0%
48,49.0,0.9780941379310344,Total infected,0%
49,50.0,0.9784534482758621,Total infected,0%
50,51.0,0.9787020689655173,Total infected,0%
51,52.0,0.978964827586207,Total infected,0%
52,53.0,0.9792410344827586,Total infected,0%
53,54.0,0.9795937931034483,Total infected,0%
54,55.0,0.979863448275862,Total infected,0%
55,56.0,0.9801327586206896,Total infected,0%
56,57.0,0.980395172413793,Total infected,0%
57,58.0,0.9806506896551723,Total infected,0%
58,59.0,0.9809065517241379,Total infected,0%
59,60.0,0.9811413793103448,Total infected,0%
60,1.0,1.9601178917520005e-16,Total infected,10%
61,2.0,0.011036206896551643,Total infected,10%
62,3.0,0.034033793103448465,Total infected,10%
63,4.0,0.07181965517241397,Total infected,10%
64,5.0,0.1290444827586206,Total infected,10%
65,6.0,0.20354517241379308,Total infected,10%
66,7.0,0.2634855172413793,Total infected,10%
67,8.0,0.31207275862068967,Total infected,10%
68,9.0,0.39029137931034485,Total infected,10%
69,10.0,0.4773406896551724,Total infected,10%
70,11.0,0.5625524137931034,Total infected,10%
71,12.0,0.6402531034482758,Total infected,10%
72,13.0,0.7074220689655173,Total infected,10%
73,14.0,0.7554972413793104,Total infected,10%
74,15.0,0.7916589655172414,Total infected,10%
75,16.0,0.8233227586206896,Total infected,10%
76,17.0,0.8511020689655173,Total infected,10%
77,18.0,0.8739686206896551,Total infected,10%
78,19.0,0.8924265517241379,Total infected,10%
79,20.0,0.9078572413793102,Total infected,10%
80,21.0,0.9188858620689655,Total infected,10%
81,22.0,0.9274548275862069,Total infected,10%
82,23.0,0.9341372413793104,Total infected,10%
83,24.0,0.9399075862068965,Total infected,10%
84,25.0,0.94442,Total infected,10%
85,26.0,0.9487113793103449,Total infected,10%
86,27.0,0.9521041379310345,Total infected,10%
87,28.0,0.9546955172413792,Total infected,10%
