,day,agents,type,type_of_screening_pretty
0,1.0,0.9461,Infected,Screening 25%
1,2.0,0.9209,Infected,Screening 25%
2,3.0,1.0316,Infected,Screening 25%
3,4.0,1.1786,Infected,Screening 25%
4,5.0,1.2451,Infected,Screening 25%
5,6.0,1.629,Infected,Screening 25%
6,7.0,1.82,Infected,Screening 25%
7,8.0,1.5439,Infected,Screening 25%
8,9.0,1.4416,Infected,Screening 25%
9,10.0,1.3688,Infected,Screening 25%
10,11.0,1.3207,Infected,Screening 25%
11,12.0,1.2,Infected,Screening 25%
12,13.0,1.4294,Infected,Screening 25%
13,14.0,1.5269,Infected,Screening 25%
14,15.0,1.2422,Infected,Screening 25%
15,16.0,1.0903,Infected,Screening 25%
16,17.0,0.9782,Infected,Screening 25%
17,18.0,0.8773,Infected,Screening 25%
18,19.0,0.7612,Infected,Screening 25%
19,20.0,0.9401,Infected,Screening 25%
20,21.0,1.0266,Infected,Screening 25%
21,22.0,0.8428,Infected,Screening 25%
22,23.0,0.7223,Infected,Screening 25%
23,24.0,0.625,Infected,Screening 25%
24,25.0,0.5584,Infected,Screening 25%
25,26.0,0.4761,Infected,Screening 25%
26,27.0,0.5714,Infected,Screening 25%
27,28.0,0.6084,Infected,Screening 25%
28,29.0,0.5139,Infected,Screening 25%
29,30.0,0.456,Infected,Screening 25%
30,31.0,0.4258,Infected,Screening 25%
31,32.0,0.3962,Infected,Screening 25%
32,33.0,0.3399,Infected,Screening 25%
33,34.0,0.4134,Infected,Screening 25%
34,35.0,0.4406,Infected,Screening 25%
35,1.0,0.0539,Infected in quarantine,Screening 25%
36,2.0,0.1187,Infected in quarantine,Screening 25%
37,3.0,0.2278,Infected in quarantine,Screening 25%
38,4.0,0.4078,Infected in quarantine,Screening 25%
39,5.0,0.6715,Infected in quarantine,Screening 25%
40,6.0,0.6568,Infected in quarantine,Screening 25%
41,7.0,0.6426,Infected in quarantine,Screening 25%
42,8.0,0.9189,Infected in quarantine,Screening 25%
43,9.0,1.1758,Infected in quarantine,Screening 25%
44,10.0,1.4951,Infected in quarantine,Screening 25%
45,11.0,1.7996,Infected in quarantine,Screening 25%
46,12.0,2.1089,Infected in quarantine,Screening 25%
47,13.0,1.9746,Infected in quarantine,Screening 25%
48,14.0,1.8266,Infected in quarantine,Screening 25%
49,15.0,1.9563,Infected in quarantine,Screening 25%
50,16.0,2.0609,Infected in quarantine,Screening 25%
51,17.0,2.1419,Infected in quarantine,Screening 25%
52,18.0,2.1942,Infected in quarantine,Screening 25%
53,19.0,2.1864,Infected in quarantine,Screening 25%
54,20.0,1.9988,Infected in quarantine,Screening 25%
55,21.0,1.8178,Infected in quarantine,Screening 25%
56,22.0,1.7435,Infected in quarantine,Screening 25%
57,23.0,1.6811,Infected in quarantine,Screening 25%
58,24.0,1.6162,Infected in quarantine,Screening 25%
59,25.0,1.5583,Infected in quarantine,Screening 25%
60,26.0,1.5163,Infected in quarantine,Screening 25%
61,27.0,1.3864,Infected in quarantine,Screening 25%
62,28.0,1.2524,Infected in quarantine,Screening 25%
63,29.0,1.152,Infected in quarantine,Screening 25%
64,30.0,1.0737,Infected in quarantine,Screening 25%
65,31.0,1.017,Infected in quarantine,Screening 25%
66,32.0,0.9618,Infected in quarantine,Screening 25%
67,33.0,0.9409,Infected in quarantine,Screening 25%
68,34.0,0.8677,Infected in quarantine,Screening 25%
69,35.0,0.7852,Infected in quarantine,Screening 25%
70,1.0,0.9027,Infected,Screening 50%
71,2.0,0.8689,Infected,Screening 50%
72,3.0,0.8713,Infected,Screening 50%
73,4.0,0.8669,Infected,Screening 50%
74,5.0,0.7946,Infected,Screening 50%
75,6.0,1.017,Infected,Screening 50%
76,7.0,1.1257,Infected,Screening 50%
77,8.0,0.8645,Infected,Screening 50%
78,9.0,0.7339,Infected,Screening 50%
79,10.0,0.6066,Infected,Screening 50%
80,11.0,0.4747,Infected,Screening 50%
81,12.0,0.3357,Infected,Screening 50%
82,13.0,0.4457,Infected,Screening 50%
83,14.0,0.4963,Infected,Screening 50%
84,15.0,0.3962,Infected,Screening 50%
85,16.0,0.3381,Infected,Screening 50%
86,17.0,0.2817,Infected,Screening 50%
87,18.0,0.2308,Infected,Screening 50%
88,19.0,0.168,Infected,Screening 50%
89,20.0,0.2112,Infected,Screening 50%
90,21.0,0.2332,Infected,Screening 50%
91,22.0,0.1922,Infected,Screening 50%
92,23.0,0.1662,Infected,Screening 50%
93,24.0,0.1237,Infected,Screening 50%
94,25.0,0.0983,Infected,Screening 50%
95,26.0,0.0681,Infected,Screening 50%
96,27.0,0.0849,Infected,Screening 50%
97,28.0,0.0943,Infected,Screening 50%
98,29.0,0.0817,Infected,Screening 50%
99,30.0,0.0572,Infected,Screening 50%
100,31.0,0.0486,Infected,Screening 50%
101,32.0,0.036,Infected,Screening 50%
102,33.0,0.0318,Infected,Screening 50%
103,34.0,0.038,Infected,Screening 50%
104,35.0,0.0439,Infected,Screening 50%
105,1.0,0.0973,Infected in quarantine,Screening 50%
106,2.0,0.2126,Infected in quarantine,Screening 50%
