,day,agents,type,type_of_screening_pretty,group
0,0.0,240.0,Susceptible,Screening 25%,Susceptible
1,1.0,237.2739,Susceptible,Screening 25%,Susceptible
2,2.0,235.5459,Susceptible,Screening 25%,Susceptible
3,3.0,233.6985,Susceptible,Screening 25%,Susceptible
4,4.0,231.6266,Susceptible,Screening 25%,Susceptible
5,5.0,229.5463,Susceptible,Screening 25%,Susceptible
6,6.0,229.5463,Susceptible,Screening 25%,Susceptible
7,7.0,229.5463,Susceptible,Screening 25%,Susceptible
8,8.0,227.6478,Susceptible,Screening 25%,Susceptible
9,9.0,225.8915,Susceptible,Screening 25%,Susceptible
10,10.0,224.2418,Susceptible,Screening 25%,Susceptible
11,11.0,222.742,Susceptible,Screening 25%,Susceptible
12,12.0,221.3732,Susceptible,Screening 25%,Susceptible
13,13.0,221.3732,Susceptible,Screening 25%,Susceptible
14,14.0,221.3732,Susceptible,Screening 25%,Susceptible
15,15.0,221.17,Susceptible,Screening 25%,Susceptible
16,16.0,221.0807,Susceptible,Screening 25%,Susceptible
17,17.0,221.2248,Susceptible,Screening 25%,Susceptible
18,18.0,221.5159,Susceptible,Screening 25%,Susceptible
19,19.0,221.9239,Susceptible,Screening 25%,Susceptible
20,20.0,221.9239,Susceptible,Screening 25%,Susceptible
21,21.0,221.9239,Susceptible,Screening 25%,Susceptible
22,22.0,222.1808,Susceptible,Screening 25%,Susceptible
23,23.0,222.4096,Susceptible,Screening 25%,Susceptible
24,24.0,222.7103,Susceptible,Screening 25%,Susceptible
25,25.0,223.0038,Susceptible,Screening 25%,Susceptible
26,26.0,223.2757,Susceptible,Screening 25%,Susceptible
27,27.0,223.2757,Susceptible,Screening 25%,Susceptible
28,28.0,223.2757,Susceptible,Screening 25%,Susceptible
29,29.0,223.5019,Susceptible,Screening 25%,Susceptible
30,30.0,223.6781,Susceptible,Screening 25%,Susceptible
31,31.0,223.8453,Susceptible,Screening 25%,Susceptible
32,32.0,224.017,Susceptible,Screening 25%,Susceptible
33,33.0,224.1429,Susceptible,Screening 25%,Susceptible
34,34.0,224.1429,Susceptible,Screening 25%,Susceptible
35,35.0,224.1429,Susceptible,Screening 25%,Susceptible
36,0.0,0.0,Susceptible in quarantine,Screening 25%,Susceptible
37,1.0,1.0232,Susceptible in quarantine,Screening 25%,Susceptible
38,2.0,2.0324,Susceptible in quarantine,Screening 25%,Susceptible
39,3.0,3.163,Susceptible in quarantine,Screening 25%,Susceptible
40,4.0,4.3968,Susceptible in quarantine,Screening 25%,Susceptible
41,5.0,5.6853,Susceptible in quarantine,Screening 25%,Susceptible
42,6.0,5.6853,Susceptible in quarantine,Screening 25%,Susceptible
43,7.0,5.6853,Susceptible in quarantine,Screening 25%,Susceptible
44,8.0,6.7143,Susceptible in quarantine,Screening 25%,Susceptible
45,9.0,7.6857,Susceptible in quarantine,Screening 25%,Susceptible
46,10.0,8.6416,Susceptible in quarantine,Screening 25%,Susceptible
47,11.0,9.5423,Susceptible in quarantine,Screening 25%,Susceptible
48,12.0,10.3698,Susceptible in quarantine,Screening 25%,Susceptible
49,13.0,10.3698,Susceptible in quarantine,Screening 25%,Susceptible
50,14.0,10.3698,Susceptible in quarantine,Screening 25%,Susceptible
51,15.0,10.003,Susceptible in quarantine,Screening 25%,Susceptible
52,16.0,9.6274,Susceptible in quarantine,Screening 25%,Susceptible
53,17.0,9.0697,Susceptible in quarantine,Screening 25%,Susceptible
54,18.0,8.4052,Susceptible in quarantine,Screening 25%,Susceptible
55,19.0,7.6274,Susceptible in quarantine,Screening 25%,Susceptible
56,20.0,7.6274,Susceptible in quarantine,Screening 25%,Susceptible
57,21.0,7.6274,Susceptible in quarantine,Screening 25%,Susceptible
58,22.0,6.998,Susceptible in quarantine,Screening 25%,Susceptible
59,23.0,6.4687,Susceptible in quarantine,Screening 25%,Susceptible
60,24.0,5.8867,Susceptible in quarantine,Screening 25%,Susceptible
61,25.0,5.348,Susceptible in quarantine,Screening 25%,Susceptible
62,26.0,4.8749,Susceptible in quarantine,Screening 25%,Susceptible
63,27.0,4.8749,Susceptible in quarantine,Screening 25%,Susceptible
64,28.0,4.8749,Susceptible in quarantine,Screening 25%,Susceptible
65,29.0,4.4076,Susceptible in quarantine,Screening 25%,Susceptible
66,30.0,4.019,Susceptible in quarantine,Screening 25%,Susceptible
67,31.0,3.6755,Susceptible in quarantine,Screening 25%,Susceptible
68,32.0,3.3343,Susceptible in quarantine,Screening 25%,Susceptible
69,33.0,3.0582,Susceptible in quarantine,Screening 25%,Susceptible
70,34.0,3.0582,Susceptible in quarantine,Screening 25%,Susceptible
71,35.0,3.0582,Susceptible in quarantine,Screening 25%,Susceptible
72,0.0,0.0,Exposed,Screening 25%,Exposed
73,1.0,0.7029,Exposed,Screening 25%,Exposed
74,2.0,1.2148,Exposed,Screening 25%,Exposed
75,3.0,1.5283,Exposed,Screening 25%,Exposed
76,4.0,1.8088,Exposed,Screening 25%,Exposed
77,5.0,1.9123,Exposed,Screening 25%,Exposed
78,6.0,1.3656,Exposed,Screening 25%,Exposed
79,7.0,0.9702,Exposed,Screening 25%,Exposed
80,8.0,1.4833,Exposed,Screening 25%,Exposed
81,9.0,1.6977,Exposed,Screening 25%,Exposed
82,10.0,1.7163,Exposed,Screening 25%,Exposed
83,11.0,1.5968,Exposed,Screening 25%,Exposed
84,12.0,1.4574,Exposed,Screening 25%,Exposed
