,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,New infected,Without screening
1,2.0,0.20819999999997663,New infected,Without screening
2,3.0,0.39740000000003306,New infected,Without screening
3,4.0,0.5475999999999885,New infected,Without screening
4,5.0,0.6847000000000207,New infected,Without screening
5,6.0,0.8326000000000136,New infected,Without screening
6,7.0,0.5968000000000018,New infected,Without screening
7,8.0,0.46139999999994075,New infected,Without screening
8,9.0,0.74969999999999,New infected,Without screening
9,10.0,0.9329000000000462,New infected,Without screening
10,11.0,1.0591999999999757,New infected,Without screening
11,12.0,1.134999999999991,New infected,Without screening
12,13.0,1.1402000000000214,New infected,Without screening
13,14.0,0.8919999999999959,New infected,Without screening
14,15.0,0.5724999999999909,New infected,Without screening
15,16.0,0.8567999999999927,New infected,Without screening
16,17.0,0.9590000000000032,New infected,Without screening
17,18.0,1.021000000000015,New infected,Without screening
18,19.0,1.100200000000001,New infected,Without screening
19,20.0,1.2101000000000113,New infected,Without screening
20,21.0,0.8368999999999858,New infected,Without screening
21,22.0,0.6507000000000005,New infected,Without screening
22,23.0,0.8016999999999825,New infected,Without screening
23,24.0,0.8879000000000303,New infected,Without screening
24,25.0,1.077099999999973,New infected,Without screening
25,26.0,1.1202000000000396,New infected,Without screening
26,27.0,1.1290999999999656,New infected,Without screening
27,28.0,0.8109000000000037,New infected,Without screening
28,29.0,0.5634000000000299,New infected,Without screening
29,30.0,0.7848999999999648,New infected,Without screening
30,31.0,0.955900000000014,New infected,Without screening
31,32.0,0.9639000000000237,New infected,Without screening
32,33.0,0.9839999999999804,New infected,Without screening
33,34.0,1.0920999999999879,New infected,Without screening
34,35.0,0.7727000000000146,New infected,Without screening
35,1.0,1.0,New infected,Screening 25%
36,2.0,0.19600000000002638,New infected,Screening 25%
37,3.0,0.38179999999996994,New infected,Screening 25%
38,4.0,0.5327000000000339,New infected,Screening 25%
39,5.0,0.6131000000000313,New infected,Screening 25%
40,6.0,0.7789999999999395,New infected,Screening 25%
41,7.0,0.6230999999999938,New infected,Screening 25%
42,8.0,0.48740000000000805,New infected,Screening 25%
43,9.0,0.5375999999999692,New infected,Screening 25%
44,10.0,0.7538999999999874,New infected,Screening 25%
45,11.0,0.8793000000000575,New infected,Screening 25%
46,12.0,0.949799999999982,New infected,Screening 25%
47,13.0,1.1206000000000529,New infected,Screening 25%
48,14.0,0.7033999999999594,New infected,Screening 25%
49,15.0,0.5327000000000339,New infected,Screening 25%
50,16.0,0.6533999999999764,New infected,Screening 25%
51,17.0,0.8693000000000097,New infected,Screening 25%
52,18.0,0.904500000000013,New infected,Screening 25%
53,19.0,0.9396999999999878,New infected,Screening 25%
54,20.0,0.8040999999999769,New infected,Screening 25%
55,21.0,0.7033999999999594,New infected,Screening 25%
56,22.0,0.4875000000000682,New infected,Screening 25%
57,23.0,0.6129999999999427,New infected,Screening 25%
58,24.0,0.7789000000000499,New infected,Screening 25%
59,25.0,0.7991999999999848,New infected,Screening 25%
60,26.0,0.823900000000009,New infected,Screening 25%
61,27.0,0.8490999999999644,New infected,Screening 25%
62,28.0,0.6133000000000379,New infected,Screening 25%
63,29.0,0.30649999999997135,New infected,Screening 25%
64,30.0,0.5576999999999828,New infected,Screening 25%
65,31.0,0.5629000000000133,New infected,Screening 25%
66,32.0,0.7991000000000383,New infected,Screening 25%
67,33.0,0.6782999999999504,New infected,Screening 25%
68,34.0,0.6432000000000073,New infected,Screening 25%
69,35.0,0.4422000000000139,New infected,Screening 25%
70,1.0,1.0,New infected,Screening 50%
71,2.0,0.15080000000000382,New infected,Screening 50%
72,3.0,0.2260000000000275,New infected,Screening 50%
73,4.0,0.5327999999999804,New infected,Screening 50%
74,5.0,0.6482000000000028,New infected,Screening 50%
75,6.0,0.5729000000000042,New infected,Screening 50%
76,7.0,0.5075999999999965,New infected,Screening 50%
77,8.0,0.3366999999999791,New infected,Screening 50%
78,9.0,0.42199999999999704,New infected,Screening 50%
79,10.0,0.5979000000000383,New infected,Screening 50%
80,11.0,0.6434999999999889,New infected,Screening 50%
81,12.0,0.748599999999982,New infected,Screening 50%
82,13.0,0.7335000000000207,New infected,Screening 50%
83,14.0,0.5226000000000113,New infected,Screening 50%
84,15.0,0.3267999999999631,New infected,Screening 50%
85,16.0,0.4520999999999731,New infected,Screening 50%
86,17.0,0.5379000000000076,New infected,Screening 50%
