,day,agents,type,type_of_screening_pretty
0,1.0,1.0,Infected,Without screening
1,2.0,1.0951,Infected,Without screening
2,3.0,1.3584,Infected,Without screening
3,4.0,1.7037,Infected,Without screening
4,5.0,2.2563,Infected,Without screening
5,6.0,2.8378,Infected,Without screening
6,7.0,3.1532,Infected,Without screening
7,8.0,3.2092,Infected,Without screening
8,9.0,3.6667,Infected,Without screening
9,10.0,4.3333,Infected,Without screening
10,11.0,4.991,Infected,Without screening
11,12.0,5.7898,Infected,Without screening
12,13.0,6.6947,Infected,Without screening
13,14.0,6.9169,Infected,Without screening
14,15.0,6.8058,Infected,Without screening
15,16.0,7.1441,Infected,Without screening
16,17.0,7.7808,Infected,Without screening
17,18.0,8.4795,Infected,Without screening
18,19.0,9.2432,Infected,Without screening
19,20.0,10.2082,Infected,Without screening
20,21.0,10.3924,Infected,Without screening
21,22.0,10.0561,Infected,Without screening
22,23.0,10.3443,Infected,Without screening
23,24.0,10.9159,Infected,Without screening
24,25.0,11.7157,Infected,Without screening
25,26.0,12.7177,Infected,Without screening
26,27.0,13.5786,Infected,Without screening
27,28.0,13.6597,Infected,Without screening
28,29.0,13.2593,Infected,Without screening
29,30.0,13.6096,Infected,Without screening
30,31.0,14.2743,Infected,Without screening
31,32.0,15.029,Infected,Without screening
32,33.0,15.978,Infected,Without screening
33,34.0,17.2472,Infected,Without screening
34,35.0,17.2172,Infected,Without screening
35,1.0,0.0,Infected in quarantine,Without screening
36,2.0,0.0,Infected in quarantine,Without screening
37,3.0,0.0,Infected in quarantine,Without screening
38,4.0,0.0,Infected in quarantine,Without screening
39,5.0,0.0,Infected in quarantine,Without screening
40,6.0,0.0,Infected in quarantine,Without screening
41,7.0,0.0,Infected in quarantine,Without screening
42,8.0,0.0,Infected in quarantine,Without screening
43,9.0,0.0,Infected in quarantine,Without screening
44,10.0,0.0,Infected in quarantine,Without screening
45,11.0,0.0,Infected in quarantine,Without screening
46,12.0,0.0,Infected in quarantine,Without screening
47,13.0,0.0,Infected in quarantine,Without screening
48,14.0,0.0,Infected in quarantine,Without screening
49,15.0,0.0,Infected in quarantine,Without screening
50,16.0,0.0,Infected in quarantine,Without screening
51,17.0,0.0,Infected in quarantine,Without screening
52,18.0,0.0,Infected in quarantine,Without screening
53,19.0,0.0,Infected in quarantine,Without screening
54,20.0,0.0,Infected in quarantine,Without screening
55,21.0,0.0,Infected in quarantine,Without screening
56,22.0,0.0,Infected in quarantine,Without screening
57,23.0,0.0,Infected in quarantine,Without screening
58,24.0,0.0,Infected in quarantine,Without screening
59,25.0,0.0,Infected in quarantine,Without screening
60,26.0,0.0,Infected in quarantine,Without screening
61,27.0,0.0,Infected in quarantine,Without screening
62,28.0,0.0,Infected in quarantine,Without screening
63,29.0,0.0,Infected in quarantine,Without screening
64,30.0,0.0,Infected in quarantine,Without screening
65,31.0,0.0,Infected in quarantine,Without screening
66,32.0,0.0,Infected in quarantine,Without screening
67,33.0,0.0,Infected in quarantine,Without screening
68,34.0,0.0,Infected in quarantine,Without screening
69,35.0,0.0,Infected in quarantine,Without screening
70,1.0,1.0,Infected,Screening 25%
71,2.0,1.1011,Infected,Screening 25%
72,3.0,1.2102,Infected,Screening 25%
73,4.0,1.5566,Infected,Screening 25%
74,5.0,1.997,Infected,Screening 25%
75,6.0,2.5265,Infected,Screening 25%
76,7.0,2.7497,Infected,Screening 25%
77,8.0,2.7818,Infected,Screening 25%
78,9.0,3.1572,Infected,Screening 25%
79,10.0,2.7407,Infected,Screening 25%
80,11.0,3.2733,Infected,Screening 25%
81,12.0,3.5936,Infected,Screening 25%
82,13.0,4.2252,Infected,Screening 25%
83,14.0,4.4845,Infected,Screening 25%
84,15.0,4.4144,Infected,Screening 25%
85,16.0,4.7638,Infected,Screening 25%
86,17.0,3.6977,Infected,Screening 25%
87,18.0,4.2152,Infected,Screening 25%
88,19.0,4.4755,Infected,Screening 25%
89,20.0,5.0811,Infected,Screening 25%
90,21.0,5.2142,Infected,Screening 25%
91,22.0,5.1862,Infected,Screening 25%
92,23.0,5.4665,Infected,Screening 25%
93,24.0,4.3804,Infected,Screening 25%
94,25.0,4.9409,Infected,Screening 25%
95,26.0,5.0781,Infected,Screening 25%
96,27.0,5.6296,Infected,Screening 25%
97,28.0,5.7678,Infected,Screening 25%
98,29.0,5.6446,Infected,Screening 25%
99,30.0,5.9219,Infected,Screening 25%
100,31.0,4.5616,Infected,Screening 25%
101,32.0,5.004,Infected,Screening 25%
102,33.0,5.2352,Infected,Screening 25%
103,34.0,5.8118,Infected,Screening 25%
104,35.0,6.015,Infected,Screening 25%
105,1.0,0.0,Infected in quarantine,Screening 25%
106,2.0,0.0,Infected in quarantine,Screening 25%
107,3.0,0.1481,Infected in quarantine,Screening 25%
108,4.0,0.1542,Infected in quarantine,Screening 25%
109,5.0,0.2352,Infected in quarantine,Screening 25%
