,day,cumulative_infected,type,type_pretty
0,1.0,-1.9601178917520005e-16,Total infected,0%
1,2.0,0.011243448275862303,Total infected,0%
2,3.0,0.03462758620689646,Total infected,0%
3,4.0,0.07472862068965527,Total infected,0%
4,5.0,0.13613413793103452,Total infected,0%
5,6.0,0.21340620689655182,Total infected,0%
6,7.0,0.2756272413793105,Total infected,0%
7,8.0,0.32477413793103455,Total infected,0%
8,9.0,0.3716258620689654,Total infected,0%
9,10.0,0.4139041379310344,Total infected,0%
10,11.0,0.4499889655172413,Total infected,0%
11,12.0,0.48068551724137937,Total infected,0%
12,13.0,0.5059982758620689,Total infected,0%
13,14.0,0.5240472413793104,Total infected,0%
14,15.0,0.5384217241379311,Total infected,0%
15,16.0,0.5489324137931034,Total infected,0%
16,17.0,0.5569627586206897,Total infected,0%
17,18.0,0.5625531034482759,Total infected,0%
18,19.0,0.5671968965517241,Total infected,0%
19,20.0,0.5708593103448275,Total infected,0%
20,21.0,0.5740796551724138,Total infected,0%
21,22.0,0.5768089655172414,Total infected,0%
22,23.0,0.5822755172413793,Total infected,0%
23,24.0,0.5908368965517242,Total infected,0%
24,25.0,0.602398275862069,Total infected,0%
25,26.0,0.6174279310344828,Total infected,0%
26,27.0,0.6346144827586208,Total infected,0%
27,28.0,0.6491882758620691,Total infected,0%
28,29.0,0.661951724137931,Total infected,0%
29,30.0,0.6760210344827586,Total infected,0%
30,31.0,0.6903737931034483,Total infected,0%
31,32.0,0.7051068965517241,Total infected,0%
32,33.0,0.7193420689655172,Total infected,0%
33,34.0,0.7326796551724138,Total infected,0%
34,35.0,0.743328275862069,Total infected,0%
35,36.0,0.75151,Total infected,0%
36,37.0,0.7593534482758622,Total infected,0%
37,38.0,0.7664506896551724,Total infected,0%
38,39.0,0.7727865517241379,Total infected,0%
39,40.0,0.7786610344827586,Total infected,0%
40,41.0,0.7837606896551724,Total infected,0%
41,42.0,0.7879758620689655,Total infected,0%
42,43.0,0.7914517241379311,Total infected,0%
43,44.0,0.7950175862068964,Total infected,0%
44,45.0,0.7988806896551724,Total infected,0%
45,46.0,0.802646896551724,Total infected,0%
46,47.0,0.8067655172413792,Total infected,0%
47,48.0,0.8106144827586207,Total infected,0%
48,49.0,0.8143113793103449,Total infected,0%
49,50.0,0.8176558620689656,Total infected,0%
50,51.0,0.8211803448275862,Total infected,0%
51,52.0,0.8251124137931034,Total infected,0%
52,53.0,0.8289337931034483,Total infected,0%
53,54.0,0.8327620689655173,Total infected,0%
54,55.0,0.8366455172413793,Total infected,0%
55,56.0,0.83988,Total infected,0%
56,57.0,0.8427337931034483,Total infected,0%
57,58.0,0.8456641379310345,Total infected,0%
58,59.0,0.8486079310344827,Total infected,0%
59,60.0,0.8515106896551725,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.010413793103448409,Total infected,10%
62,3.0,0.03171896551724146,Total infected,10%
63,4.0,0.0666506896551725,Total infected,10%
64,5.0,0.11918379310344818,Total infected,10%
65,6.0,0.18627551724137933,Total infected,10%
66,7.0,0.23987310344827584,Total infected,10%
67,8.0,0.28291793103448276,Total infected,10%
68,9.0,0.3260175862068964,Total infected,10%
69,10.0,0.36461172413793097,Total infected,10%
70,11.0,0.40000689655172417,Total infected,10%
71,12.0,0.4316841379310345,Total infected,10%
72,13.0,0.45857275862068964,Total infected,10%
73,14.0,0.47855758620689665,Total infected,10%
74,15.0,0.493511724137931,Total infected,10%
75,16.0,0.5047896551724138,Total infected,10%
76,17.0,0.5133651724137931,Total infected,10%
77,18.0,0.5201855172413793,Total infected,10%
78,19.0,0.5251679310344828,Total infected,10%
79,20.0,0.5294110344827587,Total infected,10%
80,21.0,0.5331075862068967,Total infected,10%
81,22.0,0.5361968965517241,Total infected,10%
82,23.0,0.5413313793103447,Total infected,10%
83,24.0,0.5487806896551723,Total infected,10%
84,25.0,0.5590006896551724,Total infected,10%
85,26.0,0.5712251724137931,Total infected,10%
86,27.0,0.5859027586206896,Total infected,10%
87,28.0,0.5991362068965518,Total infected,10%
88,29.0,0.6107596551724137,Total infected,10%
89,30.0,0.623088275862069,Total infected,10%
90,31.0,0.636134827586207,Total infected,10%
91,32.0,0.6498444827586207,Total infected,10%
92,33.0,0.6626496551724138,Total infected,10%
93,34.0,0.67524,Total infected,10%
94,35.0,0.6853913793103448,Total infected,10%
95,36.0,0.6941606896551724,Total infected,10%
96,37.0,0.701983103448276,Total infected,10%
97,38.0,0.7091562068965518,Total infected,10%
98,39.0,0.7158324137931035,Total infected,10%
99,40.0,0.7219962068965516,Total infected,10%
100,41.0,0.7275382758620691,Total infected,10%
101,42.0,0.7321472413793103,Total infected,10%
102,43.0,0.7358924137931034,Total infected,10%
103,44.0,0.7398527586206897,Total infected,10%
104,45.0,0.7438258620689655,Total infected,10%
105,46.0,0.7478893103448276,Total infected,10%
106,47.0,0.7519589655172413,Total infected,10%
107,48.0,0.7562572413793103,Total infected,10%
108,49.0,0.7600096551724137,Total infected,10%
109,50.0,0.7631331034482759,Total infected,10%
110,51.0,0.7665882758620689,Total infected,10%
111,52.0,0.7704720689655171,Total infected,10%
112,53.0,0.7744458620689656,Total infected,10%
113,54.0,0.7782120689655171,Total infected,10%
114,55.0,0.7822613793103448,Total infected,10%
115,56.0,0.7855858620689655,Total infected,10%
116,57.0,0.7886744827586206,Total infected,10%
117,58.0,0.7916324137931035,Total infected,10%
118,59.0,0.7942858620689655,Total infected,10%
119,60.0,0.7971806896551724,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.007573448275862096,Total infected,40%
122,3.0,0.020917586206896377,Total infected,40%
123,4.0,0.04252655172413789,Total infected,40%
124,5.0,0.07253793103448296,Total infected,40%
125,6.0,0.11064275862068955,Total infected,40%
126,7.0,0.1432727586206897,Total infected,40%
127,8.0,0.17023034482758626,Total infected,40%
128,9.0,0.19920586206896543,Total infected,40%
129,10.0,0.22952827586206895,Total infected,40%
130,11.0,0.2591810344827587,Total infected,40%
131,12.0,0.2868013793103449,Total infected,40%
132,13.0,0.3145455172413793,Total infected,40%
133,14.0,0.3349524137931035,Total infected,40%
134,15.0,0.3506606896551724,Total infected,40%
135,16.0,0.3634372413793104,Total infected,40%
136,17.0,0.3740720689655171,Total infected,40%
137,18.0,0.3827724137931034,Total infected,40%
138,19.0,0.3895444827586205,Total infected,40%
139,20.0,0.3953558620689656,Total infected,40%
140,21.0,0.39995862068965515,Total infected,40%
141,22.0,0.40384172413793096,Total infected,40%
142,23.0,0.4086724137931033,Total infected,40%
143,24.0,0.413945172413793,Total infected,40%
144,25.0,0.42068310344827586,Total infected,40%
145,26.0,0.4283044827586206,Total infected,40%
146,27.0,0.43700517241379316,Total infected,40%
147,28.0,0.4446410344827586,Total infected,40%
148,29.0,0.45188310344827576,Total infected,40%
149,30.0,0.46011344827586204,Total infected,40%
150,31.0,0.4695875862068965,Total infected,40%
151,32.0,0.4791099999999999,Total infected,40%
152,33.0,0.4891303448275861,Total infected,40%
153,34.0,0.4994541379310344,Total infected,40%
154,35.0,0.5082165517241378,Total infected,40%
155,36.0,0.5155206896551723,Total infected,40%
156,37.0,0.5227213793103448,Total infected,40%
157,38.0,0.5300179310344827,Total infected,40%
158,39.0,0.5368462068965516,Total infected,40%
159,40.0,0.5437155172413791,Total infected,40%
160,41.0,0.5501206896551724,Total infected,40%
161,42.0,0.555393448275862,Total infected,40%
162,43.0,0.5603893103448276,Total infected,40%
163,44.0,0.5649575862068965,Total infected,40%
164,45.0,0.5694906896551724,Total infected,40%
165,46.0,0.5741075862068965,Total infected,40%
166,47.0,0.5786120689655173,Total infected,40%
167,48.0,0.5830358620689655,Total infected,40%
168,49.0,0.5868427586206898,Total infected,40%
169,50.0,0.5903606896551723,Total infected,40%
170,51.0,0.5939744827586206,Total infected,40%
171,52.0,0.5976441379310344,Total infected,40%
172,53.0,0.6012375862068966,Total infected,40%
173,54.0,0.6053206896551724,Total infected,40%
174,55.0,0.6089420689655173,Total infected,40%
175,56.0,0.6122386206896551,Total infected,40%
176,57.0,0.6155348275862069,Total infected,40%
177,58.0,0.618871724137931,Total infected,40%
178,59.0,0.6223068965517241,Total infected,40%
179,60.0,0.6254093103448275,Total infected,40%
180,1.0,1.9601178917520005e-16,Total infected,70%
181,2.0,0.004298275862069055,Total infected,70%
182,3.0,0.01205206896551717,Total infected,70%
183,4.0,0.022838965517241478,Total infected,70%
184,5.0,0.03719137931034487,Total infected,70%
185,6.0,0.05443999999999999,Total infected,70%
186,7.0,0.06962206896551748,Total infected,70%
187,8.0,0.08350517241379309,Total infected,70%
188,9.0,0.09955724137931035,Total infected,70%
189,10.0,0.11661310344827579,Total infected,70%
190,11.0,0.13471758620689642,Total infected,70%
191,12.0,0.15320275862068963,Total infected,70%
192,13.0,0.1724624137931032,Total infected,70%
193,14.0,0.18752034482758628,Total infected,70%
194,15.0,0.19958586206896559,Total infected,70%
195,16.0,0.21155413793103434,Total infected,70%
196,17.0,0.22239724137931027,Total infected,70%
197,18.0,0.23265827586206897,Total infected,70%
198,19.0,0.24252586206896545,Total infected,70%
199,20.0,0.25187586206896556,Total infected,70%
200,21.0,0.2592703448275861,Total infected,70%
201,22.0,0.26512379310344814,Total infected,70%
202,23.0,0.27086517241379326,Total infected,70%
203,24.0,0.27699551724137933,Total infected,70%
204,25.0,0.28299344827586215,Total infected,70%
205,26.0,0.28881896551724134,Total infected,70%
206,27.0,0.29465827586206905,Total infected,70%
207,28.0,0.29998655172413796,Total infected,70%
208,29.0,0.30477482758620683,Total infected,70%
209,30.0,0.3098824137931035,Total infected,70%
210,31.0,0.31516827586206897,Total infected,70%
211,32.0,0.3207037931034484,Total infected,70%
212,33.0,0.3267496551724138,Total infected,70%
213,34.0,0.3323337931034484,Total infected,70%
214,35.0,0.3375031034482759,Total infected,70%
215,36.0,0.3424162068965517,Total infected,70%
216,37.0,0.3480065517241381,Total infected,70%
217,38.0,0.35351413793103453,Total infected,70%
218,39.0,0.3590144827586205,Total infected,70%
219,40.0,0.3645641379310344,Total infected,70%
220,41.0,0.3700993103448277,Total infected,70%
221,42.0,0.37494344827586207,Total infected,70%
222,43.0,0.3793586206896552,Total infected,70%
223,44.0,0.3837682758620691,Total infected,70%
224,45.0,0.38872275862068956,Total infected,70%
225,46.0,0.39351862068965515,Total infected,70%
226,47.0,0.3982034482758621,Total infected,70%
227,48.0,0.4025431034482759,Total infected,70%
228,49.0,0.4066889655172414,Total infected,70%
229,50.0,0.41050379310344814,Total infected,70%
230,51.0,0.4145603448275863,Total infected,70%
231,52.0,0.4185268965517241,Total infected,70%
232,53.0,0.4225348275862069,Total infected,70%
233,54.0,0.42653620689655164,Total infected,70%
234,55.0,0.4304196551724139,Total infected,70%
235,56.0,0.4340613793103448,Total infected,70%
236,57.0,0.4374537931034481,Total infected,70%
237,58.0,0.4412275862068964,Total infected,70%
238,59.0,0.44459965517241357,Total infected,70%
239,60.0,0.448006551724138,Total infected,70%
