,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.208200000000005,Total infected,Without screening
2,3.0,1.6056000000000097,Total infected,Without screening
3,4.0,2.1521999999999935,Total infected,Without screening
4,5.0,2.834000000000003,Total infected,Without screening
5,6.0,3.667500000000018,Total infected,Without screening
6,7.0,4.26430000000002,Total infected,Without screening
7,8.0,4.723700000000008,Total infected,Without screening
8,9.0,5.4713999999999885,Total infected,Without screening
9,10.0,6.402300000000025,Total infected,Without screening
10,11.0,7.461500000000001,Total infected,Without screening
11,12.0,8.597499999999968,Total infected,Without screening
12,13.0,9.73769999999999,Total infected,Without screening
13,14.0,10.631699999999995,Total infected,Without screening
14,15.0,11.205099999999987,Total infected,Without screening
15,16.0,12.061000000000007,Total infected,Without screening
16,17.0,13.021000000000015,Total infected,Without screening
17,18.0,14.043999999999983,Total infected,Without screening
18,19.0,15.147199999999998,Total infected,Without screening
19,20.0,16.35329999999996,Total infected,Without screening
20,21.0,17.191200000000038,Total infected,Without screening
21,22.0,17.84190000000001,Total infected,Without screening
22,23.0,18.643500000000017,Total infected,Without screening
23,24.0,19.530500000000018,Total infected,Without screening
24,25.0,20.60759999999999,Total infected,Without screening
25,26.0,21.728800000000007,Total infected,Without screening
26,27.0,22.85900000000001,Total infected,Without screening
27,28.0,23.66980000000001,Total infected,Without screening
28,29.0,24.23429999999999,Total infected,Without screening
29,30.0,25.018899999999974,Total infected,Without screening
30,31.0,25.974999999999994,Total infected,Without screening
31,32.0,26.9409,Total infected,Without screening
32,33.0,27.92689999999999,Total infected,Without screening
33,34.0,29.02109999999999,Total infected,Without screening
34,35.0,29.792800000000028,Total infected,Without screening
35,1.0,1.0001000000000033,Total infected,Screening 25%
36,2.0,1.1859000000000037,Total infected,Screening 25%
37,3.0,1.5276000000000067,Total infected,Screening 25%
38,4.0,2.025100000000009,Total infected,Screening 25%
39,5.0,2.59790000000001,Total infected,Screening 25%
40,6.0,3.407100000000014,Total infected,Screening 25%
41,7.0,3.995000000000033,Total infected,Screening 25%
42,8.0,4.502499999999941,Total infected,Screening 25%
43,9.0,4.999899999999997,Total infected,Screening 25%
44,10.0,5.688500000000005,Total infected,Screening 25%
45,11.0,6.452199999999976,Total infected,Screening 25%
46,12.0,7.306500000000028,Total infected,Screening 25%
47,13.0,8.296600000000012,Total infected,Screening 25%
48,14.0,8.939700000000016,Total infected,Screening 25%
49,15.0,9.44720000000001,Total infected,Screening 25%
50,16.0,10.020000000000039,Total infected,Screening 25%
51,17.0,10.698399999999992,Total infected,Screening 25%
52,18.0,11.4221,Total infected,Screening 25%
53,19.0,12.206099999999992,Total infected,Screening 25%
54,20.0,12.849199999999996,Total infected,Screening 25%
55,21.0,13.361699999999985,Total infected,Screening 25%
56,22.0,13.80880000000002,Total infected,Screening 25%
57,23.0,14.392099999999942,Total infected,Screening 25%
58,24.0,15.015100000000018,Total infected,Screening 25%
59,25.0,15.668300000000016,Total infected,Screening 25%
60,26.0,16.427299999999974,Total infected,Screening 25%
61,27.0,17.190799999999996,Total infected,Screening 25%
62,28.0,17.6532,Total infected,Screening 25%
63,29.0,18.01000000000002,Total infected,Screening 25%
64,30.0,18.472499999999997,Total infected,Screening 25%
65,31.0,19.0,Total infected,Screening 25%
66,32.0,19.492500000000007,Total infected,Screening 25%
67,33.0,19.914499999999947,Total infected,Screening 25%
68,34.0,20.43719999999999,Total infected,Screening 25%
69,35.0,20.77370000000002,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.1356999999999857,Total infected,Screening 50%
72,3.0,1.3517000000000223,Total infected,Screening 50%
73,4.0,1.8342999999999847,Total infected,Screening 50%
74,5.0,2.4070000000000107,Total infected,Screening 50%
75,6.0,3.0351,Total infected,Screening 50%
76,7.0,3.522500000000008,Total infected,Screening 50%
77,8.0,3.8592999999999904,Total infected,Screening 50%
78,9.0,4.266199999999969,Total infected,Screening 50%
79,10.0,4.834299999999956,Total infected,Screening 50%
80,11.0,5.411900000000003,Total infected,Screening 50%
81,12.0,5.994999999999976,Total infected,Screening 50%
82,13.0,6.688499999999976,Total infected,Screening 50%
83,14.0,7.155799999999999,Total infected,Screening 50%
84,15.0,7.4672999999999945,Total infected,Screening 50%
85,16.0,7.934799999999967,Total infected,Screening 50%
86,17.0,8.442200000000014,Total infected,Screening 50%
87,18.0,8.97490000000002,Total infected,Screening 50%
88,19.0,9.44210000000001,Total infected,Screening 50%
89,20.0,9.869199999999978,Total infected,Screening 50%
90,21.0,10.246199999999988,Total infected,Screening 50%
91,22.0,10.472299999999962,Total infected,Screening 50%
92,23.0,10.75879999999998,Total infected,Screening 50%
93,24.0,11.014999999999986,Total infected,Screening 50%
94,25.0,11.402000000000015,Total infected,Screening 50%
95,26.0,11.728500000000025,Total infected,Screening 50%
96,27.0,12.110500000000002,Total infected,Screening 50%
97,28.0,12.336700000000008,Total infected,Screening 50%
98,29.0,12.577799999999968,Total infected,Screening 50%
99,30.0,12.813900000000018,Total infected,Screening 50%
100,31.0,13.07030000000006,Total infected,Screening 50%
101,32.0,13.396900000000016,Total infected,Screening 50%
102,33.0,13.738600000000048,Total infected,Screening 50%
103,34.0,14.020100000000014,Total infected,Screening 50%
104,35.0,14.241199999999992,Total infected,Screening 50%
105,1.0,1.0000000000000284,Total infected,Screening 100%
106,2.0,1.2262000000000057,Total infected,Screening 100%
107,3.0,1.5627999999999815,Total infected,Screening 100%
108,4.0,2.0,Total infected,Screening 100%
109,5.0,2.5276000000000067,Total infected,Screening 100%
110,6.0,3.140599999999978,Total infected,Screening 100%
111,7.0,3.542699999999968,Total infected,Screening 100%
112,8.0,3.8241000000000156,Total infected,Screening 100%
113,9.0,4.155899999999974,Total infected,Screening 100%
114,10.0,4.668199999999985,Total infected,Screening 100%
115,11.0,5.085400000000021,Total infected,Screening 100%
116,12.0,5.4924000000000035,Total infected,Screening 100%
117,13.0,5.854300000000023,Total infected,Screening 100%
118,14.0,6.266400000000004,Total infected,Screening 100%
119,15.0,6.482299999999981,Total infected,Screening 100%
120,16.0,6.794000000000011,Total infected,Screening 100%
121,17.0,7.100499999999954,Total infected,Screening 100%
122,18.0,7.351599999999991,Total infected,Screening 100%
123,19.0,7.603000000000009,Total infected,Screening 100%
124,20.0,7.86930000000001,Total infected,Screening 100%
125,21.0,7.99490000000003,Total infected,Screening 100%
126,22.0,8.1156,Total infected,Screening 100%
127,23.0,8.216100000000012,Total infected,Screening 100%
128,24.0,8.321600000000046,Total infected,Screening 100%
129,25.0,8.44720000000001,Total infected,Screening 100%
130,26.0,8.547700000000049,Total infected,Screening 100%
131,27.0,8.653400000000005,Total infected,Screening 100%
132,28.0,8.753900000000044,Total infected,Screening 100%
133,29.0,8.809000000000026,Total infected,Screening 100%
134,30.0,8.869300000000038,Total infected,Screening 100%
135,31.0,8.919500000000028,Total infected,Screening 100%
136,32.0,9.009900000000016,Total infected,Screening 100%
137,33.0,9.090400000000017,Total infected,Screening 100%
138,34.0,9.175700000000006,Total infected,Screening 100%
139,35.0,9.216100000000012,Total infected,Screening 100%
