day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456850	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	36	0	0	0	0	[]	0	0
1	123456850	250	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	36	0	0	0	4	[]	0	0
2	123456850	243	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	36	0	0	0	8	[]	0	1
3	123456850	235	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	36	0	0	0	12	[]	0	2
4	123456850	219	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	36	0	0	0	16	[]	0	3
5	123456850	204	34	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	36	0	0	0	18	[]	0	5
6	123456850	200	29	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	36	0	0	0	22	[]	0	6
7	123456850	196	28	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	50	36	0	0	0	26	[]	0	7
8	123456850	168	47	25	13	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	50	36	0	0	0	29	[]	0	8
9	123456850	146	58	30	19	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	50	36	0	0	0	31	[]	0	8
10	123456850	125	68	36	24	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	50	36	0	0	0	34	[]	0	8
11	123456850	102	70	55	26	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	1	50	36	0	0	0	38	[]	0	11
12	123456850	77	76	67	32	0	0	0	0	0	0	0	0	0	0	1	1	0	5	2	0	0	2	50	36	0	0	0	40	[]	0	11
13	123456850	76	54	81	40	0	0	0	0	0	0	0	0	0	0	2	1	0	5	3	0	0	3	50	36	0	0	0	41	[]	0	12
14	123456850	75	40	82	54	0	0	0	0	0	0	0	0	0	0	2	1	0	5	3	0	0	3	50	36	0	0	0	42	[]	0	12
15	123456850	41	66	76	68	0	0	0	0	0	0	0	0	0	0	2	1	0	6	3	0	0	3	50	36	0	0	0	44	[]	0	12
16	123456850	25	60	88	77	0	0	0	0	0	0	0	0	0	0	3	1	0	6	4	0	0	4	50	36	0	0	0	45	[]	0	12
17	123456850	16	45	103	85	0	0	0	0	0	0	0	0	0	0	4	1	0	7	5	0	0	5	50	36	0	0	0	45	[]	0	12
18	123456850	4	51	96	97	0	0	0	0	0	0	1	0	0	0	2	3	0	9	5	0	1	5	50	36	0	0	0	45	[]	0	12
19	123456850	1	43	88	115	0	0	0	0	0	0	1	0	0	0	3	3	0	9	6	0	1	6	50	36	0	0	0	45	[]	0	12
20	123456850	1	37	83	126	0	0	0	0	0	0	1	0	0	0	2	4	0	10	6	0	1	6	50	36	0	0	0	45	[]	0	12
21	123456850	1	27	86	133	0	0	0	0	0	0	1	0	0	0	2	4	0	10	6	0	1	6	50	36	0	0	0	45	[]	0	12
22	123456850	0	23	85	140	0	0	0	0	0	0	0	1	0	0	2	3	0	10	6	0	1	6	50	36	0	0	0	45	[]	0	12
23	123456850	0	16	88	143	0	0	0	0	0	0	1	1	0	0	2	3	0	12	6	0	2	6	50	36	0	0	0	45	[]	0	12
24	123456850	0	10	87	150	0	0	0	0	0	0	1	1	0	0	2	3	0	12	6	0	2	6	50	36	0	0	0	45	[]	0	12
25	123456850	0	8	79	158	0	0	0	0	0	0	2	1	0	0	2	4	0	13	7	0	3	7	50	36	0	0	0	45	[]	0	12
26	123456850	0	5	70	170	0	0	0	0	0	0	1	2	0	0	3	3	0	13	8	0	3	8	50	36	0	0	0	45	[]	0	12
27	123456850	0	5	59	182	0	0	0	0	0	0	0	3	0	0	3	2	0	13	8	0	3	8	50	36	0	0	0	45	[]	0	12
28	123456850	0	4	56	185	0	0	0	0	0	0	1	3	0	0	2	3	0	15	8	0	4	8	50	36	0	0	0	45	[]	0	12
29	123456850	0	3	51	190	0	0	0	0	0	0	1	3	0	0	3	3	0	15	9	0	4	9	50	36	0	0	0	45	[]	0	12
30	123456850	0	3	45	196	0	0	0	0	0	0	2	3	0	0	2	3	0	17	9	0	5	9	50	36	0	0	0	45	[]	0	11
31	123456850	0	3	38	204	0	0	0	0	0	0	2	3	0	0	2	2	0	18	9	0	5	9	50	36	0	0	0	45	[]	0	11
32	123456850	0	3	33	210	0	0	0	0	0	0	2	2	0	0	2	2	0	18	9	0	5	9	50	36	0	0	0	45	[]	0	11
33	123456850	0	2	29	215	0	0	0	0	0	0	2	2	0	0	3	1	0	18	10	0	5	10	50	36	0	0	0	45	[]	0	11
34	123456850	0	2	24	219	0	0	0	0	0	0	2	3	0	0	3	1	0	20	10	0	6	10	50	36	0	0	0	45	[]	0	11
35	123456850	0	2	18	224	0	0	0	0	0	0	2	4	0	0	2	2	0	21	10	0	7	10	50	36	0	0	0	45	[]	0	10
36	123456850	0	2	17	225	0	0	0	0	0	0	2	4	0	0	2	2	0	21	10	0	7	10	50	36	0	0	0	45	[]	0	10
37	123456850	0	2	12	230	0	0	0	0	0	0	2	4	0	0	2	2	0	22	10	0	8	10	50	36	0	0	0	45	[]	0	10
38	123456850	0	2	10	231	0	0	0	0	0	0	2	4	0	0	3	2	0	22	11	0	8	11	50	36	0	0	0	45	[]	0	9
39	123456850	0	2	9	234	0	0	0	0	0	0	2	3	0	0	2	2	0	22	11	0	8	11	50	36	0	0	0	45	[]	0	9
40	123456850	0	1	10	235	0	0	0	0	0	0	2	3	0	0	2	1	0	22	11	0	8	11	50	36	0	0	0	45	[]	0	10
41	123456850	0	1	9	236	0	0	0	0	0	0	1	4	0	0	2	1	0	22	11	0	8	11	50	36	0	0	0	45	[]	0	9
42	123456850	0	1	8	238	0	0	0	0	0	0	0	4	0	0	1	2	0	22	11	0	8	11	50	36	0	0	0	45	[]	0	7
43	123456850	0	1	4	243	0	0	0	0	0	0	0	4	0	0	1	1	0	23	11	0	8	11	50	36	0	0	0	45	[]	0	4
44	123456850	0	0	5	244	0	0	0	0	0	0	0	3	0	0	1	1	0	25	11	0	8	11	50	36	0	0	0	45	[]	0	5
45	123456850	0	0	5	244	0	0	0	0	0	0	0	3	0	0	1	1	0	25	11	0	8	11	50	36	0	0	0	45	[]	0	5
46	123456850	0	0	4	245	0	0	0	0	0	0	0	3	0	0	1	1	0	26	11	0	8	11	50	36	0	0	0	45	[]	0	5
47	123456850	0	0	3	247	0	0	0	0	0	0	0	3	0	0	1	0	0	26	11	0	8	11	50	36	0	0	0	45	[]	0	4
48	123456850	0	0	2	248	0	0	0	0	0	0	1	2	0	0	0	1	0	27	11	0	9	11	50	36	0	0	0	45	[]	0	3
49	123456850	0	0	2	249	0	0	0	0	0	0	1	1	0	0	0	1	0	28	11	0	9	11	50	36	0	0	0	45	[]	0	3
50	123456850	0	0	2	249	0	0	0	0	0	0	1	1	0	0	0	1	0	30	11	0	9	11	50	36	0	0	0	45	[]	0	3
51	123456850	0	0	2	250	0	0	0	0	0	0	1	0	0	0	0	1	0	32	11	0	9	11	50	36	0	0	0	45	[]	0	3
52	123456850	0	0	1	252	0	0	0	0	0	0	1	0	0	0	0	0	0	33	11	0	9	11	50	36	0	0	0	45	[]	0	2
53	123456850	0	0	1	252	0	0	0	0	0	0	1	0	0	0	0	0	0	34	11	0	9	11	50	36	0	0	0	45	[]	0	2
54	123456850	0	0	1	252	0	0	0	0	0	0	1	0	0	0	0	0	0	34	11	0	9	11	50	36	0	0	0	45	[]	0	2
55	123456850	0	0	1	252	0	0	0	0	0	0	1	0	0	0	0	0	0	34	11	0	9	11	50	36	0	0	0	45	[]	0	2
56	123456850	0	0	0	253	0	0	0	0	0	0	1	0	0	0	0	0	0	36	11	0	9	11	50	36	0	0	0	45	[]	0	1
57	123456850	0	0	0	253	0	0	0	0	0	0	1	0	0	0	0	0	0	38	11	0	9	11	50	36	0	0	0	45	[]	0	1
58	123456850	0	0	0	253	0	0	0	0	0	0	1	0	0	0	0	0	0	38	11	0	9	11	50	36	0	0	0	45	[]	0	1
59	123456850	0	0	0	253	0	0	0	0	0	0	1	0	0	0	0	0	0	38	11	0	9	11	50	36	0	0	0	45	[]	0	1
60	123456850	0	0	0	253	0	0	0	0	0	0	1	0	0	0	0	0	0	38	11	0	9	11	50	36	0	0	0	45	[]	0	1
