,day,cumulative_infected,type,type_pretty
0,1.0,1.9601178917520005e-16,Total infected,0%
1,2.0,0.00029000000000012046,Total infected,0%
2,3.0,0.0009465517241380895,Total infected,0%
3,4.0,0.0019903448275860277,Total infected,0%
4,5.0,0.00395275862068984,Total infected,0%
5,6.0,0.006896206896551614,Total infected,0%
6,7.0,0.009059310344827641,Total infected,0%
7,8.0,0.011201724137930962,Total infected,0%
8,9.0,0.015845517241379427,Total infected,0%
9,10.0,0.022873448275861942,Total infected,0%
10,11.0,0.03214689655172402,Total infected,0%
11,12.0,0.04449586206896548,Total infected,0%
12,13.0,0.05921482758620692,Total infected,0%
13,14.0,0.07077551724137912,Total infected,0%
14,15.0,0.0787644827586207,Total infected,0%
15,16.0,0.0925024137931032,Total infected,0%
16,17.0,0.10987448275862076,Total infected,0%
17,18.0,0.13149724137931032,Total infected,0%
18,19.0,0.1571279310344828,Total infected,0%
19,20.0,0.18625551724137926,Total infected,0%
20,21.0,0.207588275862069,Total infected,0%
21,22.0,0.22332275862068945,Total infected,0%
22,23.0,0.24750965517241375,Total infected,0%
23,24.0,0.27646379310344815,Total infected,0%
24,25.0,0.3087906896551725,Total infected,0%
25,26.0,0.34315517241379306,Total infected,0%
26,27.0,0.37939344827586197,Total infected,0%
27,28.0,0.40529344827586206,Total infected,0%
28,29.0,0.42445586206896546,Total infected,0%
29,30.0,0.45056344827586203,Total infected,0%
30,31.0,0.4792065517241379,Total infected,0%
31,32.0,0.5098541379310345,Total infected,0%
32,33.0,0.5403982758620689,Total infected,0%
33,34.0,0.5708244827586207,Total infected,0%
34,35.0,0.592813448275862,Total infected,0%
35,36.0,0.6087627586206896,Total infected,0%
36,37.0,0.6273586206896552,Total infected,0%
37,38.0,0.6473431034482758,Total infected,0%
38,39.0,0.6670724137931036,Total infected,0%
39,40.0,0.6867324137931035,Total infected,0%
40,41.0,0.7059224137931035,Total infected,0%
41,42.0,0.7194875862068966,Total infected,0%
42,43.0,0.7288506896551723,Total infected,0%
43,44.0,0.7398524137931034,Total infected,0%
44,45.0,0.7514272413793104,Total infected,0%
45,46.0,0.7622558620689656,Total infected,0%
46,47.0,0.7727593103448276,Total infected,0%
47,48.0,0.7821844827586207,Total infected,0%
48,49.0,0.7893303448275862,Total infected,0%
49,50.0,0.794333448275862,Total infected,0%
50,51.0,0.8001244827586207,Total infected,0%
51,52.0,0.805853448275862,Total infected,0%
52,53.0,0.8114437931034483,Total infected,0%
53,54.0,0.8168268965517241,Total infected,0%
54,55.0,0.8222862068965517,Total infected,0%
55,56.0,0.8259693103448276,Total infected,0%
56,57.0,0.8288234482758621,Total infected,0%
57,58.0,0.8320289655172414,Total infected,0%
58,59.0,0.8352772413793104,Total infected,0%
59,60.0,0.8388434482758621,Total infected,0%
60,1.0,0.0,Total infected,10%
61,2.0,0.000262413793103633,Total infected,10%
62,3.0,0.0007941379310344818,Total infected,10%
63,4.0,0.001686206896551837,Total infected,10%
64,5.0,0.0032896551724138196,Total infected,10%
65,6.0,0.00551379310344824,Total infected,10%
66,7.0,0.007511724137931071,Total infected,10%
67,8.0,0.009404827586206858,Total infected,10%
68,9.0,0.013240344827586185,Total infected,10%
69,10.0,0.01918379310344837,Total infected,10%
70,11.0,0.02730310344827597,Total infected,10%
71,12.0,0.03785482758620682,Total infected,10%
72,13.0,0.051018965517241,Total infected,10%
73,14.0,0.06035482758620694,Total infected,10%
74,15.0,0.06760413793103437,Total infected,10%
75,16.0,0.0794344827586207,Total infected,10%
76,17.0,0.09454724137931035,Total infected,10%
