,day,values,values_type,type,type_pretty
0,0.0,3.2445000000000164,slope,Total infected derivative spline,0%
1,1.0,7.282499999999999,slope,Total infected derivative spline,0%
2,2.0,17.21344999999998,slope,Total infected derivative spline,0%
3,3.0,27.317749999999975,slope,Total infected derivative spline,0%
4,4.0,32.663400000000024,slope,Total infected derivative spline,0%
5,5.0,29.63720000000002,slope,Total infected derivative spline,0%
6,6.0,21.850549999999984,slope,Total infected derivative spline,0%
7,7.0,17.1032,slope,Total infected derivative spline,0%
8,8.0,14.718500000000006,slope,Total infected derivative spline,0%
9,9.0,12.290599999999998,slope,Total infected derivative spline,0%
10,10.0,9.84975,slope,Total infected derivative spline,0%
11,11.0,7.698350000000005,slope,Total infected derivative spline,0%
12,12.0,5.861649999999997,slope,Total infected derivative spline,0%
13,13.0,4.1263000000000005,slope,Total infected derivative spline,0%
14,14.0,2.7755499999999955,slope,Total infected derivative spline,0%
15,15.0,1.9649500000000018,slope,Total infected derivative spline,0%
16,16.0,1.4459000000000088,slope,Total infected derivative spline,0%
17,17.0,1.149249999999995,slope,Total infected derivative spline,0%
18,18.0,1.2754999999999939,slope,Total infected derivative spline,0%
19,19.0,1.3046500000000094,slope,Total infected derivative spline,0%
20,20.0,1.0662000000000091,slope,Total infected derivative spline,0%
21,21.0,1.2073999999999927,slope,Total infected derivative spline,0%
22,22.0,1.5611499999999978,slope,Total infected derivative spline,0%
23,23.0,1.663349999999994,slope,Total infected derivative spline,0%
24,24.0,1.7194499999999948,slope,Total infected derivative spline,0%
25,25.0,1.7104500000000087,slope,Total infected derivative spline,0%
26,26.0,1.4688500000000033,slope,Total infected derivative spline,0%
27,27.0,1.128150000000005,slope,Total infected derivative spline,0%
28,28.0,0.9669499999999971,slope,Total infected derivative spline,0%
29,29.0,0.9088999999999885,slope,Total infected derivative spline,0%
30,30.0,0.8588000000000022,slope,Total infected derivative spline,0%
31,31.0,0.7785500000000098,slope,Total infected derivative spline,0%
32,32.0,0.733399999999989,slope,Total infected derivative spline,0%
33,33.0,0.6412499999999994,slope,Total infected derivative spline,0%
34,34.0,0.477950000000007,slope,Total infected derivative spline,0%
35,35.0,0.40184999999999604,slope,Total infected derivative spline,0%
36,36.0,0.34269999999999357,slope,Total infected derivative spline,0%
37,37.0,0.3216500000000053,slope,Total infected derivative spline,0%
38,38.0,0.2986000000000075,slope,Total infected derivative spline,0%
39,39.0,0.25950000000000273,slope,Total infected derivative spline,0%
40,40.0,0.22544999999999504,slope,Total infected derivative spline,0%
41,41.0,0.17634999999998513,slope,Total infected derivative spline,0%
42,42.0,0.15430000000000632,slope,Total infected derivative spline,0%
43,43.0,0.1413000000000011,slope,Total infected derivative spline,0%
44,44.0,0.12425000000000352,slope,Total infected derivative spline,0%
45,45.0,0.11420000000001096,slope,Total infected derivative spline,0%
46,46.0,0.10719999999999175,slope,Total infected derivative spline,0%
47,47.0,0.09219999999999118,slope,Total infected derivative spline,0%
48,48.0,0.07314999999999827,slope,Total infected derivative spline,0%
49,49.0,0.06714999999999804,slope,Total infected derivative spline,0%
50,50.0,0.07115000000000293,slope,Total infected derivative spline,0%
51,51.0,0.0700999999999965,slope,Total infected derivative spline,0%
52,52.0,0.05510000000001014,slope,Total infected derivative spline,0%
53,53.0,0.05215000000001169,slope,Total infected derivative spline,0%
54,54.0,0.05009999999998627,slope,Total infected derivative spline,0%
55,55.0,0.04904999999999404,slope,Total infected derivative spline,0%
56,56.0,0.04005000000000791,slope,Total infected derivative spline,0%
57,57.0,0.027100000000004343,slope,Total infected derivative spline,0%
58,58.0,0.03309999999999036,slope,Total infected derivative spline,0%
59,59.0,0.03799999999998249,slope,Total infected derivative spline,0%
60,60.0,,slope,Total infected derivative spline,0%
61,0.0,,trend,Total infected derivative spline,0%
62,1.0,,trend,Total infected derivative spline,0%
63,2.0,,trend,Total infected derivative spline,0%
64,3.0,19.88705,trend,Total infected derivative spline,0%
65,4.0,21.866864285714282,trend,Total infected derivative spline,0%
66,5.0,22.929149999999996,trend,Total infected derivative spline,0%
67,6.0,22.225885714285717,trend,Total infected derivative spline,0%
68,7.0,19.730457142857148,trend,Total infected derivative spline,0%
69,8.0,16.16402142857143,trend,Total infected derivative spline,0%
70,9.0,12.767514285714283,trend,Total infected derivative spline,0%
71,10.0,10.235478571428573,trend,Total infected derivative spline,0%
72,11.0,8.188671428571428,trend,Total infected derivative spline,0%
73,12.0,6.366735714285714,trend,Total infected derivative spline,0%
74,13.0,4.817492857142859,trend,Total infected derivative spline,0%
75,14.0,3.574564285714286,trend,Total infected derivative spline,0%
76,15.0,2.6570142857142844,trend,Total infected derivative spline,0%
77,16.0,2.006014285714286,trend,Total infected derivative spline,0%
78,17.0,1.5688571428571447,trend,Total infected derivative spline,0%
79,18.0,1.3448357142857157,trend,Total infected derivative spline,0%
80,19.0,1.287150000000001,trend,Total infected derivative spline,0%
81,20.0,1.3182142857142845,trend,Total infected derivative spline,0%
82,21.0,1.3996714285714273,trend,Total infected derivative spline,0%
83,22.0,1.4618071428571437,trend,Total infected derivative spline,0%
84,23.0,1.4852642857142857,trend,Total infected derivative spline,0%
85,24.0,1.4941142857142853,trend,Total infected derivative spline,0%
86,25.0,1.4597642857142858,trend,Total infected derivative spline,0%
87,26.0,1.366585714285713,trend,Total infected derivative spline,0%
88,27.0,1.25165,trend,Total infected derivative spline,0%
89,28.0,1.1172357142857163,trend,Total infected derivative spline,0%
90,29.0,0.9776571428571421,trend,Total infected derivative spline,0%
91,30.0,0.8594285714285701,trend,Total infected derivative spline,0%
92,31.0,0.766542857142856,trend,Total infected derivative spline,0%
93,32.0,0.6858142857142846,trend,Total infected derivative spline,0%
94,33.0,0.6049285714285709,trend,Total infected derivative spline,0%
95,34.0,0.5281928571428571,trend,Total infected derivative spline,0%
96,35.0,0.4596285714285711,trend,Total infected derivative spline,0%
97,36.0,0.3919285714285731,trend,Total infected derivative spline,0%
98,37.0,0.3325285714285725,trend,Total infected derivative spline,0%
99,38.0,0.289442857142855,trend,Total infected derivative spline,0%
100,39.0,0.25407857142857077,trend,Total infected derivative spline,0%
101,40.0,0.2253071428571433,trend,Total infected derivative spline,0%
102,41.0,0.19710714285714304,trend,Total infected derivative spline,0%
103,42.0,0.17076428571428637,trend,Total infected derivative spline,0%
104,43.0,0.14900714285714198,trend,Total infected derivative spline,0%
105,44.0,0.12997142857142713,trend,Total infected derivative spline,0%
106,45.0,0.11522857142857186,trend,Total infected derivative spline,0%
107,46.0,0.10277857142857068,trend,Total infected derivative spline,0%
108,47.0,0.09275714285714237,trend,Total infected derivative spline,0%
109,48.0,0.08502142857142707,trend,Total infected derivative spline,0%
110,49.0,0.07657857142856982,trend,Total infected derivative spline,0%
111,50.0,0.06871428571428696,trend,Total infected derivative spline,0%
112,51.0,0.06270000000000055,trend,Total infected derivative spline,0%
113,52.0,0.0592571428571428,trend,Total infected derivative spline,0%
114,53.0,0.05538571428571564,trend,Total infected derivative spline,0%
115,54.0,0.049092857142858694,trend,Total infected derivative spline,0%
116,55.0,0.04380714285714353,trend,Total infected derivative spline,0%
117,56.0,0.04136428571428244,trend,Total infected derivative spline,0%
118,57.0,,trend,Total infected derivative spline,0%
119,58.0,,trend,Total infected derivative spline,0%
120,59.0,,trend,Total infected derivative spline,0%
121,60.0,0.8938644111938336,trend,Total infected derivative spline,0%
122,0.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
123,1.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
124,2.0,1.046341997920614,seasonal,Total infected derivative spline,0%
125,3.0,1.1028052695495563,seasonal,Total infected derivative spline,0%
126,4.0,1.070534112522247,seasonal,Total infected derivative spline,0%
127,5.0,0.9366761138210133,seasonal,Total infected derivative spline,0%
128,6.0,0.8938644111938336,seasonal,Total infected derivative spline,0%
129,7.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
130,8.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
131,9.0,1.046341997920614,seasonal,Total infected derivative spline,0%
132,10.0,1.1028052695495563,seasonal,Total infected derivative spline,0%
133,11.0,1.070534112522247,seasonal,Total infected derivative spline,0%
134,12.0,0.9366761138210133,seasonal,Total infected derivative spline,0%
135,13.0,0.8938644111938336,seasonal,Total infected derivative spline,0%
136,14.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
137,15.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
138,16.0,1.046341997920614,seasonal,Total infected derivative spline,0%
139,17.0,1.1028052695495563,seasonal,Total infected derivative spline,0%
140,18.0,1.070534112522247,seasonal,Total infected derivative spline,0%
141,19.0,0.9366761138210133,seasonal,Total infected derivative spline,0%
142,20.0,0.8938644111938336,seasonal,Total infected derivative spline,0%
143,21.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
144,22.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
145,23.0,1.046341997920614,seasonal,Total infected derivative spline,0%
146,24.0,1.1028052695495563,seasonal,Total infected derivative spline,0%
147,25.0,1.070534112522247,seasonal,Total infected derivative spline,0%
148,26.0,0.9366761138210133,seasonal,Total infected derivative spline,0%
149,27.0,0.8938644111938336,seasonal,Total infected derivative spline,0%
150,28.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
151,29.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
152,30.0,1.046341997920614,seasonal,Total infected derivative spline,0%
153,31.0,1.1028052695495563,seasonal,Total infected derivative spline,0%
154,32.0,1.070534112522247,seasonal,Total infected derivative spline,0%
155,33.0,0.9366761138210133,seasonal,Total infected derivative spline,0%
156,34.0,0.8938644111938336,seasonal,Total infected derivative spline,0%
157,35.0,0.9502035604015746,seasonal,Total infected derivative spline,0%
158,36.0,0.9995745345911616,seasonal,Total infected derivative spline,0%
159,37.0,1.046341997920614,seasonal,Total infected derivative spline,0%
