day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457419	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457419	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457419	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457419	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
4	123457419	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
5	123457419	232	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
6	123457419	232	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
7	123457419	232	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
8	123457419	229	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
9	123457419	226	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	[]	0	1
10	123457419	224	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
11	123457419	220	9	8	3	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
12	123457419	218	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
13	123457419	218	7	10	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
14	123457419	218	7	9	6	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	1
15	123457419	215	8	11	6	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	2
16	123457419	207	12	14	7	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	[]	0	4
17	123457419	193	5	1	1	13	5	13	9	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
18	123457419	192	4	3	1	13	1	16	10	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
19	123457419	188	5	6	1	13	0	17	10	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
20	123457419	188	3	7	2	13	0	14	13	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
21	123457419	188	2	6	4	13	0	12	15	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
22	123457419	187	1	7	5	13	0	11	16	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
23	123457419	184	4	7	5	13	0	10	17	0	0	0	0	0	0	0	0	180	0	0	4	0	0	[2B 3B]	2	3
24	123457419	179	0	0	1	18	4	17	21	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
25	123457419	179	0	0	1	18	3	17	22	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
26	123457419	179	0	0	1	18	3	16	23	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
27	123457419	179	0	0	1	18	2	13	27	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
28	123457419	179	0	0	1	18	1	12	29	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
29	123457419	179	0	0	1	18	1	7	34	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
30	123457419	179	0	0	1	18	0	6	36	0	0	0	0	0	0	0	0	230	0	0	6	0	0	[2B 3B 1B]	3	3
31	123457419	192	0	0	28	5	0	2	13	0	0	0	0	0	0	0	0	285	0	0	6	0	0	[1B]	1	1
32	123457419	192	0	0	28	5	0	1	14	0	0	0	0	0	0	0	0	285	0	0	6	0	0	[1B]	1	1
33	123457419	192	0	0	28	5	0	1	14	0	0	0	0	0	0	0	0	285	0	0	6	0	0	[1B]	1	1
34	123457419	192	0	0	28	5	0	1	14	0	0	0	0	0	0	0	0	285	0	0	6	0	0	[1B]	1	1
35	123457419	192	0	0	28	5	0	1	14	0	0	0	0	0	0	0	0	285	0	0	6	0	0	[1B]	1	1
